scenario_id,delta_pred_margin,delta_pred_total,delta_spread_ref,delta_total_ref,delta_home_points_mean,delta_away_points_mean,delta_total_points_mean,delta_prob_home_win_mc,delta_prob_home_cover_mc,delta_prob_over_total_mc,n_games_applies,n_games,scenario_label
v2_baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Baseline
v2_blend_10_20,1.1045004399999998,0.5299906854296026,0.0,0.0,0.37650878341423066,0.16329694138839912,0.5398057248026404,-0.006500000000000006,-0.0015000000000000013,-0.0010000000000000009,1,1,Market blend m=0.10 t=0.20
v2_cold_minus15,0.0,0.0,0.0,0.0,-0.06223164592350727,0.1341092119587799,0.07187756603526907,-0.019500000000000017,-0.011499999999999955,0.0005000000000000004,1,1,Temp -15F
v2_elo_minus100,-0.08000000000000007,0.0,0.0,0.0,0.11662939541729855,0.07158935321750803,0.18821874863480303,0.0025000000000000022,0.004500000000000004,-0.009000000000000008,1,1,Home Elo -100 (diff)
v2_elo_plus100,0.08000000000000007,0.0,0.0,0.0,0.24794503941263102,0.05568566692284449,0.3036307063354755,-0.007500000000000007,-0.012999999999999956,0.002999999999999947,1,1,Home Elo +100 (diff)
v2_inj_away_plus1,0.0,-0.3999999999999986,0.0,0.0,-0.023382529524813123,-0.3301444199931929,-0.3535269495180131,0.0015000000000000013,-0.0010000000000000009,-0.026000000000000023,1,1,Away starters out +1
v2_inj_away_plus2,0.0,-0.7999999999999972,0.0,0.0,-0.4307164310791265,0.08719500539177005,-0.34352142568735644,-0.0015000000000000013,-0.011999999999999955,-0.02350000000000002,1,1,Away starters out +2
v2_inj_home_plus1,0.0,-0.3999999999999986,0.0,0.0,0.5952820076395717,-0.8911160063174215,-0.29583399867784266,0.020500000000000018,0.027000000000000024,-0.03400000000000003,1,1,Home starters out +1
v2_inj_home_plus2,0.0,-0.7999999999999972,0.0,0.0,-0.4070340071640146,-0.17427543308287596,-0.5813094402468835,-0.0005000000000000004,-0.003500000000000003,-0.025500000000000023,1,1,Home starters out +2
v2_neutral_site,0.0,0.0,0.0,0.0,0.1771378975181932,-0.13597245562218419,0.04116544189601257,0.013500000000000012,-0.0005000000000000004,-0.01150000000000001,1,1,Neutral site
v2_precip_plus25,0.0,0.0,0.0,0.0,-0.2357404152242033,0.03165748479706565,-0.2040829304271341,-0.009500000000000008,-0.009999999999999953,-0.007000000000000006,1,1,Precip +25%
v2_precip_plus50,0.0,0.0,0.0,0.0,-0.12069535100252793,0.22896948337869816,0.10827413237617378,-0.0015000000000000013,-0.0050000000000000044,-0.014000000000000012,1,1,Precip +50%
v2_pressure_plus005,0.0,0.0,0.0,0.0,-0.49142046414193175,0.37414858241969284,-0.1172718817222318,-0.008000000000000007,-0.008000000000000007,-0.005500000000000005,1,1,Home/away pressure +0.05
v2_rest_minus7,-0.15000000000000036,0.0,0.0,0.0,0.10560779300947587,0.052325257180804385,0.15793305019028026,-0.014500000000000013,-0.010999999999999954,-0.007500000000000007,1,1,Home rest -7 days (diff)
v2_rest_plus7,0.15000000000000036,0.0,0.0,0.0,0.4581593448819703,-0.312401047450912,0.14575829743105828,0.007500000000000007,0.0030000000000000027,-0.015500000000000014,1,1,Home rest +7 days (diff)
v2_sigma_high,0.0,0.0,0.0,0.0,0.30006226550474935,-0.17980717723620998,0.12025508826853581,-0.02400000000000002,-0.035499999999999976,0.008999999999999952,1,1,High volatility
v2_sigma_low,0.0,0.0,0.0,0.0,-0.11416144774118919,-0.03647000149846136,-0.150631449239647,-0.14049999999999999,-0.184,-0.08700000000000002,1,1,Low volatility
v2_spread_home_minus3,0.0,0.0,-3.0,0.0,0.20845336317835006,-0.090564742838108,0.1178886203402385,0.008500000000000008,-0.05049999999999999,-0.003500000000000003,1,1,Spread home -3.0
v2_spread_home_plus3,0.0,0.0,3.0,0.0,-0.25851526326992413,0.37486236754768854,0.11634710427777151,-0.02150000000000002,0.031000000000000028,0.002999999999999947,1,1,Spread home +3.0
v2_total_minus3,0.0,0.0,0.0,-3.0,-0.01896770618237653,0.08230880692026332,0.06334110073788679,0.0005000000000000004,-0.0020000000000000018,0.08849999999999997,1,1,Total -3.0
v2_total_plus3,0.0,0.0,0.0,3.0,-0.23442667806186535,-0.05941588218927052,-0.29384256025114297,-0.005500000000000005,0.006500000000000006,-0.09900000000000003,1,1,Total +3.0
v2_wind_plus10,0.0,-0.5,0.0,0.0,-0.23424999499763288,-0.6572529538998779,-0.8915029488975037,-0.0010000000000000009,-0.0025000000000000022,-0.038000000000000034,1,1,Wind +10mph (open)
v2_wind_plus20,0.0,-1.0,0.0,0.0,0.10222977091779484,-0.8317604865597445,-0.7295307156419497,0.017000000000000015,0.01200000000000001,-0.025500000000000023,1,1,Wind +20mph (open)
