scenario_id,scenario_label,season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_ref,total_ref,home_points_mean,away_points_mean,total_points_mean,prob_home_win_mc,prob_home_cover_mc,prob_over_total_mc,scenario_wind_open_add_mph,scenario_wx_precip_add_pct,scenario_wx_temp_add_f,scenario_home_inj_starters_add,scenario_away_inj_starters_add,scenario_neutral_site_flag,scenario_sim_market_blend_margin,scenario_sim_market_blend_total
v2_baseline,Baseline,2025,22,2025_22_New_England_Patriots_Seattle_Seahawks,Seattle Seahawks,New England Patriots,-6.627162605672482,42.04721483561826,-4.5,45.5,17.617399689166422,24.400054516038757,42.01745420520518,0.369,0.29,0.4095,0.0,0.0,0.0,0,0,,,
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,22,2025_22_New_England_Patriots_Seattle_Seahawks,Seattle Seahawks,New England Patriots,-5.522662165672482,42.577205521047865,-4.5,45.5,17.994491176388973,24.563751669791134,42.55824284618011,0.3625,0.289,0.4085,0.0,0.0,0.0,0,0,,0.1,0.2
v2_cold_minus15,Temp -15F,2025,22,2025_22_New_England_Patriots_Seattle_Seahawks,Seattle Seahawks,New England Patriots,-6.627162605672482,42.04721483561826,-4.5,45.5,17.555177442111308,24.5339520845477,42.08912952665901,0.3495,0.279,0.4095,0.0,0.0,-15.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,22,2025_22_New_England_Patriots_Seattle_Seahawks,Seattle Seahawks,New England Patriots,-6.707162605672482,42.04721483561826,-4.5,45.5,17.733623805199073,24.470772381378744,42.204396186577824,0.3705,0.2945,0.4,0.0,0.0,0.0,0,0,,,
v2_elo_plus100,Home Elo +100 (diff),2025,22,2025_22_New_England_Patriots_Seattle_Seahawks,Seattle Seahawks,New England Patriots,-6.547162605672482,42.04721483561826,-4.5,45.5,17.864751103071143,24.454378719087842,42.319129822158985,0.3615,0.277,0.413,0.0,0.0,0.0,0,0,,,
v2_inj_away_plus1,Away starters out +1,2025,22,2025_22_New_England_Patriots_Seattle_Seahawks,Seattle Seahawks,New England Patriots,-6.627162605672482,41.647214835618264,-4.5,45.5,17.593731538486935,24.069557970703674,41.66328950919061,0.371,0.29,0.3815,0.0,0.0,0.0,0,1,,,
v2_inj_away_plus2,Away starters out +2,2025,22,2025_22_New_England_Patriots_Seattle_Seahawks,Seattle Seahawks,New England Patriots,-6.627162605672482,41.247214835618266,-4.5,45.5,17.18625264186637,24.485543553782357,41.671796195648724,0.3665,0.278,0.3845,0.0,0.0,0.0,0,2,,,
v2_inj_home_plus1,Home starters out +1,2025,22,2025_22_New_England_Patriots_Seattle_Seahawks,Seattle Seahawks,New England Patriots,-6.627162605672482,41.647214835618264,-4.5,45.5,18.21150424103256,23.50775272814912,41.719256969181686,0.389,0.317,0.3745,0.0,0.0,0.0,1,0,,,
v2_inj_home_plus2,Home starters out +2,2025,22,2025_22_New_England_Patriots_Seattle_Seahawks,Seattle Seahawks,New England Patriots,-6.627162605672482,41.247214835618266,-4.5,45.5,17.210149048722748,24.224954158851858,41.43510320757461,0.369,0.2865,0.383,0.0,0.0,0.0,2,0,,,
v2_neutral_site,Neutral site,2025,22,2025_22_New_England_Patriots_Seattle_Seahawks,Seattle Seahawks,New England Patriots,-6.627162605672482,42.04721483561826,-4.5,45.5,17.79425675279797,24.26374960875731,42.05800636155528,0.3825,0.2895,0.396,0.0,0.0,0.0,0,0,1.0,,
