scenario_id,scenario_label,abs_error_sum,game_id,team,player,player_id,position,rec_yards,rec_yards_act,targets,targets_act,rush_yards,rush_yards_act,pass_yards,pass_yards_act,pick
v2_baseline,Baseline,270.31,2025_14_MIA_NYJ,New York Jets,Tyrod Taylor,00-0028118,QB,0.0,0.0,0.0,0.0,9.3,0.0,234.2,6.0,baseline
v2_baseline,Baseline,228.73999999999998,2025_14_WAS_MIN,Washington Commanders,Jayden Daniels,00-0039910,QB,0.0,0.0,0.0,0.0,29.3,0.0,258.2,78.0,baseline
v2_baseline,Baseline,216.89000000000001,2025_14_TEN_CLE,Cleveland Browns,Shedeur Sanders,00-0040668,QB,0.0,0.0,0.0,0.0,2.8,0.0,166.7,364.0,baseline
v2_baseline,Baseline,160.63,2025_14_DAL_DET,Dallas Cowboys,Dak Prescott,00-0033077,QB,0.0,0.0,0.0,0.0,7.2,1.0,242.3,376.0,baseline
v2_baseline,Baseline,158.86,2025_14_TEN_CLE,Tennessee Titans,Tony Pollard,00-0035261,RB,15.6,0.0,4.81,0.0,38.5,161.0,0.0,0.0,baseline
v2_baseline,Baseline,154.71999999999997,2025_14_NO_TB,Tampa Bay Buccaneers,Baker Mayfield,00-0034855,QB,0.0,0.0,0.0,0.0,21.5,4.0,252.6,122.0,baseline
v2_baseline,Baseline,150.31,2025_14_HOU_KC,Kansas City Chiefs,Patrick Mahomes,00-0033873,QB,0.0,-10.0,0.0,1.0,14.8,0.0,279.1,160.0,baseline
v2_baseline,Baseline,141.81,2025_14_PIT_BAL,Pittsburgh Steelers,Aaron Rodgers,00-0023459,QB,0.0,-9.0,0.0,1.0,5.9,0.0,166.1,284.0,baseline
v2_baseline,Baseline,139.77999999999997,2025_14_DAL_DET,Detroit Lions,Jared Goff,00-0033106,QB,0.0,0.0,0.0,0.0,12.9,0.0,192.4,309.0,baseline
v2_baseline,Baseline,139.04999999999998,2025_14_NO_TB,New Orleans Saints,Tyler Shough,00-0040743,QB,0.0,0.0,0.0,0.0,5.5,45.0,225.6,144.0,baseline
v2_baseline,Baseline,126.88,2025_14_CIN_BUF,Buffalo Bills,Joshua Palmer,nan,WR,55.0,31.0,4.94,2.0,0.0,80.0,0.0,0.0,baseline
v2_baseline,Baseline,125.22000000000001,2025_14_PIT_BAL,Pittsburgh Steelers,DK Metcalf,00-0035640,WR,30.6,148.0,7.3,12.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,125.19,2025_14_LA_ARI,Los Angeles Rams,Puka Nacua,00-0039075,WR,46.6,167.0,8.03,11.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,120.47,2025_14_PHI_LAC,Philadelphia Eagles,Saquon Barkley,00-0034844,RB,21.8,0.0,4.95,2.0,41.0,122.0,0.0,0.0,baseline
v2_baseline,Baseline,118.25,2025_14_LA_ARI,Arizona Cardinals,Michael Wilson,00-0038559,WR,38.9,142.0,7.72,16.0,0.0,0.0,0.0,0.0,baseline
