season,start_week,end_week,n_games,mae_margin,mae_total,acc_home_win,acc_spread_cover,acc_over_under
2025,1,18,272,10.996392372584737,12.652928366380578,0.6323529411764706,0.5228215767634855,0.4730290456431535
