season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_ref,total_ref,home_points_mean,away_points_mean,total_points_mean,prob_home_win_mc,prob_home_cover_mc,prob_over_total_mc
2025,18,2025_18_ARI_LA,Los Angeles Rams,Arizona Cardinals,20.0,62.0,-9.5,47.5,40.90213563051534,21.032312788993135,61.93444841950846,0.994,0.8813333333333333,0.8093333333333333
2025,18,2025_18_BAL_PIT,Pittsburgh Steelers,Baltimore Ravens,-1.2958691071466861,54.59345579513519,3.5,41.5,26.353619589858504,27.858539292709597,54.212158882568104,0.42533333333333334,0.5886666666666667,0.7586666666666667
2025,18,2025_18_CAR_TB,Tampa Bay Buccaneers,Carolina Panthers,13.191431080708458,38.21220407238885,-3.0,44.5,25.973677520143546,12.587458958362612,38.56113647850616,0.922,0.8693333333333333,0.36866666666666664
2025,18,2025_18_CLE_CIN,Cincinnati Bengals,Cleveland Browns,14.625403954040351,48.703779223973825,-7.0,44.5,31.55643022898907,17.196348010568517,48.7527782395576,0.948,0.79,0.5986666666666667
2025,18,2025_18_DAL_NYG,New York Giants,Dallas Cowboys,3.0354203687094614,38.749145768061766,5.5,52.5,20.52884438713265,17.381076112582537,37.909920499715184,0.6313333333333333,0.8266666666666667,0.21533333333333332
2025,18,2025_18_DET_CHI,Chicago Bears,Detroit Lions,8.870922641779815,35.29996234948928,-2.5,50.5,22.333632832920806,13.62240358663177,35.956036419552575,0.8366666666666667,0.7566666666666667,0.21266666666666667
2025,18,2025_18_GB_MIN,Minnesota Vikings,Green Bay Packers,9.963000777820321,41.61239698402395,-6.5,37.5,25.685552439551014,15.97320294315087,41.658755382701884,0.884,0.6473333333333333,0.6026666666666667
2025,18,2025_18_IND_HOU,Houston Texans,Indianapolis Colts,2.9078206247613885,61.36405963132912,-10.0,40.5,32.29554514260508,29.276072847484457,61.57161799008952,0.6226666666666667,0.20933333333333334,0.9033333333333333
2025,18,2025_18_KC_LV,Las Vegas Raiders,Kansas City Chiefs,-7.6921409045416045,33.77062489520846,5.5,36.5,12.880519418668808,20.64141099593854,33.52193041460734,0.174,0.4066666666666667,0.43066666666666664
2025,18,2025_18_LAC_DEN,Denver Broncos,Los Angeles Chargers,10.687941883294924,39.49281754570469,-7.5,39.5,25.10105280526424,14.437111936927662,39.538164742191896,0.8693333333333333,0.6366666666666667,0.494
2025,18,2025_18_MIA_NE,New England Patriots,Miami Dolphins,7.407635318856604,38.32998982809717,-11.5,45.5,22.088351216767915,14.882896660575115,36.97124787734303,0.794,0.31733333333333336,0.3233333333333333
2025,18,2025_18_NO_ATL,Atlanta Falcons,New Orleans Saints,1.652837415168531,43.10821167007615,-2.5,43.5,22.568338202506343,21.113163617111127,43.68150181961747,0.562,0.454,0.5066666666666667
2025,18,2025_18_NYJ_BUF,Buffalo Bills,New York Jets,7.505811797944363,36.88900744953962,-8.5,39.5,22.18330596015708,14.40280050136401,36.58610646152109,0.8093333333333333,0.4713333333333333,0.43
2025,18,2025_18_SEA_SF,San Francisco 49ers,Seattle Seahawks,-5.611445841946463,48.345341373132435,1.5,49.5,21.3663671570845,27.13011979481622,48.49648695190072,0.25266666666666665,0.31133333333333335,0.4766666666666667
2025,18,2025_18_TEN_JAX,Jacksonville Jaguars,Tennessee Titans,2.4502181010783044,51.334436882500455,-11.5,47.5,26.809628890422125,24.4840912337591,51.29372012418121,0.6033333333333334,0.164,0.594
2025,18,2025_18_WAS_PHI,Philadelphia Eagles,Washington Commanders,8.123317329966715,49.958155138593106,-8.5,42.5,28.892459729968035,20.726976435994146,49.619436165962185,0.8093333333333333,0.4826666666666667,0.6666666666666666
