scenario_id,scenario_label,abs_error_sum,game_id,team,player,player_id,position,rec_yards,rec_yards_act,targets,targets_act,rush_yards,rush_yards_act,pass_yards,pass_yards_act,pick
v2_baseline,Baseline,282.17,2025_18_TEN_JAX,Tennessee Titans,Cam Ward,00-0040676,QB,0.0,0.0,0.0,0.0,4.0,7.0,291.0,52.0,baseline
v2_baseline,Baseline,227.20000000000002,2025_18_DAL_NYG,Dallas Cowboys,Dak Prescott,00-0033077,QB,0.0,0.0,0.0,0.0,12.2,0.0,255.4,70.0,baseline
v2_baseline,Baseline,201.0,2025_18_NYJ_BUF,Buffalo Bills,Ray Davis,00-0039875,RB,0.0,23.0,0.0,3.0,0.0,151.0,0.0,0.0,baseline
v2_baseline,Baseline,176.86,2025_18_SEA_SF,San Francisco 49ers,Brock Purdy,00-0037834,QB,0.0,0.0,0.0,0.0,26.2,0.0,265.1,127.0,baseline
v2_baseline,Baseline,171.57,2025_18_LAC_DEN,Denver Broncos,Bo Nix,00-0039732,QB,0.0,0.0,0.0,0.0,25.9,0.0,272.2,141.0,baseline
v2_baseline,Baseline,140.89,2025_18_DET_CHI,Detroit Lions,Jared Goff,00-0033106,QB,0.0,0.0,0.0,0.0,12.3,0.0,213.4,331.0,baseline
v2_baseline,Baseline,128.18,2025_18_KC_LV,Kansas City Chiefs,Chris Oladokun,00-0037324,QB,0.0,0.0,0.0,0.0,4.6,0.0,169.9,58.0,baseline
v2_baseline,Baseline,124.59,2025_18_CAR_TB,Tampa Bay Buccaneers,Baker Mayfield,00-0034855,QB,0.0,0.0,0.0,0.0,15.3,0.0,292.2,203.0,baseline
v2_baseline,Baseline,114.55,2025_18_DET_CHI,Detroit Lions,Amon-Ra St. Brown,00-0036963,WR,36.6,139.0,8.06,15.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,111.69,2025_18_DET_CHI,Chicago Bears,Caleb Williams,00-0039918,QB,0.0,0.0,0.0,0.0,20.0,0.0,291.0,212.0,baseline
v2_baseline,Baseline,110.69,2025_18_NYJ_BUF,New York Jets,Brady Cook,00-0040398,QB,0.0,0.0,0.0,0.0,2.2,2.0,164.6,60.0,baseline
v2_baseline,Baseline,102.93,2025_18_MIA_NE,New England Patriots,Rhamondre Stevenson,00-0036875,RB,10.4,22.0,2.48,2.0,42.5,131.0,0.0,0.0,baseline
v2_baseline,Baseline,99.0,2025_18_IND_HOU,Houston Texans,Xavier Hutchinson,00-0038618,WR,0.0,84.0,0.0,10.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,98.25999999999999,2025_18_CAR_TB,Carolina Panthers,Bryce Young,00-0039150,QB,0.0,0.0,0.0,0.0,10.1,0.0,182.0,266.0,baseline
v2_baseline,Baseline,97.87,2025_18_IND_HOU,Indianapolis Colts,Michael Pittman Jr.,nan,WR,108.5,20.0,9.46,4.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,95.55,2025_18_BAL_PIT,Baltimore Ravens,Zay Flowers,00-0039064,WR,44.0,138.0,6.85,6.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,91.05000000000001,2025_18_BAL_PIT,Pittsburgh Steelers,Aaron Rodgers,00-0023459,QB,0.0,0.0,0.0,0.0,6.4,0.0,221.5,294.0,baseline
v2_baseline,Baseline,90.63,2025_18_IND_HOU,Indianapolis Colts,Alec Pierce,00-0037664,WR,42.6,132.0,7.12,8.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,86.72999999999999,2025_18_BAL_PIT,Pittsburgh Steelers,Kenneth Gainwell,00-0036919,RB,9.9,64.0,3.16,10.0,26.5,10.0,0.0,0.0,baseline
v2_baseline,Baseline,82.30999999999999,2025_18_WAS_PHI,Philadelphia Eagles,Tank Bigsby,00-0038555,RB,10.4,31.0,2.69,1.0,24.7,75.0,0.0,0.0,baseline
