scenario_id,scenario_label,season,week,game_id,team,pass_attempts,rush_attempts,targets,receptions,pass_yards,rush_yards,rec_yards,pass_tds,rush_tds,rec_tds
v2_baseline,Baseline,2025,15,2025_15_ARI_HOU,Arizona Cardinals,38.84,21.59,46.8,27.46,254.8,92.19999999999999,288.5,2.01,0.37,2.88
v2_baseline,Baseline,2025,15,2025_15_ARI_HOU,Houston Texans,37.22,31.89,37.78,22.02,203.4,98.8,166.8,2.44,1.56,3.22
v2_baseline,Baseline,2025,15,2025_15_ATL_TB,Atlanta Falcons,36.1,34.879999999999995,34.83,20.97,200.6,105.3,182.5,1.47,0.8699999999999999,1.6
v2_baseline,Baseline,2025,15,2025_15_ATL_TB,Tampa Bay Buccaneers,36.02,34.05,35.34,21.07,198.4,107.0,151.4,2.16,1.23,2.41
v2_baseline,Baseline,2025,15,2025_15_BAL_CIN,Baltimore Ravens,31.57,27.6,31.13,19.2,180.3,80.4,136.7,1.95,0.95,2.15
v2_baseline,Baseline,2025,15,2025_15_BAL_CIN,Cincinnati Bengals,45.09,22.8,46.66,28.869999999999997,257.8,77.7,214.6,1.8,0.52,1.76
v2_baseline,Baseline,2025,15,2025_15_BUF_NE,Buffalo Bills,38.95,24.8,40.96,25.74,261.0,113.1,280.6,1.94,0.75,2.29
v2_baseline,Baseline,2025,15,2025_15_BUF_NE,New England Patriots,36.82,28.57,40.34,25.66,190.9,89.80000000000001,171.20000000000002,1.7,0.86,2.13
v2_baseline,Baseline,2025,15,2025_15_CAR_NO,Carolina Panthers,31.81,39.6,30.259999999999998,18.15,202.0,164.6,183.2,1.43,1.62,1.82
v2_baseline,Baseline,2025,15,2025_15_CAR_NO,New Orleans Saints,29.42,35.59,28.75,17.53,150.0,115.0,128.1,1.99,1.3599999999999999,2.05
v2_baseline,Baseline,2025,15,2025_15_CLE_CHI,Chicago Bears,38.6,30.86,38.01,22.36,246.4,129.70000000000002,221.6,2.54,1.61,3.52
v2_baseline,Baseline,2025,15,2025_15_CLE_CHI,Cleveland Browns,47.88,21.59,47.19,26.4,241.2,70.4,215.9,2.04,0.47000000000000003,2.12
v2_baseline,Baseline,2025,15,2025_15_DET_LA,Detroit Lions,41.64,25.2,43.78,27.84,283.4,106.0,270.4,2.04,0.8200000000000001,2.4299999999999997
v2_baseline,Baseline,2025,15,2025_15_DET_LA,Los Angeles Rams,34.67,36.54,33.370000000000005,19.79,230.6,152.7,201.6,1.68,1.23,1.98
v2_baseline,Baseline,2025,15,2025_15_GB_DEN,Denver Broncos,38.16,30.16,39.480000000000004,24.419999999999998,227.7,113.0,206.5,1.81,0.86,2.0700000000000003
v2_baseline,Baseline,2025,15,2025_15_GB_DEN,Green Bay Packers,34.12,34.010000000000005,34.17,21.04,228.4,144.1,198.8,1.79,1.06,2.06
v2_baseline,Baseline,2025,15,2025_15_IND_SEA,Indianapolis Colts,45.61,24.009999999999998,44.96,26.36,310.9,103.9,307.4,2.15,0.5900000000000001,2.2800000000000002
v2_baseline,Baseline,2025,15,2025_15_IND_SEA,Seattle Seahawks,35.92,30.7,38.82,25.77,239.2,128.8,226.2,2.14,1.29,2.69
v2_baseline,Baseline,2025,15,2025_15_LAC_KC,Kansas City Chiefs,40.65,25.14,38.47,24.95,211.1,77.0,156.3,1.92,0.8200000000000001,2.31
v2_baseline,Baseline,2025,15,2025_15_LAC_KC,Los Angeles Chargers,37.9,30.16,38.9,24.5,211.2,100.5,183.0,1.18,0.48000000000000004,1.1800000000000002
v2_baseline,Baseline,2025,15,2025_15_LV_PHI,Las Vegas Raiders,40.06,19.11,41.23,25.2,264.3,80.2,251.1,1.97,0.35,2.46
