scenario_id,scenario_label,abs_error_sum,game_id,team,player,player_id,position,rec_yards,rec_yards_act,targets,targets_act,rush_yards,rush_yards_act,pass_yards,pass_yards_act,pick
v2_baseline,Baseline,236.42,2025_15_LAC_KC,Kansas City Chiefs,Gardner Minshew,00-0035289,QB,0.0,0.0,0.0,0.0,8.8,0.0,211.1,22.0,baseline
v2_baseline,Baseline,216.9,2025_15_BUF_NE,Buffalo Bills,Joshua Palmer,nan,WR,85.0,4.0,7.26,3.0,0.0,107.0,0.0,0.0,baseline
v2_baseline,Baseline,215.57999999999998,2025_15_IND_SEA,Indianapolis Colts,Philip Rivers,00-0022942,QB,0.0,0.0,0.0,0.0,2.7,-5.0,310.9,120.0,baseline
v2_baseline,Baseline,197.14000000000001,2025_15_ATL_TB,Atlanta Falcons,Kirk Cousins,00-0029604,QB,0.0,0.0,0.0,0.0,10.3,0.0,200.6,373.0,baseline
v2_baseline,Baseline,167.7,2025_15_DET_LA,Los Angeles Rams,Matthew Stafford,00-0026498,QB,0.0,0.0,0.0,0.0,16.8,0.0,230.6,368.0,baseline
v2_baseline,Baseline,152.0,2025_15_CAR_NO,Carolina Panthers,Mitchell Evans,00-0040187,TE,0.0,132.0,0.0,14.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,148.16,2025_15_ATL_TB,Atlanta Falcons,David Sills V,nan,WR,34.9,166.0,4.24,13.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,147.85,2025_15_DET_LA,Los Angeles Rams,Puka Nacua,00-0039075,WR,51.3,181.0,8.18,13.0,0.0,8.0,0.0,0.0,baseline
v2_baseline,Baseline,144.64,2025_15_CAR_NO,New Orleans Saints,Tyler Shough,00-0040743,QB,0.0,0.0,0.0,0.0,7.4,15.0,150.0,272.0,baseline
v2_baseline,Baseline,141.43,2025_15_ATL_TB,Atlanta Falcons,Kyle Pitts Sr.,nan,TE,39.1,166.0,6.09,13.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,137.0,2025_15_ARI_HOU,Houston Texans,Jawhar Jordan,00-0039405,RB,0.0,17.0,0.0,2.0,0.0,101.0,0.0,0.0,baseline
