season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_ref,total_ref,home_points_mean,away_points_mean,total_points_mean,prob_home_win_mc,prob_home_cover_mc,prob_over_total_mc
2025,4,2025_04_BAL_KC,Kansas City Chiefs,Baltimore Ravens,2.2486234094273785,41.322450523071225,2.5,48.5,21.496169898016955,19.36435666240169,40.86052656041864,0.5846666666666667,0.69,0.35533333333333333
2025,4,2025_04_CAR_NE,New England Patriots,Carolina Panthers,-0.1359475841904043,37.559288635522186,-5.5,43.5,19.01708572066183,19.07989470826214,38.09698042892397,0.49666666666666665,0.26,0.3873333333333333
2025,4,2025_04_CHI_LV,Las Vegas Raiders,Chicago Bears,1.1081335067919738,46.56616283096326,1.5,47.5,23.703979085826504,22.485456320437475,46.189435406263975,0.558,0.636,0.46
2025,4,2025_04_CIN_DEN,Denver Broncos,Cincinnati Bengals,0.08551528421269916,43.62669443975916,-7.5,44.5,21.767521772996357,21.649699381860984,43.41722115485734,0.51,0.21133333333333335,0.47
2025,4,2025_04_CLE_DET,Detroit Lions,Cleveland Browns,15.607332011989897,61.17004198955393,-9.5,44.5,38.362168993606446,22.508304920855494,60.87047391446194,0.9673333333333334,0.782,0.8446666666666667
2025,4,2025_04_GB_DAL,Dallas Cowboys,Green Bay Packers,-6.933556594716524,48.13316142544175,7.0,47.5,20.740087783509523,27.861360580550702,48.60144836406022,0.202,0.48933333333333334,0.536
2025,4,2025_04_IND_LA,Los Angeles Rams,Indianapolis Colts,0.9292474259340491,43.75340041028477,-3.0,49.5,22.894735072387896,21.478618422061107,44.37335349444901,0.5733333333333334,0.43066666666666664,0.37533333333333335
2025,4,2025_04_JAX_SF,San Francisco 49ers,Jacksonville Jaguars,11.740230570157877,47.410486659631175,-3.0,47.5,29.493056152020415,17.526999240656746,47.020055392677165,0.9093333333333333,0.8306666666666667,0.488
2025,4,2025_04_LAC_NYG,New York Giants,Los Angeles Chargers,-3.567956272968814,41.20646554622154,6.0,43.5,18.732416139506295,22.560016386074864,41.292432525581155,0.342,0.582,0.4533333333333333
2025,4,2025_04_MIN_PIT,Pittsburgh Steelers,Minnesota Vikings,8.831670542327869,29.17619243067884,2.5,41.5,19.668284042127908,10.109391652475633,29.77767569460354,0.8473333333333334,0.908,0.252
2025,4,2025_04_NO_BUF,Buffalo Bills,New Orleans Saints,20.0,43.60366035973455,-16.5,48.5,31.861236918703177,11.750340574468947,43.61157749317212,0.9793333333333333,0.6593333333333333,0.38866666666666666
2025,4,2025_04_NYJ_MIA,Miami Dolphins,New York Jets,4.2236704417370605,38.03998890150892,-3.0,45.5,21.006269947378065,16.850720130456807,37.85699007783487,0.6613333333333333,0.5493333333333333,0.3413333333333333
2025,4,2025_04_PHI_TB,Tampa Bay Buccaneers,Philadelphia Eagles,-1.2718922216722965,48.69850096682118,3.5,44.5,23.918949157094968,25.241508967794275,49.16045812488924,0.43733333333333335,0.5826666666666667,0.608
2025,4,2025_04_SEA_ARI,Arizona Cardinals,Seattle Seahawks,-2.628340017390313,42.41389895832424,1.5,43.5,19.777253000240613,22.63923524665112,42.41648824689173,0.3586666666666667,0.43533333333333335,0.468
2025,4,2025_04_TEN_HOU,Houston Texans,Tennessee Titans,12.363331715301998,54.15545067708134,-7.0,38.5,32.83524578139116,20.590460318856106,53.425706100247275,0.928,0.7353333333333333,0.828
2025,4,2025_04_WAS_ATL,Atlanta Falcons,Washington Commanders,-12.230462662220734,40.093160064240216,1.5,44.5,13.908080484913286,26.23464033961439,40.14272082452768,0.066,0.09066666666666667,0.38466666666666666
