scenario_id,position,scenario_label,n_rows,mae_pass_attempts,mae_pass_yards,mae_pass_tds,mae_interceptions,mae_rush_attempts,mae_rush_yards,mae_rush_tds,mae_targets,mae_receptions,mae_rec_yards,mae_rec_tds,brier_any_td,any_td_rate,mae_mean
v2_baseline,QB,Baseline,31,7.895161290322583,66.90967741935485,0.6700000000000002,0.7529032258064515,4.224838709677419,15.83548387096774,0.21645161290322582,0.03225806451612903,0.0,0.0,0.0,0.0832164628629823,0.06451612903225806,8.776070381231671
v2_blend_10_20,QB,Market blend m=0.10 t=0.20,31,7.949830892748192,67.40713777455139,0.6703382273864212,0.7535951935905706,4.225955424577842,15.842550762091916,0.21641757459368574,0.03225806451612903,0.0,0.0,0.0,0.08310059358793007,0.06451612903225806,8.827098537641469
v2_cold_minus15,QB,Temp -15F,31,7.8711014781841415,67.15240029804063,0.6691867229090989,0.7533554826021993,4.215208659880515,15.79636600844962,0.2159215160081636,0.03225806451612903,0.0,0.0,0.0,0.08307637291914492,0.06451612903225806,8.791436202780956
v2_elo_minus100,QB,Home Elo -100 (diff),31,7.90538905095938,67.43417641484706,0.6704968849748143,0.7528610103252822,4.222389868875707,15.825395254286388,0.21631468625716205,0.03225806451612903,0.0,0.0,0.0,0.08319444681729139,0.06451612903225806,8.823571021367448
v2_elo_plus100,QB,Home Elo +100 (diff),31,7.907259053727462,67.08611208572276,0.6672646328002196,0.7531798438194147,4.212333058342438,15.785981385374964,0.2156868488108393,0.03225806451612903,0.0,0.0,0.0,0.08288378849818595,0.06451612903225806,8.787279543010383
v2_inj_away_plus1,QB,Away starters out +1,31,7.882709773301248,66.6160561568467,0.663560459448938,0.7536134185381075,4.193710518937354,15.708924223224694,0.21472695878678455,0.03225806451612903,0.0,0.0,0.0,0.08269839166230324,0.06451612903225806,8.733232688509087
v2_inj_away_plus2,QB,Away starters out +2,31,7.799628898468621,66.47499142320369,0.6652861801134876,0.7525332060554267,4.169849396536142,15.606944942902794,0.21344077717518367,0.03225806451612903,0.0,0.0,0.0,0.08246842372816167,0.06451612903225806,8.701357535361042
v2_inj_home_plus1,QB,Home starters out +1,31,7.887186761334965,66.85522417287041,0.6601628201824441,0.7530757321010514,4.191732307602815,15.698681368723133,0.21450439578437575,0.03225806451612903,0.0,0.0,0.0,0.08266544334315629,0.06451612903225806,8.753893238465029
v2_inj_home_plus2,QB,Home starters out +2,31,7.812788958853473,66.74005489321627,0.659785180332736,0.7516082148948738,4.170953877479129,15.61422059591487,0.21354285239486545,0.03225806451612903,0.0,0.0,0.0,0.08248407964340308,0.06451612903225806,8.726837512509304
v2_neutral_site,QB,Neutral site,31,7.846145767210324,66.81429015140377,0.6659758173116331,0.7527651794519454,4.223225421729022,15.833515687954412,0.21619550097117296,0.03225806451612903,0.0,0.0,0.0,0.08310415322727209,0.06451612903225806,8.762215599140765
