bin_low,bin_high,count,pred_mean,obs_rate
0.0149,0.112,2,0.0346187553758195,0.5
0.112,0.499,2,0.3344928276974932,1.0
0.499,0.635,1,0.5873719679341941,0.0
0.635,0.86,2,0.7715366902378107,0.5
0.86,0.938,1,0.9250118234938416,1.0
0.938,0.964,2,0.9575491762165012,1.0
0.964,0.982,1,0.9753470777102732,1.0
0.982,0.992,2,0.9904965999982887,0.0
0.992,0.998,1,0.9983350875164444,1.0
0.998,0.999,2,0.9988987417572368,1.0
