bin_low,bin_high,count,pred_mean,obs_rate
0.466,0.48,2,0.47169929491617707,0.5
0.48,0.484,2,0.4839962353588788,0.5
0.484,0.488,1,0.4850602018598163,0.0
0.488,0.516,2,0.503171698960334,1.0
0.516,0.537,1,0.5169312766575145,1.0
0.537,0.558,2,0.5575292713746585,0.5
0.558,0.566,1,0.564482324106661,0.0
0.566,0.568,2,0.5670261649396547,1.0
0.568,0.576,1,0.5738442317403103,1.0
0.576,0.583,2,0.5806934325789257,0.0
