bin_low,bin_high,count,pred_mean,obs_rate
-0.001,0.6,12,0.3,0.6666666666666666
0.6,0.616,1,0.6160135087607592,0.0
0.616,0.74,1,0.6915901464283778,1.0
0.74,1.0,2,0.8937642230784358,1.0
