scenario_id,delta_pred_margin,delta_pred_total,delta_spread_ref,delta_total_ref,delta_home_points_mean,delta_away_points_mean,delta_total_points_mean,delta_prob_home_win_mc,delta_prob_home_cover_mc,delta_prob_over_total_mc,n_games_applies,n_games,scenario_label
v2_baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16,Baseline
v2_blend_10_20,0.0,0.13098290882055164,0.0,0.0,0.028892508950939977,-0.0030862587284941068,0.025806250222446092,0.0009687499999999922,0.001218750000000001,0.0014687499999999944,16,16,Market blend m=0.10 t=0.20
v2_cold_minus15,0.0,0.0,0.0,0.0,-0.047294254162844274,-0.10464556570930306,-0.15193981987214755,0.008187500000000004,0.008750000000000011,-0.0029687499999999922,16,16,Temp -15F
v2_elo_minus100,-0.08000000000000007,0.0,0.0,0.0,-0.045384394608070755,-0.0465276786680614,-0.09191207327613338,0.003593750000000003,-0.001593749999999998,-0.0034374999999999996,16,16,Home Elo -100 (diff)
v2_elo_plus100,0.07999999999999975,0.0,0.0,0.0,-0.02392934462420615,-0.1192191112081098,-0.1431484558323164,0.00925,0.004156250000000007,-0.0045312500000000075,16,16,Home Elo +100 (diff)
v2_inj_away_plus1,0.0,-0.399999999999999,0.0,0.0,-0.20552968711417763,-0.29484447687559,-0.5003741639897687,0.008718750000000006,0.004687500000000015,-0.013968749999999999,16,16,Away starters out +1
v2_inj_away_plus2,0.0,-0.7999999999999998,0.0,0.0,-0.47504048506027563,-0.41949636811155944,-0.894536853171835,0.004156249999999995,0.0002500000000000002,-0.0245,16,16,Away starters out +2
v2_inj_home_plus1,0.0,-0.399999999999999,0.0,0.0,-0.2322107345179827,-0.3187355394229199,-0.5509462739409026,0.006406249999999997,0.0038437500000000034,-0.01771875,16,16,Home starters out +1
v2_inj_home_plus2,0.0,-0.7999999999999998,0.0,0.0,-0.46472867497860837,-0.4439957004672903,-0.9087243754458978,0.006656250000000006,0.0005312499999999935,-0.02559374999999999,16,16,Home starters out +2
v2_neutral_site,0.0,0.0,0.0,0.0,-0.04639938081018746,-0.03850289148454955,-0.08490227229473746,0.0023124999999999934,-0.0014687500000000048,-0.004625000000000001,16,16,Neutral site
v2_precip_plus25,0.0,0.0,0.0,0.0,-0.041336437303522544,-0.08720397926751144,-0.1285404165710342,0.007187499999999998,0.0033750000000000065,-0.00040625000000000036,16,16,Precip +25%
v2_precip_plus50,0.0,0.0,0.0,0.0,-0.03632565224842921,-0.07360877938379651,-0.10993443163222505,0.004843750000000001,-0.0011874999999999906,-0.006468749999999999,16,16,Precip +50%
v2_pressure_plus005,0.0,-0.8000000000000016,0.0,0.0,-0.43706159536759404,-0.4713758941218382,-0.9084374894894336,0.00759375,-0.0003750000000000038,-0.02709375,16,16,Home/away pressure +0.05
v2_rest_minus7,-0.1499999999999999,0.0,0.0,0.0,-0.1053302060268817,-0.0440259449436422,-0.14935615097052546,-0.001031250000000001,-0.003062500000000006,-0.0020624999999999914,16,16,Home rest -7 days (diff)
v2_rest_plus7,0.1500000000000002,0.0,0.0,0.0,0.057185981487360094,-0.12274038107558904,-0.0655543995882315,0.008593749999999992,0.008687499999999994,0.0006875000000000006,16,16,Home rest +7 days (diff)
v2_sigma_high,0.0,0.0,0.0,0.0,-0.10627612894285554,-0.12179049795779662,-0.22806662690065238,-0.0016875000000000102,0.009031250000000015,-0.0061875000000000055,16,16,High volatility
v2_sigma_low,0.0,0.0,0.0,0.0,-0.0011619733543348776,-0.10092086786701315,-0.10208284122134836,0.00809374999999999,0.005781249999999998,-0.020812500000000005,16,16,Low volatility
v2_spread_home_minus3,2.845563531036002,0.0,-3.0,0.0,1.388602037301443,-1.5033046438540416,-0.11470260655260134,0.11265625,-0.0038437500000000034,-0.0020312499999999983,16,16,Spread home -3.0
v2_spread_home_plus3,-3.0,0.0,3.0,0.0,-1.5829318569347817,1.4947415954665797,-0.08819026146819953,-0.1044375,-0.0032812499999999994,-0.002468750000000002,16,16,Spread home +3.0
v2_total_minus3,0.0,-2.6230063321925385,0.0,-3.0,-1.299820873501212,-1.3613797628270299,-2.6612006363282434,0.005500000000000003,0.004968750000000008,0.010062500000000002,16,16,Total -3.0
v2_total_plus3,0.0,2.62300633219254,0.0,3.0,1.272657200745461,1.2337852076185567,2.5064424083640175,0.006156250000000004,0.0020312500000000053,-0.012593749999999997,16,16,Total +3.0
v2_wind_plus10,0.0,-0.5,0.0,0.0,-0.2726154292128018,-0.309386674294136,-0.5820021035069365,0.0039062499999999983,0.0015625000000000083,-0.016656249999999994,16,16,Wind +10mph (open)
v2_wind_plus20,0.0,-1.0,0.0,0.0,-0.5380677700734682,-0.5692956283277083,-1.1073633984011764,0.005906249999999997,0.0014687499999999978,-0.03225,16,16,Wind +20mph (open)
