scenario_id,scenario_label,abs_error_sum,game_id,team,player,player_id,position,rec_yards,rec_yards_act,targets,targets_act,rush_yards,rush_yards_act,pass_yards,pass_yards_act,pick
v2_baseline,Baseline,196.92,2025_04_IND_LA,Los Angeles Rams,Matthew Stafford,00-0026498,QB,0.0,0.0,0.0,0.0,12.9,0.0,206.0,375.0,baseline
v2_baseline,Baseline,173.91,2025_04_GB_DAL,Green Bay Packers,Jordan Love,00-0036264,QB,0.0,0.0,0.0,0.0,9.4,0.0,190.4,337.0,baseline
v2_baseline,Baseline,172.73999999999998,2025_04_MIN_PIT,Minnesota Vikings,Carson Wentz,00-0032950,QB,0.0,0.0,0.0,0.0,13.0,0.0,217.9,350.0,baseline
v2_baseline,Baseline,166.31,2025_04_TEN_HOU,Tennessee Titans,Cam Ward,00-0040676,QB,0.0,0.0,0.0,0.0,3.0,0.0,262.1,108.0,baseline
v2_baseline,Baseline,160.17000000000002,2025_04_BAL_KC,Baltimore Ravens,Lamar Jackson,00-0034796,QB,0.0,0.0,0.0,0.0,24.7,7.0,271.8,147.0,baseline
v2_baseline,Baseline,146.02,2025_04_IND_LA,Los Angeles Rams,Puka Nacua,00-0039075,WR,38.1,170.0,8.32,15.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,138.04,2025_04_CIN_DEN,Denver Broncos,Bo Nix,00-0039732,QB,0.0,0.0,0.0,0.0,15.6,1.0,210.3,326.0,baseline
v2_baseline,Baseline,134.73000000000002,2025_04_LAC_NYG,New York Giants,Jaxson Dart,00-0040691,QB,0.0,0.0,0.0,0.0,11.3,31.0,214.8,111.0,baseline
v2_baseline,Baseline,126.69,2025_04_CHI_LV,Las Vegas Raiders,Geno Smith,00-0030565,QB,0.0,0.0,0.0,0.0,18.5,2.0,209.0,117.0,baseline
v2_baseline,Baseline,126.62,2025_04_WAS_ATL,Atlanta Falcons,Bijan Robinson,00-0038542,RB,18.1,106.0,5.55,5.0,40.5,75.0,0.0,0.0,baseline
v2_baseline,Baseline,111.32000000000001,2025_04_WAS_ATL,Atlanta Falcons,Michael Penix Jr.,00-0039917,QB,0.0,0.0,0.0,0.0,6.2,0.0,227.0,313.0,baseline
