scenario_id,scenario_label,season,week,game_id,team,pass_attempts,rush_attempts,targets,receptions,pass_yards,rush_yards,rec_yards,pass_tds,rush_tds,rec_tds
v2_baseline,Baseline,2025,6,2025_06_ARI_IND,Arizona Cardinals,35.54,29.64,39.32,25.57,242.8,122.6,239.0,1.53,0.76,1.99
v2_baseline,Baseline,2025,6,2025_06_ARI_IND,Indianapolis Colts,37.54,27.28,35.2,22.310000000000002,250.8,111.0,255.89999999999998,1.75,0.87,2.23
v2_baseline,Baseline,2025,6,2025_06_BUF_ATL,Atlanta Falcons,33.61,38.32,31.39,20.57,240.0,151.9,257.8,1.99,1.41,2.1
v2_baseline,Baseline,2025,6,2025_06_BUF_ATL,Buffalo Bills,41.84,26.46,42.67,27.85,238.9,86.6,207.1,2.25,0.79,2.55
v2_baseline,Baseline,2025,6,2025_06_CHI_WAS,Chicago Bears,44.55,24.71,44.27,28.21,275.2,89.5,237.8,1.86,0.64,2.24
v2_baseline,Baseline,2025,6,2025_06_CHI_WAS,Washington Commanders,39.57,29.79,39.46,25.71,273.0,120.69999999999999,324.9,2.43,1.42,3.04
v2_baseline,Baseline,2025,6,2025_06_CIN_GB,Cincinnati Bengals,44.99,19.9,43.2,28.79,256.5,59.400000000000006,175.70000000000002,1.85,0.24,1.75
v2_baseline,Baseline,2025,6,2025_06_CIN_GB,Green Bay Packers,40.68,28.1,40.97,27.310000000000002,280.3,111.9,258.4,2.78,1.3199999999999998,3.4299999999999997
v2_baseline,Baseline,2025,6,2025_06_CLE_PIT,Cleveland Browns,36.19,35.480000000000004,34.07,20.75,197.7,112.3,176.7,1.88,1.1,1.8599999999999999
v2_baseline,Baseline,2025,6,2025_06_CLE_PIT,Pittsburgh Steelers,30.24,28.04,24.810000000000002,16.48,198.9,114.9,174.8,2.24,1.74,2.75
v2_baseline,Baseline,2025,6,2025_06_DAL_CAR,Carolina Panthers,39.13,31.159999999999997,38.64,24.74,263.1,129.3,258.6,1.42,0.6699999999999999,1.64
v2_baseline,Baseline,2025,6,2025_06_DAL_CAR,Dallas Cowboys,41.86,30.310000000000002,39.7,25.72,289.2,126.30000000000001,237.7,2.32,1.0699999999999998,2.56
v2_baseline,Baseline,2025,6,2025_06_DEN_NYJ,Denver Broncos,42.19,27.24,42.58,28.39,231.6,79.9,190.2,1.97,0.83,2.19
v2_baseline,Baseline,2025,6,2025_06_DEN_NYJ,New York Jets,42.48,21.6,46.26,29.060000000000002,272.0,78.8,266.2,2.59,0.6599999999999999,3.44
v2_baseline,Baseline,2025,6,2025_06_DET_KC,Detroit Lions,35.16,38.41,30.98,21.47,237.5,143.2,170.0,1.59,1.0699999999999998,1.6
v2_baseline,Baseline,2025,6,2025_06_DET_KC,Kansas City Chiefs,46.92,21.59,47.290000000000006,31.18,321.4,85.9,272.1,2.2,0.59,2.45
v2_baseline,Baseline,2025,6,2025_06_LAC_MIA,Los Angeles Chargers,41.99,26.58,41.55,28.490000000000002,235.6,81.8,213.5,2.05,0.77,2.45
v2_baseline,Baseline,2025,6,2025_06_LAC_MIA,Miami Dolphins,46.01,21.59,47.05,31.04,270.2,68.8,212.9,2.23,0.47,2.52
v2_baseline,Baseline,2025,6,2025_06_LA_BAL,Baltimore Ravens,29.88,29.69,31.37,20.79,162.2,88.1,133.6,1.59,1.1,2.06
v2_baseline,Baseline,2025,6,2025_06_LA_BAL,Los Angeles Rams,39.39,17.009999999999998,37.79,25.11,226.4,50.8,169.3,1.58,0.35,1.66
v2_baseline,Baseline,2025,6,2025_06_NE_NO,New England Patriots,41.32,23.91,44.239999999999995,30.14,281.0,97.5,262.4,2.18,0.78,2.7199999999999998
v2_baseline,Baseline,2025,6,2025_06_NE_NO,New Orleans Saints,38.55,33.24,36.52,24.43,215.8,105.30000000000001,215.8,1.34,0.6599999999999999,1.47
v2_baseline,Baseline,2025,6,2025_06_PHI_NYG,New York Giants,48.0,23.990000000000002,45.239999999999995,28.68,253.7,74.30000000000001,217.0,1.06,0.3,1.04
v2_baseline,Baseline,2025,6,2025_06_PHI_NYG,Philadelphia Eagles,43.73,21.6,46.96,30.91,291.1,80.1,245.9,2.17,0.37,2.67
v2_baseline,Baseline,2025,6,2025_06_SEA_JAX,Jacksonville Jaguars,37.17,18.02,34.99,22.14,209.2,63.6,177.5,1.36,0.35,1.41
v2_baseline,Baseline,2025,6,2025_06_SEA_JAX,Seattle Seahawks,41.55,25.200000000000003,44.4,31.009999999999998,290.5,102.5,281.90000000000003,2.19,0.81,2.65
v2_baseline,Baseline,2025,6,2025_06_SF_TB,San Francisco 49ers,40.31,27.95,41.79,28.5,219.1,88.1,210.89999999999998,1.4,0.73,1.6700000000000002
v2_baseline,Baseline,2025,6,2025_06_SF_TB,Tampa Bay Buccaneers,44.38,21.9,44.96,28.6,310.6,89.5,281.8,2.39,0.74,2.56
v2_baseline,Baseline,2025,6,2025_06_TEN_LV,Las Vegas Raiders,41.37,25.06,40.35,26.59,233.8,75.3,232.4,2.17,0.8600000000000001,2.71
v2_baseline,Baseline,2025,6,2025_06_TEN_LV,Tennessee Titans,48.0,21.71,46.69,28.23,262.6,66.4,209.8,1.72,0.41000000000000003,1.69
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_ARI_IND,Arizona Cardinals,35.96184752928467,29.99181656634771,39.786714824183264,25.87350707157594,246.47385901565184,124.45508696589337,242.61636039843816,1.5631794400899899,0.7764812905022171,2.0331549580255426
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_ARI_IND,Indianapolis Colts,37.74661031767885,27.430141967668597,35.393731571185285,22.43278839071431,252.55810984669213,111.77811081731589,257.6938608842445,1.767551308463019,0.8787255076359008,2.252365381641447
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_BUF_ATL,Atlanta Falcons,33.60115787243893,38.30991876441118,31.381741910617613,20.564588439038047,239.91964382159094,151.84914123541526,257.7136840716923,1.9890482302298107,1.409325630464338,2.0989956198405038
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_BUF_ATL,Buffalo Bills,42.22143411371839,26.701222434249246,43.059000803832774,28.103894361067326,241.67534981274633,87.6060497856167,209.5059227552104,2.287433761831721,0.8031434097098042,2.5924249300759503
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_CHI_WAS,Chicago Bears,44.378485938133416,24.61486840698713,44.099563916524495,28.101393677098624,273.8522556162278,89.06168923565548,236.6354156451271,1.8470007714587449,0.6355271471686004,2.224345015090101
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_CHI_WAS,Washington Commanders,39.50438228667434,29.74060015971768,39.39456469628935,25.667365898165208,272.4239571604603,120.44531732332436,324.2144457195368,2.4226784357456674,1.4157215550447932,3.030840512208571
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_CIN_GB,Cincinnati Bengals,44.05305796964503,19.48557131798035,42.30033572546489,28.190432072595698,249.72080601097971,57.83008139201635,171.0563181915366,1.7805479316659445,0.23099000194585223,1.6843020975218392
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_CIN_GB,Green Bay Packers,40.70655296363704,28.118341648923327,40.99674225467575,27.32782599402477,280.53287837004615,111.99296856799201,258.6146834492327,2.7833001228737744,1.3215669648177633,3.434071734337067
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_CLE_PIT,Cleveland Browns,36.283479291783394,35.57164535154669,34.15800330121748,20.803597549171194,198.35016217379294,112.66931316194713,177.28110094137185,1.8888385411807462,1.105171486861075,1.8687445141469086
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_CLE_PIT,Pittsburgh Steelers,30.12821924479616,27.93635144259538,24.718290987546055,16.419082445576745,197.9647316815054,114.35971679338849,173.97805479098616,2.22496812335993,1.7283234529670883,2.731545687160628
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_DAL_CAR,Carolina Panthers,39.83565510475439,31.721927244164238,39.33681863653743,25.186151476913455,269.15342117438087,132.27494244715865,264.5498848943173,1.4669026125166198,0.692130105905729,1.6941692144558145
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_DAL_CAR,Dallas Cowboys,41.87598559504391,30.321574853936475,39.715160729174464,25.72982201396391,289.3405677959347,126.36138904780967,237.81553584057292,2.321611100821086,1.070743050809725,2.5617777664232677
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_DEN_NYJ,Denver Broncos,42.35380592295196,27.345761397042224,42.7453201279757,28.50022636057375,232.7450478571849,80.29503162257804,191.14036313660003,1.9839287680040143,0.835868465707275,2.2054842649384727
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_DEN_NYJ,New York Jets,42.71233521371622,21.718136549347236,46.51300910985199,29.218937413149565,273.89477714587554,79.34892808490807,268.05437380967675,2.6158129656839235,0.6665778213711928,3.4742844022983386
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_DET_KC,Detroit Lions,35.28179986124687,38.543058380844485,31.08731967296439,21.54437551254182,238.54761528344153,143.83165687826875,170.74987199235815,1.600028760514755,1.0767489143086715,1.6100918344802566
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_DET_KC,Kansas City Chiefs,46.770337595602484,21.521133603773606,47.13915739335127,31.080544037316397,320.0957920364292,85.55142668304067,270.9958463382464,2.187257709007204,0.58658274923375,2.435809721394386
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_LAC_MIA,Los Angeles Chargers,41.91150223383753,26.53031029710411,41.47232478723385,28.436739667588267,235.03958302210853,81.60542398645364,212.99215184728428,2.043037418456515,0.7673847864446424,2.4416788659602258
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_LAC_MIA,Miami Dolphins,45.731112973916595,21.459133429838282,46.7648090724359,30.851852786576202,268.1172500882508,68.26967729856275,211.25892873348852,2.2054845649413646,0.4648330697410051,2.4922964590368784
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_LA_BAL,Baltimore Ravens,30.137600367231382,29.94596234615461,31.640445900938705,20.969233990453162,163.981809563754,89.06780161878378,135.0676310586778,1.6150108537297725,1.1173031063539307,2.0924039991719066
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_LA_BAL,Los Angeles Rams,39.70389924975827,17.145552836719677,38.091148835957476,25.310101806586193,228.69872408662482,51.31579144699886,171.01896637749815,1.602967384066381,0.35508771166027425,1.6841302895887293
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_NE_NO,New England Patriots,41.27351529071412,23.883101418223006,44.1902303112583,30.10609271205527,280.597723345945,97.36042002216954,262.0243509109465,2.1755429892873153,0.7784052897450027,2.7144389591107787
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_NE_NO,New Orleans Saints,38.67454725757316,33.3473917209269,36.637988737913666,24.508928391764265,216.68774394777614,105.7331762636739,216.68774394777614,1.3478817999407022,0.6638820805678085,1.4786464521737552
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_PHI_NYG,New York Giants,47.671330026291756,23.825733486057068,44.93022854977998,28.483619690709325,251.49113977385122,73.65310084823471,215.1106713871727,1.0468403837831706,0.2962755803159916,1.027088678428771
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_PHI_NYG,Philadelphia Eagles,43.76438645231616,21.61698484724512,46.99692631604773,30.934305630941978,291.3913613945531,80.18017192615494,246.14612080700996,2.1731034490113545,0.37052915950884846,2.6738185294287176
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_SEA_JAX,Jacksonville Jaguars,37.57575621367564,18.216710437730292,35.37195883552625,22.38168529918694,212.11081060495982,64.4849309487354,179.9697365314549,1.3871133192578007,0.3569776924560516,1.4381101324658079
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_SEA_JAX,Seattle Seahawks,41.66586779534873,25.270273608731365,44.52381540586002,31.096475579633317,291.53142631710017,102.8639283907152,282.9008918374889,2.2011165037882905,0.8141115835929293,2.663451477186744
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_SF_TB,San Francisco 49ers,40.25115500828191,27.909198275402616,41.728994487623446,28.45839537921197,218.69300605898775,87.93634794065184,210.50823814623695,1.396286336108812,0.728063589542452,1.665570129501226
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_SF_TB,Tampa Bay Buccaneers,44.24836401835036,21.835042181204884,44.82664367429094,28.515169241208206,309.42794416992723,89.16226981071631,280.73662159396486,2.377126544433883,0.7360140765192775,2.546210859309933
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_TEN_LV,Las Vegas Raiders,41.5063965616506,25.142622621101374,40.48303362974623,26.677667018957926,234.78150567214013,75.6161136745601,233.37562839266621,2.183025673791186,0.865162248599272,2.726267085702357
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,6,2025_06_TEN_LV,Tennessee Titans,48.34475305356328,21.865928933184556,47.025344168143114,28.4327578896269,265.0028206957317,67.00756776160162,211.7196945238557,1.7425271513902172,0.4153698442267378,1.7121342359589926
v2_cold_minus15,Temp -15F,2025,6,2025_06_ARI_IND,Arizona Cardinals,35.82133906579969,29.87463393107211,39.631262016523465,25.772415304234613,245.24886199081033,123.83653410244374,241.41053548518806,1.5520924988503857,0.7709740517165314,2.0187346880472337
v2_cold_minus15,Temp -15F,2025,6,2025_06_ARI_IND,Indianapolis Colts,37.794488495695624,27.464934634059045,35.43862533426974,22.461242363851078,252.96589500463742,111.95858989439694,258.10993832410963,1.7716297503156866,0.880753075871227,2.2575624818308464
v2_cold_minus15,Temp -15F,2025,6,2025_06_BUF_ATL,Atlanta Falcons,33.821773782474,38.56145109623337,31.587785749237092,20.699609839496876,241.92629455864562,153.11918393107612,259.8691614050785,2.012856601691278,1.4261948785852774,2.1241200319355196
v2_cold_minus15,Temp -15F,2025,6,2025_06_BUF_ATL,Buffalo Bills,42.16982576919767,26.66858484352224,43.0063686800111,28.06954224837847,241.2994412333328,87.46978489245132,209.18005139984606,2.282352687494676,0.8013593880536862,2.586666379160633
v2_cold_minus15,Temp -15F,2025,6,2025_06_CHI_WAS,Chicago Bears,44.42166691361168,24.638819067011106,44.14247349642176,28.128736781885202,274.1914348440648,89.17199643366206,236.92850002150658,1.8502696379423835,0.6366519184317878,2.2282817145112577
v2_cold_minus15,Temp -15F,2025,6,2025_06_CHI_WAS,Washington Commanders,39.98730908546179,30.10416825008609,39.876149014716255,25.98114017152445,276.6695457968949,122.32239625525719,329.2671627450958,2.476795472539907,1.4473455024718795,3.0985424841651508
v2_cold_minus15,Temp -15F,2025,6,2025_06_CIN_GB,Cincinnati Bengals,44.23385423158566,19.565541213793168,42.47393871537009,28.306127213321872,251.0259132723433,58.13231675780581,171.95030394522698,1.7938565424738258,0.23271652442903684,1.696891323961727
v2_cold_minus15,Temp -15F,2025,6,2025_06_CIN_GB,Green Bay Packers,40.78989926429618,28.175913700263585,41.08068271529534,27.383779471679663,281.26412234073933,112.28489222236436,259.2887949084804,2.7936702223363636,1.3264908969366909,3.446866497343067
v2_cold_minus15,Temp -15F,2025,6,2025_06_CLE_PIT,Cleveland Browns,36.251162755162504,35.5399628226904,34.12757985820355,20.78506844900862,198.12534419757642,112.54160927358541,177.08016347856227,1.8857808772309348,1.1033824281670364,1.8657193785369888
v2_cold_minus15,Temp -15F,2025,6,2025_06_CLE_PIT,Pittsburgh Steelers,30.066043627455535,27.87869918365917,24.667279841176317,16.385198378983706,197.44491821742253,114.05943239407665,173.52122526096255,2.2166266859232793,1.72184394352969,2.7213050831647396
v2_cold_minus15,Temp -15F,2025,6,2025_06_DAL_CAR,Carolina Panthers,39.56608922905292,31.507266557048013,39.0706283621417,25.01571805588472,266.8374848828434,131.13677991391734,262.2735598278347,1.4489044933065989,0.6836380355742403,1.673382654241424
v2_cold_minus15,Temp -15F,2025,6,2025_06_DAL_CAR,Dallas Cowboys,42.107427678342994,30.48915749953598,39.93466026828038,25.872026753152937,291.3773693529171,127.2509050804752,239.48962895984923,2.344993257503474,1.0815270627278954,2.587578766900385
v2_cold_minus15,Temp -15F,2025,6,2025_06_DEN_NYJ,Denver Broncos,41.997369634702004,27.115628083652116,42.38558897951201,28.260377433732877,230.25501218611754,79.43599081895853,189.09543746891,1.9536767515156763,0.82312269226295,2.171853850669711
v2_cold_minus15,Temp -15F,2025,6,2025_06_DEN_NYJ,New York Jets,41.683741212076534,21.19512265020841,45.39288767586301,28.515290009956313,265.527718624664,76.92494201332178,259.8657305069322,2.5024089141932455,0.6376794916476997,3.323662804951647
v2_cold_minus15,Temp -15F,2025,6,2025_06_DET_KC,Detroit Lions,35.11585768962008,38.361777413489975,30.941105552458197,21.443045068149694,237.12057077584475,142.97122414779358,169.72840855534153,1.5863724158130867,1.0675587955471713,1.5963496008182005
v2_cold_minus15,Temp -15F,2025,6,2025_06_DET_KC,Kansas City Chiefs,46.56981423968087,21.428863798693733,46.937052757768726,30.94728917291666,318.3501486488444,85.08487171417465,269.5179696557267,2.170237333673355,0.5820181940305815,2.4168552124998723
