scenario_id,scenario_label,season,week,date,game_id,team,player,position,player_id,is_active,pass_attempts,pass_yards,pass_tds,interceptions,rush_attempts,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,any_td_prob,team_plays,team_pass_attempts,team_rush_attempts,team_pass_yards,team_rush_yards,team_exp_pass_tds,team_exp_rush_tds,team_exp_int,is_active_pid,is_active_nm,points_scale,vol_scale,yds_scale,td_scale
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Jacoby Brissett,QB,00-0033119,1.0,35.54,242.8,1.53,0.84,3.8,14.2,0.1,0.0,0.0,0.0,0.0,0.09516258196404048,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Bam Knight,RB,00-0037157,1.0,0.0,0.0,0.0,0.0,9.23,38.3,0.18,2.81,1.95,13.4,0.15,0.28107626656807383,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Emari Demercado,RB,00-0038705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Michael Carter,RB,00-0036924,1.0,0.0,0.0,0.0,0.0,16.61,70.1,0.48,4.52,3.25,21.9,0.25,0.5180910099097975,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Elijah Higgins,TE,00-0039041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2.87,23.1,0.18,0.164729788588728,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Oscar Cardenas,TE,00-0040381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,0.0,0.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Travis Vokolek,TE,00-0038456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Trey McBride,TE,00-0037744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,5.47,40.6,0.35,0.29531191028128656,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Bryson Green,WR,00-0040383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,0.0,0.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Greg Dortch,WR,00-0035500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Marvin Harrison Jr.,WR,00-0039849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,4.9,60.0,0.46,0.36871635449307405,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Michael Wilson,WR,00-0038559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97,4.12,51.8,0.36,0.302323673928969,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Simi Fehoko,WR,00-0036646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Arizona Cardinals,Zay Jones,WR,00-0033891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,3.01,28.2,0.24,0.21337213893344653,72.0,39.33,29.65,298.5,146.6,2.06748746735476,0.7405045311254583,0.983172922221782,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Indianapolis Colts,Daniel Jones,QB,00-0035710,1.0,37.54,250.8,1.75,0.75,8.6,30.3,0.24,0.0,0.0,0.0,0.0,0.21337213893344653,64.33,35.32,27.29,268.1,134.9,2.3063638660799053,0.7947569570286239,0.8829142840041565,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Indianapolis Colts,Ameer Abdullah,RB,00-0032104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.33,35.32,27.29,268.1,134.9,2.3063638660799053,0.7947569570286239,0.8829142840041565,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Indianapolis Colts,DJ Giddens,RB,00-0040179,1.0,0.0,0.0,0.0,0.0,6.67,31.7,0.16,2.62,1.73,17.2,0.17,0.28107626656807383,64.33,35.32,27.29,268.1,134.9,2.3063638660799053,0.7947569570286239,0.8829142840041565,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Indianapolis Colts,Jonathan Taylor,RB,00-0036223,1.0,0.0,0.0,0.0,0.0,12.01,49.0,0.47,4.21,2.66,19.3,0.27,0.5228860844789656,64.33,35.32,27.29,268.1,134.9,2.3063638660799053,0.7947569570286239,0.8829142840041565,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Indianapolis Colts,Andrew Ogletree,TE,00-0037292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.33,35.32,27.29,268.1,134.9,2.3063638660799053,0.7947569570286239,0.8829142840041565,1.0,1.0,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,6,0.0,2025_06_ARI_IND,Indianapolis Colts,Mo Alie-Cox,TE,00-0033217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,2.22,22.1,0.22,0.1974812020375215,64.33,35.32,27.29,268.1,134.9,2.3063638660799053,0.7947569570286239,0.8829142840041565,1.0,1.0,1.0,1.0,1.0,1.0
