objective,blend_margin,blend_total,acc_home_win,acc_spread_cover,acc_over_under,mae_margin,mae_total
max_acc_home_win,0.0,0.0,0.6375,0.6458333333333334,0.6458333333333334,10.557651552332905,10.840659040986855
max_acc_spread_cover,0.0,0.0,0.6375,0.6458333333333334,0.6458333333333334,10.557651552332905,10.840659040986855
max_acc_over_under,0.0,0.0,0.6375,0.6458333333333334,0.6458333333333334,10.557651552332905,10.840659040986855
min_mae_margin,0.35,0.0,0.5541666666666667,0.6458333333333334,0.6458333333333334,10.541736178919876,10.840659040986855
min_mae_total,0.0,0.15,0.6375,0.6458333333333334,0.6458333333333334,10.5576515523329,10.67697286190788
