week,n_games,acc_home_win,acc_spread_cover,acc_over_under,mae_margin,mae_total,home_pred_rate,acc_pred_home,acc_pred_away,acc_actual_home,acc_actual_away
1,16,0.8125,1.0,1.0,8.805923855750258,,0.875,0.7857142857142857,1.0,1.0,0.4
2,16,0.5,1.0,1.0,11.455600322733794,,0.625,0.4,0.6666666666666666,0.6666666666666666,0.4
3,16,0.5,1.0,1.0,12.885399049795822,,0.6875,0.45454545454545453,0.6,0.7142857142857143,0.3333333333333333
4,16,0.5,1.0,1.0,10.701878633623817,,0.6875,0.5454545454545454,0.4,0.6666666666666666,0.2857142857142857
5,14,0.5714285714285714,1.0,1.0,9.250820184315932,,0.5714285714285714,0.625,0.5,0.625,0.5
6,14,0.7857142857142857,1.0,1.0,12.967155925698162,,0.5,0.5714285714285714,1.0,1.0,0.7
7,15,0.7333333333333333,1.0,1.0,11.41937660506962,,0.6666666666666666,0.7,0.8,0.875,0.5714285714285714
8,16,0.6875,1.0,1.0,9.472846881509337,,0.6875,0.7272727272727273,0.6,0.8,0.5
9,15,0.5333333333333333,1.0,1.0,9.940775564005662,,0.6666666666666666,0.7,0.2,0.6363636363636364,0.25
10,14,0.6428571428571429,1.0,1.0,10.235579985283925,,0.5,0.5714285714285714,0.7142857142857143,0.6666666666666666,0.625
11,14,0.7857142857142857,1.0,1.0,11.056575251915586,,0.6428571428571429,0.7777777777777778,0.8,0.875,0.6666666666666666
12,13,0.6923076923076923,1.0,1.0,10.754928334796038,,0.3076923076923077,0.5,0.7777777777777778,0.5,0.7777777777777778
13,16,0.9375,1.0,1.0,6.630285582943568,,0.5625,0.8888888888888888,1.0,1.0,0.875
14,13,0.8461538461538461,1.0,1.0,5.157496539242256,,0.6923076923076923,0.8888888888888888,0.75,0.8888888888888888,0.75
15,16,0.5625,1.0,1.0,10.440607927351925,,0.625,0.4,0.8333333333333334,0.8,0.45454545454545453
16,16,0.6875,1.0,1.0,8.78729800655031,,0.5,1.0,0.375,0.6153846153846154,1.0
17,16,0.875,1.0,1.0,13.207331539977485,,0.5625,0.8888888888888888,0.8571428571428571,0.8888888888888888,0.8571428571428571
