scenario_id,delta_pred_margin,delta_pred_total,delta_spread_ref,delta_total_ref,delta_home_points_mean,delta_away_points_mean,delta_total_points_mean,delta_prob_home_win_mc,delta_prob_home_cover_mc,delta_prob_over_total_mc,n_games_applies,n_games,scenario_label
v2_baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16,Baseline
v2_blend_10_20,-5.551115123125783e-17,0.14197855746493682,0.0,0.0,0.12608371486375103,0.09904247871520111,0.22512619357895103,-0.004531249999999991,0.0028437500000000025,0.00871874999999999,16,16,Market blend m=0.10 t=0.20
v2_cold_minus15,0.0,0.0,0.0,0.0,-0.005662316232664888,-0.05234405344381443,-0.058006369676479874,0.0003125000000000046,0.0025312500000000057,-0.0012500000000000011,16,16,Temp -15F
v2_elo_minus100,-0.07999999999999993,0.0,0.0,0.0,-0.039215134682634156,0.019548085032105256,-0.019667049650530455,-0.0025312499999999927,-0.002093749999999981,-0.0005000000000000039,16,16,Home Elo -100 (diff)
v2_elo_plus100,0.08000000000000018,0.0,0.0,0.0,0.04825939999192119,-0.08477657952776596,-0.03651717953584477,0.001593750000000004,0.00796875000000001,-0.0014687500000000048,16,16,Home Elo +100 (diff)
v2_inj_away_plus1,0.0,-0.39999999999999947,0.0,0.0,-0.16476781945754082,-0.21445014541598928,-0.3792179648735301,-0.0027187499999999903,0.0032812500000000133,-0.009999999999999998,16,16,Away starters out +1
v2_inj_away_plus2,0.0,-0.8000000000000016,0.0,0.0,-0.4041759720615097,-0.5007054348216162,-0.9048814068831259,0.0011562499999999993,0.004437500000000004,-0.026218750000000002,16,16,Away starters out +2
v2_inj_home_plus1,0.0,-0.39999999999999947,0.0,0.0,-0.10104198157274147,-0.280416002158248,-0.3814579837309897,0.003843750000000006,0.008750000000000008,-0.011687499999999997,16,16,Home starters out +1
v2_inj_home_plus2,0.0,-0.8000000000000016,0.0,0.0,-0.3759995451452225,-0.4950116683108956,-0.8710112134561183,-0.0007187499999999911,0.006375000000000013,-0.026218749999999996,16,16,Home starters out +2
v2_neutral_site,0.0,0.0,0.0,0.0,-0.024083317009640615,-0.04249193670433482,-0.06657525371397721,-0.002687499999999998,0.00353125000000001,-0.0019062500000000017,16,16,Neutral site
v2_precip_plus25,0.0,0.0,0.0,0.0,-0.006915621077736134,-0.07897568884124517,-0.08589130991898086,-0.001874999999999999,0.006375000000000009,-0.0004687500000000004,16,16,Precip +25%
v2_precip_plus50,0.0,0.0,0.0,0.0,-0.0634250042844664,-0.045374752048957134,-0.10879975633342287,-0.004187499999999999,-0.00012499999999998276,-0.003312499999999996,16,16,Precip +50%
v2_pressure_plus005,0.0,-0.8000000000000003,0.0,0.0,-0.4224068457904385,-0.45618983572647853,-0.8785966815169175,-0.0011875000000000002,0.0013750000000000047,-0.027406250000000004,16,16,Home/away pressure +0.05
v2_rest_minus7,-0.15000000000000005,0.0,0.0,0.0,-0.04914582260121769,-0.058591678581823015,-0.1077375011830406,-0.0023437499999999986,-0.0008437499999999903,-0.002218750000000002,16,16,Home rest -7 days (diff)
v2_rest_plus7,0.1500000000000002,0.0,0.0,0.0,0.10827919876751135,-0.12051570937585132,-0.012236510608339746,0.0032500000000000176,0.013187500000000015,-0.0009687500000000043,16,16,Home rest +7 days (diff)
v2_sigma_high,0.0,0.0,0.0,0.0,-0.004222217715084353,-0.05950349150726164,-0.06372570922234733,-0.01575,0.006250000000000009,-0.0001562500000000036,16,16,High volatility
v2_sigma_low,0.0,0.0,0.0,0.0,-0.011237271457853915,-0.01332838439066375,-0.02456565584851944,-0.0013750000000000038,-0.0012187499999999941,-0.024718749999999998,16,16,Low volatility
v2_spread_home_minus3,3.0000000000000004,0.0,-3.0,0.0,1.5231761476206385,-1.500461041426494,0.02271510619414352,0.09215625,0.000656250000000004,0.0006562499999999936,16,16,Spread home -3.0
v2_spread_home_plus3,-3.0,0.0,3.0,0.0,-1.5628442352673675,1.4180176369878397,-0.1448265982795287,-0.1015625,0.000656250000000004,-0.006031249999999998,16,16,Spread home +3.0
v2_total_minus3,0.0,-2.6230063321925385,0.0,-3.0,-1.409363704943482,-1.3686850436100841,-2.7780487485535654,-0.006312499999999987,-0.002406249999999995,0.009249999999999987,16,16,Total -3.0
v2_total_plus3,0.0,2.6230063321925403,0.0,3.0,1.3010095297701096,1.3092564821131727,2.6102660118832843,-0.0033749999999999865,-0.0011874999999999872,-0.0115625,16,16,Total +3.0
v2_wind_plus10,0.0,-0.5,0.0,0.0,-0.3232266611125205,-0.3461202044346008,-0.6693468655471224,-0.0013124999999999986,0.004812499999999997,-0.021343749999999998,16,16,Wind +10mph (open)
v2_wind_plus20,0.0,-1.0,0.0,0.0,-0.4725340100890786,-0.5660221939616752,-1.0385562040507517,0.0005000000000000074,0.009187499999999998,-0.02784375,16,16,Wind +20mph (open)
