scenario_id,position,scenario_label,n_rows,mae_pass_attempts,mae_pass_yards,mae_pass_tds,mae_interceptions,mae_rush_attempts,mae_rush_yards,mae_rush_tds,mae_targets,mae_receptions,mae_rec_yards,mae_rec_tds,brier_any_td,any_td_rate,mae_mean
v2_baseline,QB,Baseline,32,6.611666666666667,62.276666666666664,0.8773333333333333,0.6389999999999999,3.7923333333333327,12.746666666666666,0.16933333333333334,0.0,0.0,0.0,0.0,0.05689088545787989,0.0625,7.919363636363636
v2_blend_10_20,QB,Market blend m=0.10 t=0.20,32,6.604335071345937,62.603776838671486,0.8812300007613008,0.6409574121260543,3.803339799830808,12.818214790109703,0.169769569460926,0.0,0.0,0.0,0.0,0.05689209102983263,0.0625,7.956511225664202
v2_cold_minus15,QB,Temp -15F,32,6.601691905714668,62.45813794756637,0.8790527452705255,0.6394654500143736,3.7906274047056354,12.742090877151155,0.16865923024953547,0.0,0.0,0.0,0.0,0.056556043505259335,0.0625,7.9345205055156605
v2_elo_minus100,QB,Home Elo -100 (diff),32,6.58151796377495,62.59433042361132,0.8777821414580473,0.6409777378219462,3.790801289835216,12.751093134625489,0.1688178683550144,0.0,0.0,0.0,0.0,0.05657334345948749,0.0625,7.94593823268018
v2_elo_plus100,QB,Home Elo +100 (diff),32,6.612626788886902,62.61410306197225,0.8792513471371861,0.6392600500531038,3.789655902199317,12.741787401939336,0.16911023227806446,0.0,0.0,0.0,0.0,0.05681610625922422,0.0625,7.949617707678741
v2_inj_away_plus1,QB,Away starters out +1,32,6.6090282358015795,62.13681649039022,0.8709985100447085,0.636016144927289,3.771510628009031,12.680776415952538,0.16846760659749443,0.0,0.0,0.0,0.0,0.056817154377337656,0.0625,7.897601275611167
v2_inj_away_plus2,QB,Away starters out +2,32,6.548997354525936,61.447115201049854,0.8681780091740431,0.6311727653046103,3.744469935129849,12.55992873978201,0.1672120451718625,0.0,0.0,0.0,0.0,0.05658768361419908,0.0625,7.815188550012561
v2_inj_home_plus1,QB,Home starters out +1,32,6.5441999593025635,62.03510415093806,0.8740629220597229,0.6364406185482108,3.772649335269072,12.67651490781939,0.1684727531242361,0.0,0.0,0.0,0.0,0.05679350896410778,0.0625,7.882494967914659
v2_inj_home_plus2,QB,Home starters out +2,32,6.530635801920804,61.52454680649001,0.8686583415005354,0.631760289065904,3.746092593612699,12.575670844188705,0.1674705555645838,0.0,0.0,0.0,0.0,0.056721731758709044,0.0625,7.822257748394841
v2_neutral_site,QB,Neutral site,32,6.5853872674922425,62.46528342697561,0.8764070450682488,0.64036328029644,3.7867032166062886,12.74705951922531,0.1689673041864905,0.0,0.0,0.0,0.0,0.05677996671581491,0.0625,7.933651914531875
v2_precip_plus25,QB,Precip +25%,32,6.597670197573109,62.119640262203305,0.877689112605914,0.6385289202776749,3.7875216964196783,12.735861329732472,0.16884171983291538,0.0,0.0,0.0,0.0,0.05667068970112473,0.0625,7.9023412035131875
v2_precip_plus50,QB,Precip +50%,32,6.626058779807192,62.19482474752582,0.8770890747021958,0.6387757938227693,3.7821811884437317,12.72089502647482,0.16868927868253253,0.0,0.0,0.0,0.0,0.05670691459752333,0.0625,7.909864899041733
v2_pressure_plus005,QB,Home/away pressure +0.05,32,6.550504507956876,61.24568938122176,0.8653276993804534,0.6311374294037212,3.7407807240017177,12.560419990151233,0.16726087134152337,0.0,0.0,0.0,0.0,0.056598601265300225,0.0625,7.796465509405209
v2_rest_minus7,QB,Home rest -7 days (diff),32,6.636443386993646,62.63119780888244,0.8753473509226546,0.6388130352673065,3.785670586525737,12.724233925367278,0.1688861345854947,0.0,0.0,0.0,0.0,0.05676501295284826,0.0625,7.950962929867686
v2_rest_plus7,QB,Home rest +7 days (diff),32,6.6360190177504315,62.59669109475983,0.8798510534562934,0.6389945246267168,3.789095162009739,12.750533800235313,0.16927463960500486,0.0,0.0,0.0,0.0,0.05691811769329515,0.0625,7.950950844767576
v2_sigma_high,QB,High volatility,32,6.5804590567638686,62.49239840379484,0.883799837239758,0.6382647455501771,3.784043212604572,12.7356770929616,0.1686861387627318,0.0,0.0,0.0,0.0,0.056712807909871016,0.0625,7.934848044334323
v2_sigma_low,QB,Low volatility,32,6.60148511813839,62.451919676179145,0.880317843991108,0.6392039394562806,3.7905822658987964,12.758995121736291,0.16899942654391525,0.0,0.0,0.0,0.0,0.05673812638569045,0.0625,7.935591217449447
v2_spread_home_minus3,QB,Spread home -3.0,32,7.230104520177337,65.99695605710124,0.9260156006713506,0.6374805129349935,3.7728066092764854,12.614897470548646,0.17077009252714193,0.0,0.0,0.0,0.0,0.05860967412074929,0.0625,8.30445735120338
v2_spread_home_plus3,QB,Spread home +3.0,32,6.333687285569071,59.61703048002785,0.8435463586270152,0.642310408418196,3.792928570064974,12.844136650589865,0.16719806041941893,0.0,0.0,0.0,0.0,0.05521296892657653,0.0625,7.658257983065126
v2_total_minus3,QB,Total -3.0,32,6.341689797574029,58.27808109742907,0.8461242026976592,0.6133082217149085,3.64678277835466,12.192980529686826,0.16309633641389093,0.0,0.0,0.0,0.0,0.05596514561755127,0.0625,7.462005723988275
v2_total_plus3,QB,Total +3.0,32,7.0946020436730475,66.72047637585423,0.9127102763472692,0.6662318870583163,3.9286477398243695,13.284345578090221,0.17489824298767725,0.0,0.0,0.0,0.0,0.057621976054131,0.0625,8.434719285803196
v2_wind_plus10,QB,Wind +10mph (open),32,6.591672545657782,61.884924796700744,0.8717754483067786,0.633594099511692,3.7542459906196677,12.619232982469525,0.16767697661393494,0.0,0.0,0.0,0.0,0.05655557386492248,0.0625,7.865738439989102
v2_wind_plus20,QB,Wind +20mph (open),32,6.49482832135125,61.04122784042421,0.8653736795015228,0.630156753002409,3.734557627532425,12.540798134558294,0.16701244550839311,0.0,0.0,0.0,0.0,0.05664787810617061,0.0625,7.7703595274435004
v2_baseline,RB,Baseline,101,0.02666666666666667,0.0,0.0,0.0,4.6896,23.464,0.3712,2.1866666666666665,1.6397333333333335,12.396,0.19786666666666666,0.15982816934241684,0.24752475247524752,4.0883393939393935
v2_blend_10_20,RB,Market blend m=0.10 t=0.20,101,0.02666666666666667,0.0,0.0,0.0,4.6879814266042334,23.422343924005137,0.37194589536279404,2.19349241122148,1.6439629945083905,12.421067243111258,0.19849915839933271,0.15987721213933856,0.24752475247524752,4.087814519989027
v2_cold_minus15,RB,Temp -15F,101,0.02666666666666667,0.0,0.0,0.0,4.6997504175529405,23.52879075618131,0.37078886915420917,2.184091983529821,1.6379776049857013,12.388972052881401,0.19745566571014458,0.15991343851036321,0.24752475247524752,4.094044910605654
v2_elo_minus100,RB,Home Elo -100 (diff),101,0.02666666666666667,0.0,0.0,0.0,4.681347370666122,23.492462724112666,0.37098521661170386,2.1856965032891007,1.636968025219972,12.401116028518164,0.19778215443471842,0.15998938036633967,0.24752475247524752,4.090274971774465
v2_elo_plus100,RB,Home Elo +100 (diff),101,0.02666666666666667,0.0,0.0,0.0,4.689701879766391,23.422834798691248,0.3713796623423934,2.1879564877948616,1.6411632126064943,12.401665333770515,0.1976325010081712,0.15995849750604138,0.24752475247524752,4.085363685695158
v2_inj_away_plus1,RB,Away starters out +1,101,0.02666666666666667,0.0,0.0,0.0,4.697173213355781,23.511754580480773,0.3708806824145975,2.176782777676592,1.635106720740804,12.35967989117436,0.19644779476707755,0.15975070996819338,0.24752475247524752,4.0885902115706045
v2_inj_away_plus2,RB,Away starters out +2,101,0.02666666666666667,0.0,0.0,0.0,4.714102712504122,23.615587540956373,0.370050764412852,2.1598867280421934,1.6245623808838445,12.289218605315114,0.1945263018148508,0.15965313623845037,0.24752475247524752,4.0904183364178195
v2_inj_home_plus1,RB,Home starters out +1,101,0.02666666666666667,0.0,0.0,0.0,4.700586390169195,23.546895493265048,0.37032837153541304,2.1735542356207875,1.6320965226520432,12.341531025962864,0.19649819559835072,0.15966892239378488,0.24752475247524752,4.089832445588216
v2_inj_home_plus2,RB,Home starters out +2,101,0.02666666666666667,0.0,0.0,0.0,4.701913916625261,23.56245236487347,0.3696748046120096,2.1626360510963,1.6263603214513456,12.301351317890022,0.1946163440809697,0.1594694412848021,0.24752475247524752,4.085970162481458
v2_neutral_site,RB,Neutral site,101,0.02666666666666667,0.0,0.0,0.0,4.70076235850502,23.516067668268313,0.37115713932498307,2.1814183007007073,1.6349074187489578,12.377650798034688,0.19758075720944301,0.16011880404963502,0.24752475247524752,4.0914737370417065
v2_precip_plus25,RB,Precip +25%,101,0.02666666666666667,0.0,0.0,0.0,4.698190826372065,23.49772334145227,0.3714846450599078,2.1843056911626255,1.6376707676992626,12.379341902193891,0.19730494401292578,0.15998531191485355,0.24752475247524752,4.09024443496542
v2_precip_plus50,RB,Precip +50%,101,0.02666666666666667,0.0,0.0,0.0,4.703116946038881,23.517801534650793,0.3706103085668372,2.185006700443364,1.6385219443299726,12.400596507755695,0.19725265564512673,0.15950805790750325,0.24752475247524752,4.094506660372485
