stat,n_players,coverage_min_max,baseline_scenario_id,baseline_mae
interceptions,29,0.8620689655172413,v2_baseline,0.09103448275862068
pass_attempts,29,0.896551724137931,v2_baseline,0.8082758620689654
pass_tds,29,0.8620689655172413,v2_baseline,0.15931034482758621
pass_yards,29,0.8620689655172413,v2_baseline,17.048275862068966
rec_tds,29,0.20689655172413793,v2_baseline,0.3165517241379311
rec_yards,29,0.1724137931034483,v2_baseline,21.513793103448275
receptions,29,0.2413793103448276,v2_baseline,1.3579310344827586
rush_attempts,29,0.5172413793103449,v2_baseline,2.2151724137931033
rush_tds,29,0.6206896551724138,v2_baseline,0.13620689655172413
rush_yards,29,0.5172413793103449,v2_baseline,8.106896551724137
targets,29,0.1724137931034483,v2_baseline,1.9613793103448274
