scenario_id,position,scenario_label,n_rows,mae_pass_attempts,mae_pass_yards,mae_pass_tds,mae_interceptions,mae_rush_attempts,mae_rush_yards,mae_rush_tds,mae_targets,mae_receptions,mae_rec_yards,mae_rec_tds,brier_any_td,any_td_rate,mae_mean
v2_baseline,QB,Baseline,4,5.859999999999999,123.60000000000001,1.155,0.6599999999999999,3.4349999999999996,13.925,0.3025,0.0,0.0,0.0,0.0,0.17612780745540924,0.25,13.53977272727273
v2_blend_10_20,QB,Market blend m=0.10 t=0.20,4,5.992838614117071,121.92116617080737,1.1363598568753095,0.6638676826558624,3.402804118930516,13.786368302999367,0.3015137979383104,0.0,0.0,0.0,0.0,0.17620931297092443,0.25,13.382265322211254
v2_cold_minus15,QB,Temp -15F,4,5.976964375281345,122.88486406584425,1.1472804823770104,0.6638159052478978,3.430711167865222,13.902863224058947,0.3016069997111929,0.0,0.0,0.0,0.0,0.1755163204777031,0.25,13.482555110944167
v2_elo_minus100,QB,Home Elo -100 (diff),4,6.149930260661818,122.57628003109392,1.144575622704209,0.6692545845514685,3.4430212526459574,13.94818342759348,0.3002799728790543,0.0,0.0,0.0,0.0,0.17410399952078637,0.25,13.475593195648173
v2_elo_plus100,QB,Home Elo +100 (diff),4,5.857875640088561,122.67506924863736,1.1428863953955386,0.6625827020936096,3.436606964630027,13.928386662712745,0.3029592383477865,0.0,0.0,0.0,0.0,0.1764258213902688,0.25,13.455124259264148
v2_inj_away_plus1,QB,Away starters out +1,4,6.052930308455589,123.71875220381165,1.157644551153843,0.661385084946512,3.4244247868438107,13.874203696086713,0.3011326738668292,0.0,0.0,0.0,0.0,0.17537840154771286,0.25,13.56277030046954
v2_inj_away_plus2,QB,Away starters out +2,4,5.939854219104243,122.36843311044932,1.1409542130007413,0.6589007981707935,3.3859317270169207,13.716367106555662,0.3022713159792671,0.0,0.0,0.0,0.0,0.1773520105528536,0.25,13.410246590025178
v2_inj_home_plus1,QB,Home starters out +1,4,6.186306574412084,122.67646048602225,1.143459859820464,0.6642643396985757,3.4161074229105495,13.827705654147762,0.3013545988103234,0.0,0.0,0.0,0.0,0.1758251780041505,0.25,13.474150812347455
v2_inj_home_plus2,QB,Home starters out +2,4,6.200241543882102,122.1849501719729,1.1404888951986887,0.6632025757341027,3.381131674964865,13.687415295870643,0.3003617993898815,0.0,0.0,0.0,0.0,0.17598119967462839,0.25,13.414344723364836
v2_neutral_site,QB,Neutral site,4,5.92463053618274,123.19459883837317,1.1498604704504078,0.661786659823185,3.433688755773251,13.91511287466395,0.3023322640973538,0.0,0.0,0.0,0.0,0.17603744866603463,0.25,13.507455490851278
v2_precip_plus25,QB,Precip +25%,4,6.060625999027022,123.35438023135927,1.1541071787572097,0.6634759064361107,3.4261618006919017,13.88315979001323,0.30071361135958036,0.0,0.0,0.0,0.0,0.1749552041677622,0.25,13.531147683422212
v2_precip_plus50,QB,Precip +50%,4,5.9473412633777825,122.53059282613665,1.1427774235088166,0.663449731902476,3.423268830228996,13.87224494717064,0.30193209563870205,0.0,0.0,0.0,0.0,0.17597712562606968,0.25,13.443782465269463
v2_pressure_plus005,QB,Home/away pressure +0.05,4,6.050484705830363,122.9702872751449,1.1501386284843196,0.6644292811977252,3.421374088089979,13.865383586586692,0.3005079690235174,0.0,0.0,0.0,0.0,0.17489246851046072,0.25,13.492964139487045
v2_rest_minus7,QB,Home rest -7 days (diff),4,5.972458519762016,122.9036150768724,1.1470521467202104,0.6643340617884512,3.4376708566933316,13.931032899667116,0.3017696551560294,0.0,0.0,0.0,0.0,0.17545118770731924,0.25,13.487084837878141
v2_rest_plus7,QB,Home rest +7 days (diff),4,5.884275352667878,122.60480874374804,1.1411972654064515,0.6612660740867532,3.426889689083354,13.884006991842611,0.3033045722844108,0.0,0.0,0.0,0.0,0.17701703556720555,0.25,13.44597715355632
v2_sigma_high,QB,High volatility,4,5.981497727215789,123.44062357366188,1.1531900346282895,0.6637211671255681,3.44693515071147,13.969049897868462,0.3017686186239366,0.0,0.0,0.0,0.0,0.17521323936404873,0.25,13.541526015439585
v2_sigma_low,QB,Low volatility,4,6.120703977969648,122.25051542753025,1.140360629036855,0.66534980553029,3.4102636889183975,13.81109538048684,0.3008565628767872,0.0,0.0,0.0,0.0,0.17551494590994599,0.25,13.427195042940825
