season,week,scenario_id,scenario_label,game_id,home_team,away_team,scenario_applies,delta_pred_margin,delta_pred_total,delta_spread_ref,delta_total_ref,delta_home_points_mean,delta_away_points_mean,delta_total_points_mean,delta_prob_home_win_mc,delta_prob_home_cover_mc,delta_prob_over_total_mc
2025,21,v2_baseline,Baseline,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,21,v2_baseline,Baseline,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,21,v2_blend_10_20,Market blend m=0.10 t=0.20,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,-0.013270831128281202,0.0,0.0,-0.44638679734890374,0.4445904782674397,-0.0017963190814711538,-0.02400000000000002,-0.024499999999999966,-0.010999999999999954
2025,21,v2_blend_10_20,Market blend m=0.10 t=0.20,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,-0.14894265343119173,0.0,0.0,-0.6745349840831523,-0.142625596175872,-0.8171605802590349,-0.01899999999999996,-0.027500000000000024,-0.01100000000000001
2025,21,v2_cold_minus15,Temp -15F,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,0.0,0.0,0.0,-0.062219788332388504,0.1337455596313326,0.07152577129894411,-0.01100000000000001,-0.006999999999999951,-0.007999999999999952
2025,21,v2_cold_minus15,Temp -15F,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,0.0,0.0,0.0,-0.4052733294746993,0.166724004180395,-0.23854932529430783,-0.03199999999999997,-0.015000000000000013,0.010499999999999954
2025,21,v2_elo_minus100,Home Elo -100 (diff),2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,-0.08000000000000007,0.0,0.0,0.0,0.11593305854291813,0.07010197812783048,0.18603503667073795,0.016999999999999904,0.013500000000000068,-0.011999999999999955
2025,21,v2_elo_minus100,Home Elo -100 (diff),2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,-0.08000000000000007,0.0,0.0,0.0,-0.8149219813575748,0.6388322994726927,-0.17608968188489627,-0.02899999999999997,-0.027500000000000024,-0.0025000000000000022
2025,21,v2_elo_plus100,Home Elo +100 (diff),2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.08000000000000007,0.0,0.0,0.0,0.24692352020135644,0.05336115225880533,0.3002846724601582,0.005499999999999949,0.0045000000000000595,-0.0024999999999999467
2025,21,v2_elo_plus100,Home Elo +100 (diff),2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.08000000000000007,0.0,0.0,0.0,-0.22451460158602998,-0.046743802219296526,-0.2712584038053336,-0.02999999999999997,-0.019500000000000017,0.007499999999999951
2025,21,v2_inj_away_plus1,Away starters out +1,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,-0.3999999999999986,0.0,0.0,-0.023868423596386634,-0.3307426385215848,-0.3546110621179679,0.010499999999999954,0.018500000000000072,-0.023499999999999965
2025,21,v2_inj_away_plus1,Away starters out +1,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,-0.4000000000000057,0.0,0.0,-0.35130636702349705,0.18940376019680727,-0.16190260682670043,-0.01649999999999996,-0.014000000000000012,0.008999999999999952
2025,21,v2_inj_away_plus2,Away starters out +2,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,-0.7999999999999972,0.0,0.0,-0.4314707372015185,0.08427521263718774,-0.34719552456433433,-0.015000000000000013,-0.007499999999999951,-0.013999999999999957
2025,21,v2_inj_away_plus2,Away starters out +2,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,-0.8000000000000043,0.0,0.0,-0.4673137229685018,-0.5196521238894469,-0.9869658468579559,-0.007999999999999952,-0.014500000000000013,-0.025500000000000023
2025,21,v2_inj_home_plus1,Home starters out +1,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,-0.3999999999999986,0.0,0.0,0.59328385910894,-0.8931256290932126,-0.29984176998428325,0.028999999999999915,0.029000000000000026,-0.02949999999999997
2025,21,v2_inj_home_plus1,Home starters out +1,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,-0.4000000000000057,0.0,0.0,-0.8686987861468083,0.1217421858313088,-0.7469566003155066,-0.03849999999999998,-0.029000000000000026,-0.008500000000000008
2025,21,v2_inj_home_plus2,Home starters out +2,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,-0.7999999999999972,0.0,0.0,-0.4074128650077995,-0.17568711459211883,-0.5830999795999219,0.0004999999999999449,0.0040000000000000036,-0.026499999999999968
2025,21,v2_inj_home_plus2,Home starters out +2,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,-0.8000000000000043,0.0,0.0,-1.0169832897111917,-0.12751003279946005,-1.1444933225106695,-0.021499999999999964,-0.0030000000000000027,-0.03200000000000003
2025,21,v2_neutral_site,Neutral site,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,0.0,0.0,0.0,0.17666040236019853,-0.13653699826454968,0.040123404095652404,0.014999999999999902,0.018500000000000072,-0.006999999999999951
2025,21,v2_neutral_site,Neutral site,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,0.0,0.0,0.0,-0.22801896016100187,0.047142883761669196,-0.18087607639934333,-0.011999999999999955,-0.010000000000000009,-0.0030000000000000027
2025,21,v2_precip_plus25,Precip +25%,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,0.0,0.0,0.0,-0.23483537685933698,0.03338058200984406,-0.20145479484949647,-0.000500000000000056,-0.003999999999999948,-0.009999999999999953
2025,21,v2_precip_plus25,Precip +25%,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,0.0,0.0,0.0,-0.45365872821802,0.2962830611598477,-0.15737566705818296,-0.010499999999999954,-0.008000000000000007,0.005500000000000005
2025,21,v2_precip_plus50,Precip +50%,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,0.0,0.0,0.0,-0.12061614724608916,0.22846681594916873,0.10785066870307247,-0.006000000000000005,-0.0014999999999999458,-0.01849999999999996
2025,21,v2_precip_plus50,Precip +50%,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,0.0,0.0,0.0,-0.43534111581083934,0.008886701449853263,-0.42645441436099674,-0.019999999999999962,-0.007500000000000062,-0.0025000000000000022
2025,21,v2_pressure_plus005,Home/away pressure +0.05,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,0.0,0.0,0.0,-0.49009024233886933,0.3757347314691799,-0.11435551086969298,-0.01550000000000007,-0.007499999999999951,-0.01749999999999996
2025,21,v2_pressure_plus005,Home/away pressure +0.05,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,0.0,0.0,0.0,-0.5266184137457444,0.2765392366495796,-0.25007917709617544,-0.014999999999999958,-0.015500000000000014,0.005500000000000005
2025,21,v2_rest_minus7,Home rest -7 days (diff),2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,-0.1499999999999999,0.0,0.0,0.0,0.10491156496270548,0.050994863039246496,0.15590642800194843,-0.000500000000000056,0.006000000000000005,-0.015499999999999958
2025,21,v2_rest_minus7,Home rest -7 days (diff),2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,-0.15000000000000036,0.0,0.0,0.0,-0.39141220890772743,0.2230234403369309,-0.1683887685708072,-0.022999999999999965,-0.02100000000000002,0.007499999999999951
2025,21,v2_rest_plus7,Home rest +7 days (diff),2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.1499999999999999,0.0,0.0,0.0,0.45702409100927,-0.3139913444989766,0.1430327465102863,0.02749999999999997,0.028000000000000025,-0.009499999999999953
2025,21,v2_rest_plus7,Home rest +7 days (diff),2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.14999999999999947,0.0,0.0,0.0,-0.2969258310987719,-0.2178355990923606,-0.5147614301911432,-0.0034999999999999476,-0.01200000000000001,-0.01200000000000001
2025,21,v2_sigma_high,High volatility,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,0.0,0.0,0.0,0.2918267293584229,-0.1963584498902975,0.09546827946812186,0.025499999999999967,0.022500000000000075,-0.009999999999999953
2025,21,v2_sigma_high,High volatility,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,0.0,0.0,0.0,-0.2766501575594873,0.3346573508945312,0.05800719333502968,-0.04849999999999999,-0.028000000000000025,0.01749999999999996
2025,21,v2_sigma_low,Low volatility,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,0.0,0.0,0.0,-0.11460885705918855,-0.025842876378145974,-0.14045173343733097,0.05799999999999994,0.01100000000000001,-0.015499999999999958
2025,21,v2_sigma_low,Low volatility,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,0.0,0.0,0.0,-0.8430745021420236,0.11505551017971882,-0.7280189919623155,-0.15449999999999997,-0.039500000000000035,-0.05500000000000005
2025,21,v2_spread_home_minus3,Spread home -3.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,3.0000000000000004,0.0,-3.0,0.0,1.7077660625994682,-1.5916811114685885,0.11608495113087258,0.057499999999999996,0.009000000000000008,-0.006999999999999951
2025,21,v2_spread_home_minus3,Spread home -3.0,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,3.0,0.0,-3.0,0.0,0.8948847586712461,-1.0604485613735584,-0.16556380270232296,0.02400000000000002,-0.028000000000000025,0.006999999999999951
2025,21,v2_spread_home_plus3,Spread home +3.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,-3.0,0.0,3.0,0.0,-1.7581369571164203,1.8745379161222466,0.11640095900582281,-0.07100000000000006,-0.008999999999999952,0.0030000000000000027
2025,21,v2_spread_home_plus3,Spread home +3.0,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,-2.999999999999999,0.0,3.0,0.0,-2.020207783378213,2.0336239796465314,0.013416196268302372,-0.08749999999999997,-0.03300000000000003,0.007999999999999952
2025,21,v2_total_minus3,Total -3.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,-2.660820444242738,0.0,-3.0,-1.3494515551126192,-1.248483195836318,-2.5979347509489443,0.008999999999999897,0.0035000000000000586,0.007500000000000062
2025,21,v2_total_minus3,Total -3.0,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,-2.660820444242745,0.0,-3.0,-1.5054674981115461,-1.338949976866779,-2.8444174749783357,-0.007499999999999951,-0.011500000000000066,0.01749999999999996
2025,21,v2_total_plus3,Total +3.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,2.660820444242745,0.0,3.0,1.097046750301974,1.273304886349571,2.3703516366515416,-0.007000000000000006,-0.0030000000000000027,-0.023499999999999965
2025,21,v2_total_plus3,Total +3.0,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,2.660820444242745,0.0,3.0,0.4417045665650292,1.1150054215510323,1.5567099881160615,-0.022999999999999965,-0.02350000000000002,-0.02300000000000002
2025,21,v2_wind_plus10,Wind +10mph (open),2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,-0.5,0.0,0.0,-0.23375319639812275,-0.6547541811862203,-0.8885073775843395,0.0129999999999999,0.01100000000000001,-0.03249999999999997
2025,21,v2_wind_plus10,Wind +10mph (open),2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,-0.5,0.0,0.0,-0.42948201564776767,0.05906722486444593,-0.37041479078333595,-0.02699999999999997,-0.02300000000000002,-0.010000000000000009
2025,21,v2_wind_plus20,Wind +20mph (open),2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,1,0.0,-1.0,0.0,0.0,0.10028547236955632,-0.8347359532362262,-0.7344504808666699,0.03049999999999997,0.029000000000000026,-0.02949999999999997
2025,21,v2_wind_plus20,Wind +20mph (open),2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,1,0.0,-1.0,0.0,0.0,-0.6902338296118629,-0.3228689259877129,-1.0131027555995828,-0.012499999999999956,-0.019500000000000017,-0.018500000000000016
