scenario_id,scenario_label,season,week,game_id,home_team,away_team,spread_home,close_spread_home,total,close_total,wind_open,wx_wind_mph,wx_precip_pct,wx_temp_f,roof_closed_flag,roof_open_flag,neutral_site_flag,rest_days_diff,elo_diff,net_margin_diff,home_inj_starters_out,away_inj_starters_out,home_def_ppg,away_def_ppg,home_def_sack_rate_ema,away_def_sack_rate_ema,home_def_sack_rate,away_def_sack_rate,scenario_applies,scenario_wind_open_add_mph,scenario_wx_precip_add_pct,scenario_wx_temp_add_f,scenario_home_inj_starters_add,scenario_away_inj_starters_add,scenario_neutral_site_flag,scenario_rest_days_diff_add,scenario_elo_diff_add,scenario_net_margin_diff_add,scenario_home_def_sack_rate_add,scenario_away_def_sack_rate_add,scenario_spread_home_add,scenario_total_add,scenario_pred_margin_add,scenario_pred_total_add,scenario_ats_sigma_override,scenario_total_sigma_override,scenario_apply_when_mode,scenario_apply_when
v2_baseline,Baseline,2025,21,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,-2.5,-2.5,47.5,47.5,,,,,0,1,0,7.0,29.14426544278649,5.010593932447581,0.0,0.0,8.597118610866175,28.173515540378418,,,,,1,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_baseline,Baseline,2025,21,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,5.5,5.5,41.5,41.5,,,,,0,1,0,7.0,110.59645262928507,-7.454400436383255,2.0,0.0,9.669046971944141,6.788397812024607,,,,,1,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,-2.5,-2.5,47.5,47.5,,,,,0,1,0,7.0,29.14426544278649,5.010593932447581,0.0,0.0,8.597118610866175,28.173515540378418,,,,,1,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,5.5,5.5,41.5,41.5,,,,,0,1,0,7.0,110.59645262928507,-7.454400436383255,2.0,0.0,9.669046971944141,6.788397812024607,,,,,1,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_cold_minus15,Temp -15F,2025,21,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,-2.5,-2.5,47.5,47.5,,,,,0,1,0,7.0,29.14426544278649,5.010593932447581,0.0,0.0,8.597118610866175,28.173515540378418,,,,,1,0.0,0.0,-15.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_cold_minus15,Temp -15F,2025,21,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,5.5,5.5,41.5,41.5,,,,,0,1,0,7.0,110.59645262928507,-7.454400436383255,2.0,0.0,9.669046971944141,6.788397812024607,,,,,1,0.0,0.0,-15.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_minus100,Home Elo -100 (diff),2025,21,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,-2.5,-2.5,47.5,47.5,,,,,0,1,0,7.0,-70.85573455721351,5.010593932447581,0.0,0.0,8.597118610866175,28.173515540378418,,,,,1,0.0,0.0,0.0,0,0,,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_minus100,Home Elo -100 (diff),2025,21,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,5.5,5.5,41.5,41.5,,,,,0,1,0,7.0,10.596452629285068,-7.454400436383255,2.0,0.0,9.669046971944141,6.788397812024607,,,,,1,0.0,0.0,0.0,0,0,,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,21,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,-2.5,-2.5,47.5,47.5,,,,,0,1,0,7.0,129.1442654427865,5.010593932447581,0.0,0.0,8.597118610866175,28.173515540378418,,,,,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,21,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,5.5,5.5,41.5,41.5,,,,,0,1,0,7.0,210.59645262928507,-7.454400436383255,2.0,0.0,9.669046971944141,6.788397812024607,,,,,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,21,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,-2.5,-2.5,47.5,47.5,,,,,0,1,0,7.0,29.14426544278649,5.010593932447581,0.0,1.0,8.597118610866175,28.173515540378418,,,,,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,21,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,5.5,5.5,41.5,41.5,,,,,0,1,0,7.0,110.59645262928507,-7.454400436383255,2.0,1.0,9.669046971944141,6.788397812024607,,,,,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,21,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,-2.5,-2.5,47.5,47.5,,,,,0,1,0,7.0,29.14426544278649,5.010593932447581,0.0,2.0,8.597118610866175,28.173515540378418,,,,,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,21,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,5.5,5.5,41.5,41.5,,,,,0,1,0,7.0,110.59645262928507,-7.454400436383255,2.0,2.0,9.669046971944141,6.788397812024607,,,,,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,21,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,-2.5,-2.5,47.5,47.5,,,,,0,1,0,7.0,29.14426544278649,5.010593932447581,1.0,0.0,8.597118610866175,28.173515540378418,,,,,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,21,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,5.5,5.5,41.5,41.5,,,,,0,1,0,7.0,110.59645262928507,-7.454400436383255,3.0,0.0,9.669046971944141,6.788397812024607,,,,,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus2,Home starters out +2,2025,21,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,-2.5,-2.5,47.5,47.5,,,,,0,1,0,7.0,29.14426544278649,5.010593932447581,2.0,0.0,8.597118610866175,28.173515540378418,,,,,1,0.0,0.0,0.0,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus2,Home starters out +2,2025,21,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,5.5,5.5,41.5,41.5,,,,,0,1,0,7.0,110.59645262928507,-7.454400436383255,4.0,0.0,9.669046971944141,6.788397812024607,,,,,1,0.0,0.0,0.0,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_neutral_site,Neutral site,2025,21,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,-2.5,-2.5,47.5,47.5,,,,,0,1,1,7.0,29.14426544278649,5.010593932447581,0.0,0.0,8.597118610866175,28.173515540378418,,,,,1,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_neutral_site,Neutral site,2025,21,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,5.5,5.5,41.5,41.5,,,,,0,1,1,7.0,110.59645262928507,-7.454400436383255,2.0,0.0,9.669046971944141,6.788397812024607,,,,,1,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_precip_plus25,Precip +25%,2025,21,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,-2.5,-2.5,47.5,47.5,,,25.0,,0,1,0,7.0,29.14426544278649,5.010593932447581,0.0,0.0,8.597118610866175,28.173515540378418,,,,,1,0.0,25.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_precip_plus25,Precip +25%,2025,21,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,New England Patriots,5.5,5.5,41.5,41.5,,,25.0,,0,1,0,7.0,110.59645262928507,-7.454400436383255,2.0,0.0,9.669046971944141,6.788397812024607,,,,,1,0.0,25.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_precip_plus50,Precip +50%,2025,21,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Los Angeles Rams,-2.5,-2.5,47.5,47.5,,,50.0,,0,1,0,7.0,29.14426544278649,5.010593932447581,0.0,0.0,8.597118610866175,28.173515540378418,,,,,1,0.0,50.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
