scenario_id,scenario_label,season,week,date,game_id,team,player,position,player_id,pass_attempts,pass_yards,pass_tds,interceptions,rush_attempts,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,any_td_prob,team_plays,team_pass_attempts,team_rush_attempts,team_pass_yards,team_rush_yards,team_exp_pass_tds,team_exp_rush_tds,team_exp_int,points_scale,vol_scale,yds_scale,td_scale
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,Denver Broncos,Troy Franklin,WR,00-0039868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,3.0,26.1,0.29,0.25173643242143473,72.0,38.41,30.96,253.5,133.1,1.828626268165616,0.7428023032629556,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,Drake Maye,QB,00-0039851,29.81,181.7,1.76,0.82,6.87,22.5,0.22,0.0,0.0,0.0,0.0,0.1974812020375215,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,Rhamondre Stevenson,RB,00-0036875,0.0,0.0,0.0,0.0,15.49,46.0,0.59,4.99,3.11,17.4,0.32,0.597475775966364,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,TreVeyon Henderson,RB,00-0040734,0.0,0.0,0.0,0.0,8.6,26.4,0.21,3.11,2.08,12.3,0.19,0.3296799539643607,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,Austin Hooper,TE,00-0032392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,2.23,14.2,0.22,0.1974812020375215,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,CJ Dippre,TE,00-0040566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,Cole Fotheringham,TE,00-0037506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,Hunter Henry,TE,00-0033090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,4.24,29.3,0.43,0.3494909052766835,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,Brandon Smith,WR,00-0036775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,DeMario Douglas,WR,00-0038621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,Efton Chism III,WR,00-0040563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,Kayshon Boutte,WR,00-0038608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,3.19,26.0,0.37,0.3092656693626453,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,Kyle Williams,WR,00-0040131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,1.98,23.0,0.25,0.22119921692859512,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_baseline,Baseline,2025,21,0.0,2025_21_New_England_Patriots_Denver_Broncos,New England Patriots,Stefon Diggs,WR,00-0031588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.48,4.94,33.3,0.49,0.3873736058155839,72.0,38.41,30.96,253.5,133.1,2.3873731834384424,0.9697696737044144,0.960336,1.0,1.0,1.0,1.0
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Los Angeles Rams,Matthew Stafford,QB,00-0026498,32.22002653329556,205.43623308607565,1.8361055824168346,0.8290060168591892,3.56876980428407,12.573589784142834,0.11220645225880656,0.0,0.0,0.0,0.0,0.10614030090417148,72.79077221202637,38.831855009221286,31.30003205117134,257.0487911516297,134.96329034430735,2.331632568842327,0.9471273997591637,0.960336,1.0200586568982415,1.010982947389255,1.0139991761405511,1.0200586568982415
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Los Angeles Rams,Blake Corum,RB,00-0039738,0.0,0.0,0.0,0.0,9.907632884414701,29.000376437619764,0.23461349108659554,3.285694579015079,1.9613069179351548,13.89178871312555,0.1938111448106659,0.3484653089686556,72.79077221202637,38.831855009221286,31.30003205117134,257.0487911516297,134.96329034430735,2.331632568842327,0.9471273997591637,0.960336,1.0200586568982415,1.010982947389255,1.0139991761405511,1.0200586568982415
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Los Angeles Rams,Kyren Williams,RB,00-0037840,0.0,0.0,0.0,0.0,17.823629362472566,52.11955765362433,0.6732387135528394,5.287440814845804,3.265474920067294,19.874383852354804,0.3468199433454021,0.6394262105873088,72.79077221202637,38.831855009221286,31.30003205117134,257.0487911516297,134.96329034430735,2.331632568842327,0.9471273997591637,0.960336,1.0200586568982415,1.010982947389255,1.0139991761405511,1.0200586568982415
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Los Angeles Rams,Colby Parkinson,TE,00-0036244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.511603299102165,4.215798890613193,29.608775943304092,0.45902639560420866,0.3681014346650673,72.79077221202637,38.831855009221286,31.30003205117134,257.0487911516297,134.96329034430735,2.331632568842327,0.9471273997591637,0.960336,1.0200586568982415,1.010982947389255,1.0139991761405511,1.0200586568982415
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Los Angeles Rams,Davis Allen,TE,00-0039074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79077221202637,38.831855009221286,31.30003205117134,257.0487911516297,134.96329034430735,2.331632568842327,0.9471273997591637,0.960336,1.0200586568982415,1.010982947389255,1.0139991761405511,1.0200586568982415
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Los Angeles Rams,Mark Redman,TE,00-0040598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79077221202637,38.831855009221286,31.30003205117134,257.0487911516297,134.96329034430735,2.331632568842327,0.9471273997591637,0.960336,1.0200586568982415,1.010982947389255,1.0139991761405511,1.0200586568982415
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Los Angeles Rams,Tyler Higbee,TE,00-0033110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8821745179747396,2.203942825308576,14.500188218809882,0.21421231794863071,0.19282301133435154,72.79077221202637,38.831855009221286,31.30003205117134,257.0487911516297,134.96329034430735,2.331632568842327,0.9471273997591637,0.960336,1.0200586568982415,1.010982947389255,1.0139991761405511,1.0200586568982415
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Los Angeles Rams,Brennan Presley,WR,00-0040597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79077221202637,38.831855009221286,31.30003205117134,257.0487911516297,134.96329034430735,2.331632568842327,0.9471273997591637,0.960336,1.0200586568982415,1.010982947389255,1.0139991761405511,1.0200586568982415
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Los Angeles Rams,Davante Adams,WR,00-0031381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.207435296970026,2.810532593742129,22.40938179270618,0.3672211164833669,0.3073435296526139,72.79077221202637,38.831855009221286,31.30003205117134,257.0487911516297,134.96329034430735,2.331632568842327,0.9471273997591637,0.960336,1.0200586568982415,1.010982947389255,1.0139991761405511,1.0200586568982415
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Los Angeles Rams,Drake Stoops,WR,00-0039773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79077221202637,38.831855009221286,31.30003205117134,257.0487911516297,134.96329034430735,2.331632568842327,0.9471273997591637,0.960336,1.0200586568982415,1.010982947389255,1.0139991761405511,1.0200586568982415
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Los Angeles Rams,Konata Mumpfield,WR,00-0040590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1450300842959455,1.870318452670122,21.80098228702185,0.24481407765557794,0.21714992596663363,72.79077221202637,38.831855009221286,31.30003205117134,257.0487911516297,134.96329034430735,2.331632568842327,0.9471273997591637,0.960336,1.0200586568982415,1.010982947389255,1.0139991761405511,1.0200586568982415
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Los Angeles Rams,Puka Nacua,WR,00-0039075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.249620850696322,4.771839511677284,32.346573718883576,0.45902639560420866,0.3681014346650673,72.79077221202637,38.831855009221286,31.30003205117134,257.0487911516297,134.96329034430735,2.331632568842327,0.9471273997591637,0.960336,1.0200586568982415,1.010982947389255,1.0139991761405511,1.0200586568982415
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Sam Darnold,QB,00-0034869,29.55664952875408,185.94796198140617,1.9545854061232488,0.8119414610914018,6.5351385892722575,20.935192745649548,0.2259068559840941,0.0,0.0,0.0,0.0,0.20220759220624385,71.29242097387917,38.032526244537486,30.655741018768047,250.33355476519628,131.43746011537525,2.494560452966311,1.013309981569311,0.960336,0.9822037216699743,0.9901725135260997,0.9875090917759222,0.9822037216699743
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Kenneth Walker III,RB,00-0038134,0.0,0.0,0.0,0.0,15.50610156181872,46.61042913182353,0.6286103818687836,5.119191894929935,3.3467830957182167,19.0589254712753,0.3339492653677913,0.6180859314942456,71.29242097387917,38.032526244537486,30.655741018768047,250.33355476519628,131.43746011537525,2.494560452966311,1.013309981569311,0.960336,0.9822037216699743,0.9901725135260997,0.9875090917759222,0.9822037216699743
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Velus Jones Jr.,RB,00-0037745,0.0,0.0,0.0,0.0,8.614500867677066,28.242760024791377,0.20626278155069458,3.17845376841878,1.6535880975885864,13.82512728486291,0.20626278155069458,0.3380237256920767,71.29242097387917,38.032526244537486,30.655741018768047,250.33355476519628,131.43746011537525,2.494560452966311,1.013309981569311,0.960336,0.9822037216699743,0.9901725135260997,0.9875090917759222,0.9822037216699743
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,AJ Barner,TE,00-0039793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.287669699552094,4.673614263843191,30.31652911752081,0.4518137119681882,0.3635272740666412,71.29242097387917,38.032526244537486,30.655741018768047,250.33355476519628,131.43746011537525,2.494560452966311,1.013309981569311,0.960336,0.9822037216699743,0.9901725135260997,0.9875090917759222,0.9822037216699743
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Elijah Arroyo,TE,00-0040739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.29242097387917,38.032526244537486,30.655741018768047,250.33355476519628,131.43746011537525,2.494560452966311,1.013309981569311,0.960336,0.9822037216699743,0.9901725135260997,0.9875090917759222,0.9822037216699743
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,21,0.0,2025_21_Los_Angeles_Rams_Seattle_Seahawks,Seattle Seahawks,Eric Saubert,TE,00-0033576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.762655551399179,2.1684778046221584,16.4914018326579,0.24555093041749357,0.21772655873303737,71.29242097387917,38.032526244537486,30.655741018768047,250.33355476519628,131.43746011537525,2.494560452966311,1.013309981569311,0.960336,0.9822037216699743,0.9901725135260997,0.9875090917759222,0.9822037216699743
