scenario_id,scenario_label,season,week,game_id,team,pass_attempts,rush_attempts,targets,receptions,pass_yards,rush_yards,rec_yards,pass_tds,rush_tds,rec_tds
v2_baseline,Baseline,2025,19,2025_19_BUF_JAX,Buffalo Bills,28.96,39.54,30.509999999999998,19.55,196.1,181.89999999999998,177.9,1.89,1.65,2.2
v2_baseline,Baseline,2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,38.3,23.59,45.160000000000004,28.64,255.6,116.2,273.4,1.86,0.67,2.4
v2_baseline,Baseline,2025,19,2025_19_GB_CHI,Chicago Bears,33.56,18.46,35.67,22.08,197.7,67.4,182.4,2.23,0.9299999999999999,3.01
v2_baseline,Baseline,2025,19,2025_19_GB_CHI,Green Bay Packers,27.48,36.86,28.29,18.42,155.7,115.10000000000001,127.1,1.29,1.2999999999999998,1.21
v2_baseline,Baseline,2025,19,2025_19_HOU_PIT,Houston Texans,32.9,33.31,36.32,22.979999999999997,199.0,122.8,188.7,1.77,1.09,2.17
v2_baseline,Baseline,2025,19,2025_19_HOU_PIT,Pittsburgh Steelers,39.18,22.08,46.730000000000004,30.08,256.7,93.4,257.0,2.08,0.61,2.5300000000000002
v2_baseline,Baseline,2025,19,2025_19_LAC_NE,Los Angeles Chargers,39.13,21.6,46.76,31.0,211.8,67.8,234.0,2.18,0.51,2.79
v2_baseline,Baseline,2025,19,2025_19_LAC_NE,New England Patriots,30.3,34.11,35.16,23.15,197.8,143.0,209.4,2.14,1.54,2.87
v2_baseline,Baseline,2025,19,2025_19_LA_CAR,Carolina Panthers,36.0,19.35,42.2,26.87,192.4,61.0,195.1,1.87,0.55,2.5
v2_baseline,Baseline,2025,19,2025_19_LA_CAR,Los Angeles Rams,36.21,28.39,41.19,26.11,245.2,118.4,246.8,1.94,0.89,2.4699999999999998
v2_baseline,Baseline,2025,19,2025_19_SF_PHI,Philadelphia Eagles,36.18,20.04,43.9,28.369999999999997,207.0,64.5,199.7,2.38,0.78,3.19
v2_baseline,Baseline,2025,19,2025_19_SF_PHI,San Francisco 49ers,32.33,16.9,37.05,24.17,189.2,54.1,168.2,2.07,0.42,2.59
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_BUF_JAX,Buffalo Bills,28.95674083570461,39.53555016035084,30.506566398389076,19.547799839020204,196.07191244243543,181.87394631962778,177.87451924278054,1.8896132887416306,1.6496623949331697,2.199549859910893
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,38.41834075632388,23.662889254351967,45.29953703800487,28.728492931099634,256.60557525430744,116.65715119151221,274.4756035779642,1.8704624725321917,0.673768740105682,2.4134999645576665
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_GB_CHI,Chicago Bears,33.757750863927164,18.568774760074355,35.88018394863772,22.210105455170194,199.18383900565811,67.90587126444794,183.76900472752675,2.253948806095022,0.939987618685368,3.0423255185408147
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_GB_CHI,Green Bay Packers,27.88020368059499,37.39680886705718,28.702000077293754,18.688258799001446,158.59165791456985,117.2376353626653,129.46049917111,1.324361242732377,1.3346276089551086,1.242230312950524
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_HOU_PIT,Houston Texans,32.77670553984118,33.18516904352917,36.18388891206783,22.89388125548785,198.05133277601126,122.2145912808753,187.80043464740365,1.7579581900819488,1.0825844221408611,2.155236877106118
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_HOU_PIT,Pittsburgh Steelers,38.9958909389718,21.97624481706221,46.510413057124865,29.938652359476052,255.16576015964407,92.84176859723708,255.46396712515985,2.062263191686422,0.6047983398695757,2.508425901426273
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_LAC_NE,Los Angeles Chargers,39.02467284975838,21.541858767052926,46.63413499756458,30.91655656382596,211.07467566298556,67.5678140224288,233.1986501659047,2.169342736079983,0.507506786881097,2.776360657643648
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_LAC_NE,New England Patriots,30.39024420071021,34.211591738819315,35.264719013101356,23.218948952027766,198.55009199941708,143.54228086914378,210.19408121677418,2.151602631336876,1.5483495571302752,2.88556053828824
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_LA_CAR,Carolina Panthers,36.68673520690736,19.719120173712703,43.00500627031918,27.382571528044462,197.08328203347537,62.48482434533262,199.84900376679337,1.9353638851989283,0.5692246721173319,2.587384873260599
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_LA_CAR,Los Angeles Rams,36.22689979684969,28.403250075464317,41.209224043972355,26.12218596232382,245.3456586939231,118.47033437748979,246.9466091584838,1.9416465499458784,0.8907553760060989,2.472096380601196
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_SF_PHI,Philadelphia Eagles,35.935542616360806,19.90459574438559,43.603380897132105,28.17831243853389,205.22155964174263,63.94584829416618,197.98427758674399,2.3508427693037914,0.7704442689314949,3.1509195101172676
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_SF_PHI,San Francisco 49ers,32.21546981753653,16.840131144954142,36.91874904855331,24.08437690967702,188.347369815341,53.856198240010315,167.44200635803574,2.0566865097643197,0.4172987121260938,2.573342058110912
v2_cold_minus15,Temp -15F,2025,19,2025_19_BUF_JAX,Buffalo Bills,28.9875638248572,39.577633758109585,30.53903909863236,19.568607485357674,196.33758018631082,182.12037652162132,178.11553041889186,1.8932719683704415,1.6528564803234014,2.203808640431202
v2_cold_minus15,Temp -15F,2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,38.17040183113664,23.510177002519928,45.007189208724036,28.543088993309485,254.4997390810602,115.69980313466039,272.2231168417913,1.8485725685072762,0.6658836671504705,2.3852549271061627
v2_cold_minus15,Temp -15F,2025,19,2025_19_GB_CHI,Chicago Bears,34.00448777463008,18.704494765186865,36.14243381767148,22.372440109172587,201.03857433628005,68.53818872162506,185.48020211905657,2.2839914420811303,0.9525166103746419,3.0828763411050235
v2_cold_minus15,Temp -15F,2025,19,2025_19_GB_CHI,Green Bay Packers,27.632064072739514,37.063969494948275,28.446546310691446,18.521929411203125,156.79739001233384,115.91123693268868,127.99581419760844,1.3030082420035172,1.313109081088816,1.2222015293211286
v2_cold_minus15,Temp -15F,2025,19,2025_19_HOU_PIT,Houston Texans,32.90844950601664,33.31855480381198,36.329327843724144,22.98590181301709,199.06504876520324,122.84014064506009,188.7616819195671,1.7708265928116946,1.0905090317314956,2.1710133934471054
v2_cold_minus15,Temp -15F,2025,19,2025_19_HOU_PIT,Pittsburgh Steelers,38.620916443945994,21.764926878058382,46.06318084291976,29.65076994981867,252.0470899054677,91.70704400923522,252.34165214532607,2.0263502052681823,0.5942661659680727,2.4647432785233176
v2_cold_minus15,Temp -15F,2025,19,2025_19_LAC_NE,Los Angeles Chargers,38.62644702660235,21.32203567019194,46.158258700841444,30.601069711849547,208.33716779683502,66.691501306069,230.17420804749477,2.1292618124723135,0.49813005704627505,2.7250644297237403
v2_cold_minus15,Temp -15F,2025,19,2025_19_LAC_NE,New England Patriots,30.186312303839696,33.982016920263106,35.028077247623884,23.06313959847818,196.85591736245618,142.31747311845922,208.40055154549202,2.1254234535080294,1.5295103357020399,2.8504510801719833
v2_cold_minus15,Temp -15F,2025,19,2025_19_LA_CAR,Carolina Panthers,36.373149274743646,19.55056773517471,42.637413872060606,27.1485144725656,194.94174749068856,61.80585549340956,197.67741650433126,1.9053912196359433,0.5604091822458657,2.5473144647539345
v2_cold_minus15,Temp -15F,2025,19,2025_19_LA_CAR,Los Angeles Rams,36.07739111205648,28.28602965123677,41.0391532699698,26.01437950664995,244.0576931167045,117.84841298946907,245.65023923818381,1.92710171809017,0.8840827469588926,2.453577960661196
v2_cold_minus15,Temp -15F,2025,19,2025_19_SF_PHI,Philadelphia Eagles,35.87924785174484,19.873414232973097,43.53507409318957,28.134169749972394,204.81247863535165,63.818381024058844,197.5896231085977,2.344151226559648,0.7682512423178679,3.1419505935820493
v2_cold_minus15,Temp -15F,2025,19,2025_19_SF_PHI,San Francisco 49ers,32.049966921459756,16.75361710401082,36.729083651100645,23.96064647360601,187.11672902264291,53.50430782307073,166.3479588879944,2.037516048770861,0.4134090533737979,2.5493558291384204
v2_elo_minus100,Home Elo -100 (diff),2025,19,2025_19_BUF_JAX,Buffalo Bills,28.8236334877631,39.35381450642794,30.366334865733847,19.45794318666328,194.92552751408732,180.81057345646346,176.8345300599497,1.8738500696934364,1.63590085449427,2.1812011393256934
v2_elo_minus100,Home Elo -100 (diff),2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,38.479725649193114,23.700697860691008,45.37191671847418,28.774395367960597,257.12751325131944,116.89443286308027,275.0338893697603,1.8758998935614446,0.6757273810140687,2.4205159916921866
v2_elo_minus100,Home Elo -100 (diff),2025,19,2025_19_GB_CHI,Chicago Bears,33.552400931777825,18.45582005961319,35.6619231596101,22.075000374661926,197.64302727391862,67.38057682479574,182.34743639232553,2.229082004963189,0.9296171590205228,3.0087609125287886
v2_elo_minus100,Home Elo -100 (diff),2025,19,2025_19_GB_CHI,Green Bay Packers,27.586345283204032,37.00264509239085,28.399479914914195,18.49128384703851,156.46728087968802,115.66720635357798,127.72634168149227,1.299091077754171,1.3091615512251336,1.2185272899864705
