stat,n_players,coverage_min_max,baseline_scenario_id,baseline_mae
interceptions,112,0.9017857142857143,v2_baseline,0.06598214285714285
pass_attempts,112,0.875,v2_baseline,0.9056249999999999
pass_tds,112,0.8928571428571429,v2_baseline,0.13857142857142857
pass_yards,112,0.8839285714285714,v2_baseline,9.035714285714286
rec_tds,112,0.2857142857142857,v2_baseline,0.31758928571428574
rec_yards,112,0.22321428571428573,v2_baseline,19.67589285714286
receptions,112,0.19642857142857142,v2_baseline,1.630982142857143
rush_attempts,112,0.5982142857142857,v2_baseline,1.340714285714286
rush_tds,112,0.6875,v2_baseline,0.12732142857142856
rush_yards,112,0.5982142857142857,v2_baseline,6.279464285714286
targets,112,0.13392857142857142,v2_baseline,2.410357142857143
