season,week,game_id,home_team,away_team,drive_no,quarter,poss_side,poss_team,drive_sec_mean,drive_sec_p25,drive_sec_p75,drive_pts_mean,p_drive_score,p_drive_fg,p_drive_td,p_drive_safety,p_drive_punt,p_drive_int,p_drive_fumble,p_drive_downs,p_drive_missed_fg,p_drive_end_half,drive_outcome_mode,home_score_mean,away_score_mean,home_score_drive_mean,away_score_drive_mean,p_home_lead,p_tie,p_away_lead,drives_home,drives_away,drives_total
2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,1,1,home,Jacksonville Jaguars,159.37713124489701,68.07080517092267,208.91563037356266,1.59,0.2946666666666667,0.134,0.146,0.011333333333333334,0.458,0.054,0.025333333333333333,0.03133333333333333,0.05533333333333333,0.096,TD,1.59,0.0,1.59,0.0,0.2946666666666667,0.7053333333333334,0.0,12,12,24
2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,2,1,away,Buffalo Bills,161.33426942336496,71.47494563613495,211.49062056698952,1.9926666666666666,0.36733333333333335,0.174,0.17933333333333334,0.010666666666666666,0.39866666666666667,0.05,0.018666666666666668,0.037333333333333336,0.04466666666666667,0.09733333333333333,TD,1.59,1.9926666666666666,0.0,1.9926666666666666,0.21466666666666667,0.4826666666666667,0.30266666666666664,12,12,24
2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,3,1,home,Jacksonville Jaguars,159.9319584050685,68.91314909125893,208.88044470623083,1.46,0.27466666666666667,0.13666666666666666,0.13,0.004666666666666667,0.4593333333333333,0.07666666666666666,0.017333333333333333,0.038,0.05,0.092,No score,3.05,1.9926666666666666,1.46,0.0,0.37066666666666664,0.37866666666666665,0.25066666666666665,12,12,24
2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,4,1,away,Buffalo Bills,164.4409234274469,73.82261641288012,220.16197739064904,2.0766666666666667,0.36933333333333335,0.16266666666666665,0.19066666666666668,0.010666666666666666,0.39866666666666667,0.05466666666666667,0.018666666666666668,0.032,0.052,0.09066666666666667,TD,3.05,4.069333333333334,0.0,2.0766666666666667,0.296,0.2673333333333333,0.43666666666666665,12,12,24
2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,5,1,home,Jacksonville Jaguars,155.79334062354232,63.787493823735446,209.754000148738,1.418,0.26866666666666666,0.12933333333333333,0.12533333333333332,0.011333333333333334,0.4766666666666667,0.059333333333333335,0.016,0.038,0.050666666666666665,0.10466666666666667,No score,4.468,4.069333333333334,1.418,0.0,0.3993333333333333,0.23,0.37066666666666664,12,12,24
2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,6,1,away,Buffalo Bills,159.1922550781213,67.21489093920268,208.36015650510822,1.8526666666666667,0.346,0.17066666666666666,0.15933333333333333,0.012666666666666666,0.43333333333333335,0.04933333333333333,0.019333333333333334,0.03133333333333333,0.04,0.09666666666666666,FG,4.468,5.922,0.0,1.8526666666666667,0.32466666666666666,0.17,0.5053333333333333,12,12,24
2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,7,2,home,Jacksonville Jaguars,158.99376005283028,69.14254796414635,210.73863647677624,2.13,0.36,0.14533333333333334,0.196,0.014666666666666666,0.4046666666666667,0.04933333333333333,0.02,0.043333333333333335,0.048,0.09333333333333334,TD,6.598,5.922,2.13,0.0,0.43933333333333335,0.13733333333333334,0.42333333333333334,12,12,24
2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,8,2,away,Buffalo Bills,162.30384793853062,72.01440282335633,213.20242512873904,2.726,0.46066666666666667,0.20333333333333334,0.23333333333333334,0.012,0.3433333333333333,0.044,0.019333333333333334,0.03866666666666667,0.036,0.082,TD,6.598,8.648,0.0,2.726,0.34,0.10333333333333333,0.5566666666666666,12,12,24
2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,9,2,home,Jacksonville Jaguars,170.70614228721033,75.80254514322107,227.61172008966403,2.172,0.3953333333333333,0.18333333333333332,0.186,0.020666666666666667,0.388,0.046,0.018666666666666668,0.03333333333333333,0.05533333333333333,0.08933333333333333,TD,8.77,8.648,2.172,0.0,0.43666666666666665,0.08733333333333333,0.476,12,12,24
2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,10,2,away,Buffalo Bills,167.87667196912963,78.33879248934741,224.98407203148238,2.695333333333333,0.45466666666666666,0.19466666666666665,0.24266666666666667,0.013333333333333334,0.3486666666666667,0.04133333333333333,0.020666666666666667,0.028,0.034666666666666665,0.08933333333333333,TD,8.77,11.343333333333334,0.0,2.695333333333333,0.3466666666666667,0.06666666666666667,0.5866666666666667,12,12,24
