scenario_id,scenario_label,season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_ref,total_ref,home_points_mean,away_points_mean,total_points_mean,prob_home_win_mc,prob_home_cover_mc,prob_over_total_mc,scenario_wind_open_add_mph,scenario_wx_precip_add_pct,scenario_wx_temp_add_f,scenario_home_inj_starters_add,scenario_away_inj_starters_add,scenario_neutral_site_flag,scenario_sim_market_blend_margin,scenario_sim_market_blend_total
v2_baseline,Baseline,2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,-0.9648883365120059,48.94452881252972,1.5,51.5,23.926183400805535,24.982774554723566,48.9089579555291,0.4595,0.526,0.417,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,19,2025_19_GB_CHI,Chicago Bears,Green Bay Packers,-0.6445750166523289,43.75282833126902,1.5,44.5,21.337137204468675,22.07349053370105,43.41062773816973,0.4585,0.522,0.4715,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,19,2025_19_HOU_PIT,Pittsburgh Steelers,Houston Texans,-3.6033026304737477,38.64264536265867,3.0,38.5,17.76923021542365,21.081141372876466,38.85037158830012,0.357,0.498,0.5015,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,19,2025_19_LAC_NE,New England Patriots,Los Angeles Chargers,6.204188411688032,44.263573274299794,-3.5,45.5,25.120425998939798,19.075110313198966,44.19553631213876,0.7485,0.614,0.4565,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,19,2025_19_LA_CAR,Carolina Panthers,Los Angeles Rams,-11.967357387568331,44.44788281204681,10.5,45.5,16.007702052847296,28.19311555009393,44.20081760294123,0.096,0.422,0.465,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,19,2025_19_SF_PHI,Philadelphia Eagles,San Francisco 49ers,5.59699385808597,44.035444432170124,-5.5,44.5,25.044912059515738,19.227254958310514,44.27216701782625,0.74,0.5195,0.4865,0.0,0.0,0.0,0,0,,,
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,-0.9648883365120059,49.23416322321925,1.5,51.5,24.060767829101824,24.977662850921657,49.03843068002348,0.4605,0.5265,0.4405,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_GB_CHI,Chicago Bears,Green Bay Packers,-0.6445750166523289,43.866532363648396,1.5,44.5,21.56628472085105,22.66145376329743,44.227738484148475,0.4505,0.518,0.4895,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_HOU_PIT,Pittsburgh Steelers,Houston Texans,-3.6033026304737477,38.60555192791506,3.0,38.5,17.617706450899224,20.937720413968133,38.55542686486736,0.362,0.484,0.509,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_LAC_NE,New England Patriots,Los Angeles Chargers,6.204188411688032,44.40241021786633,-3.5,45.5,25.256623682066422,18.98185871461585,44.23848239668227,0.761,0.6365,0.4545,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_LA_CAR,Carolina Panthers,Los Angeles Rams,-11.967357387568333,44.586719755613345,10.5,45.5,16.567234458879895,28.217044092817204,44.7842785516971,0.0975,0.446,0.483,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,19,2025_19_SF_PHI,Philadelphia Eagles,San Francisco 49ers,5.59699385808597,44.1491484645495,-5.5,44.5,24.738088413009198,19.103592218626265,43.84168063163546,0.7395,0.517,0.48,0.0,0.0,0.0,0,0,,0.1,0.2
v2_cold_minus15,Temp -15F,2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,-0.9648883365120059,48.94452881252972,1.5,51.5,23.77918618484045,25.02602473892935,48.80521092376979,0.441,0.5045,0.421,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,19,2025_19_GB_CHI,Chicago Bears,Green Bay Packers,-0.6445750166523289,43.75282833126902,1.5,44.5,21.853739360321683,22.296077593177586,44.14981695349927,0.477,0.5535,0.4795,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,19,2025_19_HOU_PIT,Pittsburgh Steelers,Houston Texans,-3.6033026304737477,38.64264536265867,3.0,38.5,17.31090543003909,21.09098629938558,38.40189172942466,0.335,0.474,0.489,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,19,2025_19_LAC_NE,New England Patriots,Los Angeles Chargers,6.204188411688032,44.263573274299794,-3.5,45.5,24.949318962738094,18.631148604858417,43.580467567596514,0.762,0.632,0.4445,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,19,2025_19_LA_CAR,Carolina Panthers,Los Angeles Rams,-11.967357387568331,44.44788281204681,10.5,45.5,16.31066039467567,28.005670832423043,44.31633122709871,0.09,0.4575,0.4735,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,19,2025_19_SF_PHI,Philadelphia Eagles,San Francisco 49ers,5.59699385808597,44.035444432170124,-5.5,44.5,24.667672824954757,18.925526836409077,43.59319966136383,0.737,0.516,0.4765,0.0,0.0,-15.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,-1.044888336512006,48.94452881252972,1.5,51.5,24.13071230908747,24.769298328309084,48.900010637396555,0.4795,0.5435,0.4235,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,19,2025_19_GB_CHI,Chicago Bears,Green Bay Packers,-0.7245750166523289,43.75282833126902,1.5,44.5,21.328353623278783,22.229050083117976,43.557403706396755,0.453,0.5245,0.4755,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,19,2025_19_HOU_PIT,Pittsburgh Steelers,Houston Texans,-3.6833026304737477,38.64264536265867,3.0,38.5,17.949437879896568,21.425772839383423,39.37521071928,0.355,0.473,0.523,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,19,2025_19_LAC_NE,New England Patriots,Los Angeles Chargers,6.124188411688033,44.263573274299794,-3.5,45.5,25.4821112102574,18.851276137370387,44.33338734762779,0.7645,0.625,0.4655,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,19,2025_19_LA_CAR,Carolina Panthers,Los Angeles Rams,-12.047357387568331,44.44788281204681,10.5,45.5,16.41644229742657,28.308345672632353,44.72478797005893,0.0895,0.45,0.481,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,19,2025_19_SF_PHI,Philadelphia Eagles,San Francisco 49ers,5.51699385808597,44.035444432170124,-5.5,44.5,24.64611985167472,19.17890505697192,43.82502490864664,0.729,0.49,0.482,0.0,0.0,0.0,0,0,,,
v2_elo_plus100,Home Elo +100 (diff),2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,-0.8848883365120058,48.94452881252972,1.5,51.5,24.039830624490314,24.99672335482658,49.0365539793169,0.46,0.5285,0.435,0.0,0.0,0.0,0,0,,,
v2_elo_plus100,Home Elo +100 (diff),2025,19,2025_19_GB_CHI,Chicago Bears,Green Bay Packers,-0.5645750166523288,43.75282833126902,1.5,44.5,21.65694928024143,22.26134128750787,43.91829056774931,0.4685,0.5245,0.489,0.0,0.0,0.0,0,0,,,
v2_elo_plus100,Home Elo +100 (diff),2025,19,2025_19_HOU_PIT,Pittsburgh Steelers,Houston Texans,-3.5233026304737476,38.64264536265867,3.0,38.5,17.241322073309586,21.24515265659053,38.48647472990012,0.331,0.453,0.4925,0.0,0.0,0.0,0,0,,,
v2_elo_plus100,Home Elo +100 (diff),2025,19,2025_19_LAC_NE,New England Patriots,Los Angeles Chargers,6.284188411688032,44.263573274299794,-3.5,45.5,25.48763469721096,18.954666181494037,44.442300878705,0.7755,0.6275,0.4555,0.0,0.0,0.0,0,0,,,
v2_elo_plus100,Home Elo +100 (diff),2025,19,2025_19_LA_CAR,Carolina Panthers,Los Angeles Rams,-11.887357387568331,44.44788281204681,10.5,45.5,15.971017236192834,28.07785539187525,44.04887262806808,0.0915,0.426,0.463,0.0,0.0,0.0,0,0,,,
v2_elo_plus100,Home Elo +100 (diff),2025,19,2025_19_SF_PHI,Philadelphia Eagles,San Francisco 49ers,5.67699385808597,44.035444432170124,-5.5,44.5,25.101301554716496,19.15832172876925,44.25962328348575,0.7455,0.514,0.479,0.0,0.0,0.0,0,0,,,
v2_inj_away_plus1,Away starters out +1,2025,19,2025_19_BUF_JAX,Jacksonville Jaguars,Buffalo Bills,-0.9648883365120059,48.54452881252972,1.5,51.5,23.72893699245705,24.58825088665133,48.317187879108374,0.464,0.5355,0.418,0.0,0.0,0.0,0,1,,,
v2_inj_away_plus1,Away starters out +1,2025,19,2025_19_GB_CHI,Chicago Bears,Green Bay Packers,-0.6445750166523289,43.35282833126902,1.5,44.5,21.470362655949277,22.06112037350694,43.53148302945622,0.479,0.5385,0.4795,0.0,0.0,0.0,0,1,,,
v2_inj_away_plus1,Away starters out +1,2025,19,2025_19_HOU_PIT,Pittsburgh Steelers,Houston Texans,-3.6033026304737477,38.24264536265867,3.0,38.5,17.218267463143523,20.743877843339863,37.962145306483386,0.3625,0.486,0.494,0.0,0.0,0.0,0,1,,,
v2_inj_away_plus1,Away starters out +1,2025,19,2025_19_LAC_NE,New England Patriots,Los Angeles Chargers,6.204188411688032,43.863573274299796,-3.5,45.5,25.019122547673526,18.709620880140726,43.72874342781426,0.7615,0.6205,0.451,0.0,0.0,0.0,0,1,,,
v2_inj_away_plus1,Away starters out +1,2025,19,2025_19_LA_CAR,Carolina Panthers,Los Angeles Rams,-11.967357387568331,44.04788281204681,10.5,45.5,16.404651475677227,28.067136633457952,44.471788109135176,0.1025,0.46,0.4505,0.0,0.0,0.0,0,1,,,
