season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_ref,total_ref,home_points_mean,away_points_mean,total_points_mean,prob_home_win_mc,prob_home_cover_mc,prob_over_total_mc
2025,5,2025_05_DAL_NYJ,New York Jets,Dallas Cowboys,-8.255358110882504,36.19805259102118,1.5,46.5,14.15227360426672,21.911257508704963,36.063531112971674,0.19066666666666668,0.24466666666666667,0.276
2025,5,2025_05_DEN_PHI,Philadelphia Eagles,Denver Broncos,8.116146999041014,40.86090553098437,-5.5,43.5,24.299124309778474,16.307758710315433,40.6068830200939,0.8026666666666666,0.606,0.43266666666666664
2025,5,2025_05_DET_CIN,Cincinnati Bengals,Detroit Lions,-5.354885299301899,37.73859781939134,7.5,49.5,16.36497002973091,21.738465907427507,38.103435937158416,0.272,0.6086666666666667,0.272
2025,5,2025_05_HOU_BAL,Baltimore Ravens,Houston Texans,15.281008444848412,42.38151926642161,-9.5,45.5,29.338902306211075,13.819756097183745,43.158658403394824,0.96,0.7453333333333333,0.46
2025,5,2025_05_KC_JAX,Jacksonville Jaguars,Kansas City Chiefs,-6.211407214523331,33.82247181917936,3.5,44.5,13.64998877657946,20.13831766420173,33.78830644078119,0.254,0.37533333333333335,0.26666666666666666
2025,5,2025_05_LV_IND,Indianapolis Colts,Las Vegas Raiders,14.673968930968462,50.89473486797323,-6.0,48.5,33.058487801591305,18.304711914896135,51.36319971648745,0.966,0.862,0.5746666666666667
2025,5,2025_05_MIA_CAR,Carolina Panthers,Miami Dolphins,-0.6733540354102862,45.587900740786914,-1.5,44.5,22.329709437733914,23.227664048743193,45.557373486477104,0.4693333333333333,0.388,0.522
2025,5,2025_05_MIN_CLE,Cleveland Browns,Minnesota Vikings,-11.303040962987668,44.1763996998499,4.5,38.5,16.441234765969014,27.778096834492942,44.21933160046196,0.11266666666666666,0.23133333333333334,0.6353333333333333
2025,5,2025_05_NE_BUF,Buffalo Bills,New England Patriots,15.371708325386795,47.53864216334307,-10.0,49.5,31.38630804663532,15.780198488889175,47.16650653552449,0.9526666666666667,0.7326666666666667,0.44866666666666666
2025,5,2025_05_NYG_NO,New Orleans Saints,New York Giants,-9.116161798031314,50.30068380650263,2.5,43.5,20.444966451000504,29.60612587114034,50.051092322140846,0.14533333333333334,0.22933333333333333,0.6566666666666666
2025,5,2025_05_SF_LA,Los Angeles Rams,San Francisco 49ers,9.826953625390763,44.348736936655904,-8.5,43.5,27.29196945538729,17.12244214116805,44.41441159655534,0.8953333333333333,0.578,0.526
2025,5,2025_05_TB_SEA,Seattle Seahawks,Tampa Bay Buccaneers,-1.0600807788010562,46.0427081197253,-2.5,44.5,22.77869499173462,23.46099036022137,46.239685351956,0.48533333333333334,0.37333333333333335,0.5293333333333333
2025,5,2025_05_TEN_ARI,Arizona Cardinals,Tennessee Titans,14.582535539891543,62.0,-7.5,41.5,38.216903132915945,23.901264610019393,62.11816774293534,0.9613333333333334,0.7853333333333333,0.8946666666666667
2025,5,2025_05_WAS_LAC,Los Angeles Chargers,Washington Commanders,-2.2861757407533476,48.78007839212604,-2.5,48.5,23.002048429915945,25.39316075813047,48.39520918804641,0.386,0.27066666666666667,0.49733333333333335
