scenario_id,scenario_label,season,week,game_id,team,pass_attempts,rush_attempts,targets,receptions,pass_yards,rush_yards,rec_yards,pass_tds,rush_tds,rec_tds
v2_baseline,Baseline,2025,5,2025_05_DAL_NYJ,Dallas Cowboys,39.98,28.169999999999998,41.64,24.93,270.8,118.0,238.29999999999998,2.21,0.8300000000000001,2.2800000000000002
v2_baseline,Baseline,2025,5,2025_05_DAL_NYJ,New York Jets,37.31,26.28,42.66,24.9,202.3,78.80000000000001,204.0,1.33,0.47,1.47
v2_baseline,Baseline,2025,5,2025_05_DEN_PHI,Denver Broncos,36.73,31.380000000000003,38.81,23.98,248.5,128.1,220.6,1.65,0.7,1.6
v2_baseline,Baseline,2025,5,2025_05_DEN_PHI,Philadelphia Eagles,29.54,28.17,29.779999999999998,18.43,204.4,114.2,161.9,1.96,1.19,2.23
v2_baseline,Baseline,2025,5,2025_05_DET_CIN,Cincinnati Bengals,39.82,21.6,46.14,28.560000000000002,280.7,90.7,256.0,1.72,0.46,1.83
v2_baseline,Baseline,2025,5,2025_05_DET_CIN,Detroit Lions,33.9,32.78,33.32,21.810000000000002,201.6,102.1,137.1,1.99,1.13,1.98
v2_baseline,Baseline,2025,5,2025_05_HOU_BAL,Baltimore Ravens,35.51,20.33,43.62,26.86,243.6,84.4,235.2,2.59,0.64,3.39
v2_baseline,Baseline,2025,5,2025_05_HOU_BAL,Houston Texans,33.49,36.5,33.589999999999996,19.61,192.8,112.1,141.6,1.3,0.75,1.21
v2_baseline,Baseline,2025,5,2025_05_KC_JAX,Jacksonville Jaguars,35.26,33.75,35.95,21.34,223.7,148.89999999999998,205.7,1.29,0.62,1.28
v2_baseline,Baseline,2025,5,2025_05_KC_JAX,Kansas City Chiefs,39.73,28.4,41.4,25.29,271.1,116.5,225.9,2.07,0.78,2.09
v2_baseline,Baseline,2025,5,2025_05_LV_IND,Indianapolis Colts,39.66,22.58,42.269999999999996,25.07,244.6,83.6,278.1,2.68,1.08,3.61
v2_baseline,Baseline,2025,5,2025_05_LV_IND,Las Vegas Raiders,29.28,34.36,26.15,15.98,168.9,106.6,147.7,1.52,1.04,1.54
v2_baseline,Baseline,2025,5,2025_05_MIA_CAR,Carolina Panthers,37.43,29.22,39.870000000000005,23.77,203.9,92.5,190.0,1.87,0.9000000000000001,2.19
v2_baseline,Baseline,2025,5,2025_05_MIA_CAR,Miami Dolphins,34.49,35.99,34.15,21.04,203.4,116.3,150.9,2.04,1.1400000000000001,2.15
v2_baseline,Baseline,2025,5,2025_05_MIN_CLE,Cleveland Browns,40.07,28.37,40.08,22.78,211.4,90.1,181.3,1.76,0.5900000000000001,1.6500000000000001
v2_baseline,Baseline,2025,5,2025_05_MIN_CLE,Minnesota Vikings,45.08,21.6,45.75,28.14,321.8,92.69999999999999,258.8,3.2,0.5800000000000001,3.2800000000000002
v2_baseline,Baseline,2025,5,2025_05_NE_BUF,Buffalo Bills,33.88,34.71,34.64,21.3,237.2,139.7,225.5,2.46,1.8,2.75
v2_baseline,Baseline,2025,5,2025_05_NE_BUF,New England Patriots,27.11,28.91,26.8,16.97,180.5,121.5,147.7,1.36,0.85,1.38
v2_baseline,Baseline,2025,5,2025_05_NYG_NO,New Orleans Saints,35.04,34.39,35.4,22.04,224.2,138.1,234.1,1.66,1.0,1.84
v2_baseline,Baseline,2025,5,2025_05_NYG_NO,New York Giants,29.49,39.6,29.83,17.7,155.6,127.80000000000001,131.6,2.54,1.8399999999999999,2.34
v2_baseline,Baseline,2025,5,2025_05_SF_LA,Los Angeles Rams,41.44,24.0,45.14,27.71,273.9,92.6,233.4,2.58,0.78,3.09
v2_baseline,Baseline,2025,5,2025_05_SF_LA,San Francisco 49ers,32.08,19.16,33.5,20.8,182.8,66.6,160.6,1.61,0.53,1.86
v2_baseline,Baseline,2025,5,2025_05_TB_SEA,Seattle Seahawks,30.99,37.08,32.68,21.21,215.5,155.7,193.0,1.87,1.26,1.99
v2_baseline,Baseline,2025,5,2025_05_TB_SEA,Tampa Bay Buccaneers,40.42,25.36,43.79,26.8,230.5,79.0,183.9,2.53,0.73,2.5300000000000002
v2_baseline,Baseline,2025,5,2025_05_TEN_ARI,Arizona Cardinals,42.26,21.61,47.42,28.28,235.4,68.19999999999999,220.8,3.2,0.64,4.66
v2_baseline,Baseline,2025,5,2025_05_TEN_ARI,Tennessee Titans,33.82,17.96,34.33,19.66,178.4,56.900000000000006,147.2,2.71,0.76,2.52
v2_baseline,Baseline,2025,5,2025_05_WAS_LAC,Los Angeles Chargers,41.76,21.439999999999998,46.64,29.43,233.3,68.1,213.1,2.33,0.51,2.66
v2_baseline,Baseline,2025,5,2025_05_WAS_LAC,Washington Commanders,37.95,27.0,41.760000000000005,25.26,262.1,112.5,310.6,2.32,0.97,2.68
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,5,2025_05_DAL_NYJ,Dallas Cowboys,39.759159361095264,28.01439517764016,41.40998988984509,24.79229221791158,268.8976407961164,117.17105470436385,236.62595200042296,2.1878546289237746,0.8216829601840421,2.2571531918308625
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,5,2025_05_DAL_NYJ,New York Jets,36.9924955470627,26.056359768877183,42.29696757002666,24.688103433981805,200.11148012902905,77.94752661476761,201.79308920574357,1.3094931865340846,0.46275323133159385,1.4473345745903041
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,5,2025_05_DEN_PHI,Denver Broncos,36.535689147632866,31.213991980743792,38.60468542933928,23.853139824672915,246.82804703027858,127.23812001842529,219.11576327919295,1.6341636108491955,0.6932815318754163,1.584643501429523
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,5,2025_05_DEN_PHI,Philadelphia Eagles,29.575566723828555,28.203917217679432,29.815855688409425,18.45219007177252,204.71327150351345,114.37502742515282,162.1481343269023,1.9642927994381,1.1926063425159894,2.2348841544627365
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,5,2025_05_DET_CIN,Cincinnati Bengals,40.14515315392797,21.77637639690719,46.516759581171186,28.79320879146617,283.6204302480007,91.64365166901909,258.66344903273307,1.74562123650482,0.4668521911582658,1.8572598039557096
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,5,2025_05_DET_CIN,Detroit Lions,33.971705499431955,32.84933646818229,33.39047867967766,21.856132653174367,202.1428799841321,102.37494070624945,137.46919070349458,1.9976598231587779,1.1343495478238288,1.987621331585116
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,5,2025_05_HOU_BAL,Baltimore Ravens,35.48767279648956,20.317217345892225,43.59257356752675,26.843111554877776,243.40507881203968,84.33246572962294,235.01180023231416,2.5870398821233818,0.6392685423007585,3.38612555999933
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,5,2025_05_HOU_BAL,Houston Texans,33.755572019807225,36.789440989040415,33.85636500881829,19.765505145070755,194.7479509653326,113.23260012040343,143.03065278366748,1.3188041518460787,0.7608485491419684,1.2275023259490425
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,5,2025_05_KC_JAX,Jacksonville Jaguars,35.26300263775447,33.75287405060163,35.95306139612232,21.341817251550776,223.72424526920943,148.91613822344783,205.72229437584434,1.2901997389594295,0.6200959985696483,1.2801981905954027
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,5,2025_05_KC_JAX,Kansas City Chiefs,39.48133481751204,28.222247893716137,41.1408824929524,25.131713001129615,268.94230578121216,115.57277249543051,224.10205413491633,2.0465042002201947,0.7711465102278996,2.0662771876619357
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,5,2025_05_LV_IND,Indianapolis Colts,40.01865110190443,22.78419419770555,42.65225370845942,25.296711626947662,247.4186770386859,84.56337449073648,281.30471825207917,2.7242277028611035,1.0978231041380564,3.669575375868874
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,5,2025_05_LV_IND,Las Vegas Raiders,29.553567236563588,34.6810304046559,26.394323197955526,16.12930343033764,170.91098916975128,107.86922111009761,149.45857371445982,1.545919688003506,1.0577345233708197,1.566260736529868
