scenario_id,scenario_label,abs_error_sum,game_id,team,player,player_id,position,rec_yards,rec_yards_act,targets,targets_act,rush_yards,rush_yards_act,pass_yards,pass_yards_act,pick
v2_baseline,Baseline,183.93,2025_05_SF_LA,San Francisco 49ers,Mac Jones,00-0036972,QB,0.0,0.0,0.0,0.0,8.9,5.0,182.8,342.0,baseline
v2_baseline,Baseline,172.02,2025_05_MIA_CAR,Carolina Panthers,Rico Dowdle,00-0036139,RB,23.2,28.0,5.36,5.0,47.5,206.0,0.0,0.0,baseline
v2_baseline,Baseline,170.60999999999999,2025_05_TB_SEA,Seattle Seahawks,Sam Darnold,00-0034869,QB,0.0,0.0,0.0,0.0,29.2,0.0,215.5,341.0,baseline
v2_baseline,Baseline,168.13,2025_05_TB_SEA,Tampa Bay Buccaneers,Baker Mayfield,00-0034855,QB,0.0,0.0,0.0,0.0,14.1,0.0,230.5,379.0,baseline
v2_baseline,Baseline,164.0,2025_05_NE_BUF,New England Patriots,Kyle Williams,00-0040131,WR,0.0,66.0,0.0,10.0,0.0,65.0,0.0,0.0,baseline
v2_baseline,Baseline,159.0,2025_05_TB_SEA,Tampa Bay Buccaneers,Josh Williams,00-0040429,RB,0.0,4.0,0.0,2.0,0.0,135.0,0.0,0.0,baseline
v2_baseline,Baseline,138.35,2025_05_DEN_PHI,Philadelphia Eagles,Jalen Hurts,00-0036389,QB,0.0,0.0,0.0,0.0,32.9,0.0,204.4,280.0,baseline
v2_baseline,Baseline,135.60000000000002,2025_05_SF_LA,Los Angeles Rams,Matthew Stafford,00-0026498,QB,0.0,0.0,0.0,0.0,10.2,0.0,273.9,389.0,baseline
v2_baseline,Baseline,134.91000000000003,2025_05_NE_BUF,New England Patriots,Drake Maye,00-0039851,QB,0.0,0.0,0.0,0.0,24.1,0.0,180.5,273.0,baseline
v2_baseline,Baseline,133.44,2025_05_TB_SEA,Tampa Bay Buccaneers,Emeka Egbuka,00-0040129,WR,33.5,163.0,7.46,8.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,124.43999999999998,2025_05_DAL_NYJ,New York Jets,Justin Fields,00-0036945,QB,0.0,0.0,0.0,0.0,20.2,3.0,202.3,283.0,baseline
v2_baseline,Baseline,120.65,2025_05_NE_BUF,New England Patriots,Stefon Diggs,00-0031588,WR,37.8,146.0,6.32,13.0,0.0,0.0,0.0,0.0,baseline
