stat,n_players,coverage_min_max,baseline_scenario_id,baseline_mae
interceptions,264,0.8939393939393939,v2_baseline,0.0842537313432836
pass_attempts,264,0.9053030303030303,v2_baseline,0.8764179104477612
pass_tds,264,0.8939393939393939,v2_baseline,0.12638059701492538
pass_yards,264,0.9053030303030303,v2_baseline,6.017537313432836
rec_tds,264,0.26515151515151514,v2_baseline,0.32884328358208953
rec_yards,264,0.18181818181818182,v2_baseline,18.797388059701497
receptions,264,0.17424242424242425,v2_baseline,1.426268656716418
rush_attempts,264,0.5833333333333334,v2_baseline,1.6349253731343283
rush_tds,264,0.6742424242424242,v2_baseline,0.1328731343283582
rush_yards,264,0.5871212121212122,v2_baseline,8.223507462686568
targets,264,0.1590909090909091,v2_baseline,2.003022388059702
