scenario_id,delta_pred_margin,delta_pred_total,delta_spread_ref,delta_total_ref,delta_home_points_mean,delta_away_points_mean,delta_total_points_mean,delta_prob_home_win_mc,delta_prob_home_cover_mc,delta_prob_over_total_mc,n_games_applies,n_games,scenario_label
v2_baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,15,Baseline
v2_blend_10_20,1.1842378929335003e-16,0.1438635258039729,0.0,0.0,0.13488851762961265,0.13542883593233246,0.270317353561947,0.001400000000000005,-0.0047666666666666595,0.006433333333333328,15,15,Market blend m=0.10 t=0.20
v2_cold_minus15,0.0,0.0,0.0,0.0,-0.038027955246046,0.08977846145367276,0.051750506207629596,-0.0036333333333333257,-0.003799999999999996,-0.000700000000000008,15,15,Temp -15F
v2_elo_minus100,-0.07999999999999997,0.0,0.0,0.0,-0.007714245015245069,0.16814018405227363,0.16042593903703165,-0.005599999999999997,-0.009400000000000004,0.003833333333333333,15,15,Home Elo -100 (diff)
v2_elo_plus100,0.08000000000000007,0.0,0.0,0.0,0.04514219974572645,0.07097270741909606,0.11611490716482441,0.00030000000000000024,0.0008000000000000007,0.0058333333333333345,15,15,Home Elo +100 (diff)
v2_inj_away_plus1,0.0,-0.40000000000000097,0.0,0.0,-0.23773050549967772,-0.1404637211129245,-0.3781942266126,6.666666666667412e-05,-0.0038333333333333405,-0.010099999999999998,15,15,Away starters out +1
v2_inj_away_plus2,0.0,-0.8000000000000019,0.0,0.0,-0.3962599801351175,-0.3042190577068465,-0.7004790378419619,-0.004899999999999988,-0.0021666666666666614,-0.023399999999999994,15,15,Away starters out +2
v2_inj_home_plus1,0.0,-0.40000000000000097,0.0,0.0,-0.2194233405694348,-0.16666773159174053,-0.38609107216117117,-0.00466666666666666,-0.0005999999999999931,-0.013799999999999998,15,15,Home starters out +1
v2_inj_home_plus2,0.0,-0.8000000000000019,0.0,0.0,-0.4147820556054031,-0.40035838872376023,-0.815140444329162,-0.001766666666666657,-0.00086666666666666,-0.022933333333333326,15,15,Home starters out +2
v2_neutral_site,0.0,0.0,0.0,0.0,-0.0032147869346850653,0.07695603801478039,0.07374125108009982,-0.0010333333333333306,-0.0008666666666666637,0.003066666666666662,15,15,Neutral site
v2_precip_plus25,0.0,0.0,0.0,0.0,0.01761062477501909,0.026109049274148196,0.0437196740491719,-0.0005666666666666671,0.0014000000000000123,-0.0027666666666666616,15,15,Precip +25%
v2_precip_plus50,0.0,0.0,0.0,0.0,0.002180359835677592,0.10024831266239455,0.10242867249807404,-0.0057666666666666665,-0.0077333333333333325,0.0011666666666666566,15,15,Precip +50%
v2_pressure_plus005,0.0,-0.8,0.0,0.0,-0.43999795984618045,-0.37957196450947644,-0.8195699243556528,-0.001499999999999994,-0.00456666666666666,-0.0235,15,15,Home/away pressure +0.05
v2_rest_minus7,-0.15000000000000005,0.0,0.0,0.0,-0.014462357230992968,0.1532100801483253,0.13874772291733659,-0.00529999999999999,-0.005066666666666656,0.001566666666666668,15,15,Home rest -7 days (diff)
v2_rest_plus7,0.15,0.0,0.0,0.0,0.09352325544734512,0.007987384808596213,0.10151064025594395,0.006566666666666673,0.0025666666666666763,0.0006666666666666673,15,15,Home rest +7 days (diff)
v2_sigma_high,0.0,0.0,0.0,0.0,0.09918988399327944,0.0507900753783898,0.14997995937167066,-0.005333333333333324,0.010999999999999994,0.006166666666666672,15,15,High volatility
v2_sigma_low,0.0,0.0,0.0,0.0,-0.00774151424197503,0.11234520754056494,0.1046036932985937,-0.0034999999999999957,-0.006766666666666666,-0.016600000000000004,15,15,Low volatility
v2_spread_home_minus3,3.0,0.0,-3.0,0.0,1.4465042921492377,-1.462069823302317,-0.015565531153076507,0.11083333333333334,-0.0038333333333333258,-0.0027666666666666655,15,15,Spread home -3.0
v2_spread_home_plus3,-3.0,0.0,3.0,0.0,-1.6154296145311984,1.523584196011168,-0.09184541852002846,-0.1227,-0.005333333333333324,0.0010999999999999972,15,15,Spread home +3.0
v2_total_minus3,0.0,-2.62300633219254,0.0,-3.0,-1.2481621322745993,-1.1908345518144066,-2.4389966840890063,-0.0024666666666666595,-0.003433333333333329,0.0178,15,15,Total -3.0
v2_total_plus3,0.0,2.623006332192538,0.0,3.0,1.2628256906985622,1.307105910998753,2.5699316016973177,-0.0018666666666666684,-0.005233333333333338,-0.01399999999999999,15,15,Total +3.0
v2_wind_plus10,0.0,-0.5,0.0,0.0,-0.32744770933613054,-0.208868278689724,-0.5363159880258531,-0.0029000000000000046,-0.005200000000000001,-0.01626666666666666,15,15,Wind +10mph (open)
v2_wind_plus20,0.0,-1.0,0.0,0.0,-0.5240416302023263,-0.49398076730954443,-1.0180223975118683,0.0004333333333333448,-0.0006333333333333265,-0.0283,15,15,Wind +20mph (open)
