stat,n_players,coverage_min_max,baseline_scenario_id,baseline_mae
interceptions,278,0.89568345323741,v2_baseline,0.08510714285714285
pass_attempts,278,0.9064748201438849,v2_baseline,0.9847857142857142
pass_tds,278,0.9028776978417267,v2_baseline,0.10760714285714286
pass_yards,278,0.9136690647482014,v2_baseline,5.691428571428571
rec_tds,278,0.31654676258992803,v2_baseline,0.274
rec_yards,278,0.17985611510791366,v2_baseline,19.75857142857143
receptions,278,0.19424460431654678,v2_baseline,1.5168571428571427
rush_attempts,278,0.6258992805755396,v2_baseline,1.513107142857143
rush_tds,278,0.6870503597122302,v2_baseline,0.12410714285714283
rush_yards,278,0.6258992805755396,v2_baseline,7.604642857142858
targets,278,0.12949640287769784,v2_baseline,2.342
