season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_ref,total_ref,home_points_mean,away_points_mean,total_points_mean,prob_home_win_mc,prob_home_cover_mc,prob_over_total_mc
2025,7,2025_07_ATL_SF,San Francisco 49ers,Atlanta Falcons,6.777820174569404,39.97978371297379,-4.5,45.5,23.50946977123381,16.893158997515236,40.40262876874905,0.7806666666666666,0.6053333333333333,0.3893333333333333
2025,7,2025_07_CAR_NYJ,New York Jets,Carolina Panthers,-3.645043608546532,35.624994128072686,-2.5,45.5,15.653645935034335,19.429223793006013,35.08286972804035,0.348,0.25,0.2866666666666667
2025,7,2025_07_GB_ARI,Arizona Cardinals,Green Bay Packers,-12.847100293063706,54.15340035490797,5.5,45.5,20.80320828019074,33.91895580325525,54.72216408344599,0.04733333333333333,0.17733333333333334,0.7246666666666667
2025,7,2025_07_HOU_SEA,Seattle Seahawks,Houston Texans,-7.5495082890428336,32.775014266794,-2.5,42.5,12.838929487456394,20.307369797533454,33.14629928498985,0.212,0.13866666666666666,0.2793333333333333
2025,7,2025_07_IND_LAC,Los Angeles Chargers,Indianapolis Colts,-4.948594882041364,48.85565967155562,-1.5,47.5,22.074031140696107,26.675066251429886,48.749097392126,0.2846666666666667,0.222,0.5406666666666666
2025,7,2025_07_LA_JAX,Jacksonville Jaguars,Los Angeles Rams,-5.43716004554339,45.048585487766836,3.5,47.5,19.769354701023023,25.229550749333246,44.99890545035627,0.2733333333333333,0.404,0.43533333333333335
2025,7,2025_07_LV_KC,Kansas City Chiefs,Las Vegas Raiders,14.47424037372556,44.13824069086602,-10.5,45.5,28.980073392382483,14.52844939547886,43.508522787861345,0.9386666666666666,0.654,0.45466666666666666
2025,7,2025_07_MIA_CLE,Cleveland Browns,Miami Dolphins,-1.208919825292238,36.229865107534636,-2.5,42.5,17.811349926344555,18.823508766731848,36.6348586930764,0.464,0.364,0.37266666666666665
2025,7,2025_07_NE_TEN,Tennessee Titans,New England Patriots,-1.8573160644952218,26.46840377725324,6.0,43.5,11.846096589312333,13.522592134284448,25.368688723596783,0.42533333333333334,0.69,0.16666666666666666
2025,7,2025_07_NO_CHI,Chicago Bears,New Orleans Saints,20.0,35.08923334334363,-6.0,45.5,27.402403761970422,7.369201219033823,34.77160498100425,0.9866666666666667,0.934,0.284
2025,7,2025_07_NYG_DEN,Denver Broncos,New York Giants,-5.48461776675694,39.739006299646086,-7.5,41.5,17.368373923145647,22.532225050325483,39.900598973471126,0.2853333333333333,0.086,0.4686666666666667
2025,7,2025_07_PHI_MIN,Minnesota Vikings,Philadelphia Eagles,-2.137515606983789,43.72878072113023,2.5,42.5,20.597418230182342,22.541550833765186,43.13896906394753,0.4066666666666667,0.5193333333333333,0.5233333333333333
2025,7,2025_07_PIT_CIN,Cincinnati Bengals,Pittsburgh Steelers,7.905780945866869,32.307082630212236,4.5,43.5,20.311202832124714,12.37006569088344,32.68126852300816,0.806,0.9093333333333333,0.286
2025,7,2025_07_TB_DET,Detroit Lions,Tampa Bay Buccaneers,5.219455992029026,46.52226722985317,-4.5,53.5,26.29616593260073,21.101770830640966,47.397936763241695,0.7326666666666667,0.524,0.36533333333333334
2025,7,2025_07_WAS_DAL,Dallas Cowboys,Washington Commanders,-6.30795776958117,40.81336761753513,2.5,53.5,17.336341990824504,23.721417792435798,41.05775978326031,0.22533333333333333,0.32266666666666666,0.22133333333333333
