season,week,game_id,game_date,home_team,away_team,margin_pred,total_pred,market_spread_home,market_total,margin_actual,total_actual,resid_margin,resid_total,pred_home_cover,act_home_cover,pred_over,act_over,home_score,away_score,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,elo_home_pre,elo_away_pre,home_off_epa,home_def_epa,off_epa_1h_h,off_epa_2h_h,def_epa_1h_h,def_epa_2h_h,home_pace_secs_play,home_pass_rate,home_rush_rate,home_qb_adj,home_sos,away_off_epa,away_def_epa,off_epa_1h_a,off_epa_2h_a,def_epa_1h_a,def_epa_2h_a,away_pace_secs_play,away_pass_rate,away_rush_rate,away_qb_adj,away_sos,close_spread_home,close_total,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site,home_margin,total_points,elo_diff,off_epa_diff,def_epa_diff,pace_secs_play_diff,pass_rate_diff,rush_rate_diff,qb_adj_diff,sos_diff,home_first_half,home_second_half,away_first_half,away_second_half,home_inj_qb_out,home_inj_wr1_out,home_inj_te1_out,home_inj_rb1_out,home_inj_wr_top2_out,home_inj_starters_out,away_inj_qb_out,away_inj_wr1_out,away_inj_te1_out,away_inj_rb1_out,away_inj_wr_top2_out,away_inj_starters_out,inj_qb_out_diff,inj_wr1_out_diff,inj_te1_out_diff,inj_rb1_out_diff,inj_wr_top2_out_diff,inj_starters_out_diff,home_off_ppg,home_def_ppg,home_net_margin,home_rating_games,away_off_ppg,away_def_ppg,away_net_margin,away_rating_games,off_ppg_diff,def_ppg_diff,net_margin_diff,prob_home_win,pred_home_score,pred_away_score,pred_home_q1,pred_home_q2,pred_home_q3,pred_home_q4,pred_home_1h,pred_home_2h,pred_away_q1,pred_away_q2,pred_away_q3,pred_away_q4,pred_away_1h,pred_away_2h,home_win_actual,home_win_pred
2023,1,2023_01_ARI_WAS,2023-09-10,Washington Commanders,Arizona Cardinals,1.2020882490286453,45.02961499827494,,,4.0,36.0,2.7979117509713545,-9.029614998274937,False,False,False,False,20.0,16.0,7.0,3.0,0.0,10.0,3.0,10.0,3.0,0.0,1416.9330764367405,1323.25541597521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,grass,,4.0,36.0,93.67766046153042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,13.0,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.596814432337463,23.115851623651793,21.913763374623144,5.432225131558171,6.125700680267725,5.6633836477946895,5.894542164031207,11.557925811825896,11.557925811825896,5.1497343930364385,5.807147294275134,5.36887202678267,5.588009660528902,10.956881687311572,10.956881687311572,1,1
2023,1,2023_01_BUF_NYJ,2023-09-11,New York Jets,Buffalo Bills,-0.5887858271924248,49.70091353447092,,,6.0,38.0,6.5887858271924244,-11.70091353447092,False,False,False,False,22.0,16.0,0.0,3.0,3.0,10.0,3.0,10.0,0.0,3.0,1313.1805376818504,1660.3537823822285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,artificial,,6.0,38.0,-347.17324470037806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,13.0,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.2592829577367535,24.556063853639248,25.144849680831673,5.770675005605223,6.507356921214401,6.016235644141616,6.2617962826780085,12.278031926819624,12.278031926819624,5.909039674995443,6.663385165420394,6.16048817180376,6.411936668612077,12.572424840415836,12.572424840415836,1,0
2023,1,2023_01_CAR_ATL,2023-09-10,Atlanta Falcons,Carolina Panthers,-2.170862449473077,44.602203134860325,,,14.0,34.0,16.170862449473077,-10.602203134860325,False,False,False,False,24.0,10.0,0.0,7.0,3.0,14.0,0.0,7.0,3.0,0.0,1366.8384639568746,1386.7575669734824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retractable,artificial,,14.0,34.0,-19.919103016607778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,7.0,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5051658161586081,21.215670342693624,23.3865327921667,4.985682530533001,5.622152640813811,5.197839233959938,5.409995937386874,10.607835171346812,10.607835171346812,5.495835206159175,6.197431189924176,5.729700534080842,5.9635658620025085,11.69326639608335,11.69326639608335,1,0
2023,1,2023_01_CIN_CLE,2023-09-10,Cleveland Browns,Cincinnati Bengals,-0.5071306115908383,46.3918507776005,,,21.0,27.0,21.50713061159084,-19.391850777600503,False,False,False,False,24.0,3.0,0.0,10.0,3.0,11.0,0.0,0.0,3.0,0.0,1425.6975191800748,1671.2541645521374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,grass,,21.0,27.0,-245.55664537206258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.32797957457866306,22.942360083004832,23.44949069459567,5.391454619506136,6.07972542199628,5.620878220336184,5.850301821166232,11.471180041502416,11.471180041502416,5.510630313229982,6.214115034067853,5.7451252201759395,5.979620127121896,11.724745347297835,11.724745347297835,1,0
2023,1,2023_01_DAL_NYG,2023-09-10,New York Giants,Dallas Cowboys,-1.1577133125809091,45.74859035565277,,,-40.0,40.0,-38.84228668741909,-5.748590355652773,False,False,False,False,0.0,40.0,0.0,0.0,0.0,0.0,16.0,10.0,7.0,7.0,1384.2855605761258,1586.6595165433891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,artificial,,-40.0,40.0,-202.37395596726333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3598309105284578,22.29543852153593,23.45315183411684,5.239428052560943,5.9082912082070225,5.462382437776303,5.685336822991663,11.147719260767966,11.147719260767966,5.511490681017458,6.215085236040963,5.7460221993586265,5.980553717699794,11.72657591705842,11.72657591705842,0,0
2023,1,2023_01_DET_KC,2023-09-07,Kansas City Chiefs,Detroit Lions,5.4186476531500425,45.574687454445076,,,-1.0,41.0,-6.4186476531500425,-4.574687454445076,False,False,False,False,20.0,21.0,0.0,14.0,3.0,3.0,7.0,0.0,7.0,7.0,1727.0049787091546,1432.4099813563198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,grass,,-1.0,41.0,294.59499735283475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,7.0,14.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.7406514799384417,25.496667553797558,20.07801990064752,5.9917168751424255,6.756616901756353,6.246683550680402,6.501650226218377,12.748333776898779,12.748333776898779,4.718334676652167,5.3206752736715925,4.919114875658642,5.119895074665117,10.03900995032376,10.03900995032376,0,1
2023,1,2023_01_GB_CHI,2023-09-10,Chicago Bears,Green Bay Packers,-0.7232314073468068,46.77845630188073,,,-18.0,58.0,-17.276768592653195,11.22154369811927,False,False,False,False,20.0,38.0,3.0,3.0,8.0,6.0,7.0,3.0,14.0,14.0,1236.9222747854744,1487.7225074051757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,grass,,-18.0,58.0,-250.80023261970132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,10.0,28.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3242106833463408,23.02761244726696,23.75084385461377,5.411488925107736,6.102317298525745,5.641765049580405,5.872041174053075,11.51380622363348,11.51380622363348,5.581448305834235,6.29397362147265,5.818956744380373,6.0564651829265115,11.875421927306885,11.875421927306885,0,0
2023,1,2023_01_HOU_BAL,2023-09-10,Baltimore Ravens,Houston Texans,2.698537078578628,45.65331808397092,,,16.0,34.0,13.301462921421372,-11.653318083970923,False,False,False,False,25.0,9.0,7.0,0.0,15.0,3.0,0.0,6.0,0.0,3.0,1461.2262833247303,1225.189668642034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,grass,,16.0,34.0,236.03661468269638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,6.0,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.7022067086739878,24.175927581274777,21.477390502696146,5.681342981599572,6.4066208090378165,5.92310225741232,6.164861533225069,12.087963790637389,12.087963790637389,5.047186768133594,5.691508483214479,5.261960673160556,5.476734578187517,10.738695251348073,10.738695251348073,1,1
2023,1,2023_01_JAX_IND,2023-09-10,Indianapolis Colts,Jacksonville Jaguars,-2.5666530394181306,45.656107396354535,,,-10.0,52.0,-7.433346960581869,6.343892603645465,False,False,False,False,21.0,31.0,0.0,7.0,14.0,0.0,7.0,7.0,3.0,14.0,1311.025377091395,1423.14114280407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retractable,artificial,,-10.0,52.0,-112.11576571267483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,14.0,17.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4302362864525633,21.544727178468204,24.11138021788633,5.063010886940027,5.709352702294074,5.2784581587247095,5.493905430509392,10.772363589234102,10.772363589234102,5.666174351203288,6.389515757739878,5.907288153382151,6.148401955561015,12.055690108943166,12.055690108943166,0,0
2023,1,2023_01_LA_SEA,2023-09-10,Seattle Seahawks,Los Angeles Rams,1.181376924156449,44.895896034339046,,,-17.0,43.0,-18.18137692415645,-1.8958960343390459,False,False,False,False,13.0,30.0,3.0,10.0,0.0,0.0,7.0,0.0,10.0,13.0,1443.6572603633442,1382.5466201787224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,artificial,,-17.0,43.0,61.11064018462184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0,23.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5709409176807939,23.038636479247746,21.8572595550913,5.41407957262322,6.105238667000653,5.644465937415697,5.874852302208176,11.519318239623873,11.519318239623873,5.136455995446455,5.792173782099195,5.355028590997368,5.573601186548282,10.92862977754565,10.92862977754565,0,1
