season,week,game_id,home_team,away_team,drive_no,quarter,poss_side,poss_team,drive_sec_mean,drive_sec_p25,drive_sec_p75,drive_pts_mean,p_drive_score,p_drive_fg,p_drive_td,p_drive_safety,p_drive_punt,p_drive_int,p_drive_fumble,p_drive_downs,p_drive_missed_fg,p_drive_end_half,drive_outcome_mode,home_score_mean,away_score_mean,home_score_drive_mean,away_score_drive_mean,p_home_lead,p_tie,p_away_lead,drives_home,drives_away,drives_total
2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,1,1,away,Los Angeles Rams,160.61186937778905,69.17431802104562,211.24706315866595,1.6756666666666666,0.312,0.15333333333333332,0.14666666666666667,0.007666666666666666,0.43133333333333335,0.057666666666666665,0.023,0.033666666666666664,0.056666666666666664,0.09766666666666667,FG,0.0,1.6756666666666666,0.0,1.6756666666666666,0.0,0.688,0.312,10,12,22
2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,2,1,home,Chicago Bears,171.45848253171147,74.96599515819298,226.31630705917846,3.2,0.49933333333333335,0.18766666666666668,0.2956666666666667,0.009666666666666667,0.31566666666666665,0.04766666666666667,0.014,0.02033333333333333,0.037333333333333336,0.08166666666666667,TD,3.2,1.6756666666666666,3.2,0.0,0.407,0.38866666666666666,0.20433333333333334,10,12,22
2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,3,1,away,Los Angeles Rams,158.38053409103003,69.43886965913185,206.18710688468585,1.6853333333333333,0.31366666666666665,0.15366666666666667,0.146,0.010333333333333333,0.43833333333333335,0.058333333333333334,0.023666666666666666,0.03266666666666666,0.04666666666666667,0.10066666666666667,FG,3.2,3.361,0.0,1.6853333333333333,0.339,0.29733333333333334,0.3636666666666667,10,12,22
2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,4,1,home,Chicago Bears,168.52870519152805,75.20252589399787,223.818754094257,3.259,0.5066666666666667,0.19033333333333333,0.2986666666666667,0.010666666666666666,0.32466666666666666,0.034,0.017666666666666667,0.021,0.037333333333333336,0.07633333333333334,TD,6.459,3.361,3.259,0.0,0.568,0.183,0.249,10,12,22
2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,5,1,away,Los Angeles Rams,158.64152745480456,67.14632167711027,210.9031936904025,1.6406666666666667,0.30566666666666664,0.14666666666666667,0.14366666666666666,0.012666666666666666,0.43366666666666664,0.06333333333333334,0.02,0.039,0.04766666666666667,0.106,FG,6.459,5.001666666666667,0.0,1.6406666666666667,0.501,0.15066666666666667,0.34833333333333333,10,12,22
2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,6,1,home,Chicago Bears,170.35829693248635,75.03489971368083,220.47034890023153,2.9206666666666665,0.4666666666666667,0.181,0.269,0.011333333333333334,0.3416666666666667,0.03933333333333333,0.018666666666666668,0.029333333333333333,0.035666666666666666,0.08533333333333333,TD,9.379666666666667,5.001666666666667,2.9206666666666665,0.0,0.6436666666666667,0.10333333333333333,0.253,10,12,22
2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,7,2,away,Los Angeles Rams,164.32084974277262,71.52941007532979,218.7305990652727,2.2936666666666667,0.393,0.164,0.208,0.013,0.383,0.056,0.018333333333333333,0.035,0.038,0.09766666666666667,TD,9.379666666666667,7.295333333333334,0.0,2.2936666666666667,0.552,0.08633333333333333,0.3616666666666667,10,12,22
2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,8,2,home,Chicago Bears,171.86988418688853,74.35400725398088,227.75243964143715,2.7936666666666667,0.45166666666666666,0.18,0.2613333333333333,0.008,0.3473333333333333,0.045,0.018333333333333333,0.03,0.03766666666666667,0.08033333333333334,TD,12.173333333333334,7.295333333333334,2.7936666666666667,0.0,0.6606666666666666,0.058666666666666666,0.2806666666666667,10,12,22
2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,9,2,away,Los Angeles Rams,164.92981986323716,69.79158831175165,220.46594351412057,2.332,0.4033333333333333,0.17633333333333334,0.20866666666666667,0.011666666666666667,0.38133333333333336,0.051,0.018666666666666668,0.029,0.04933333333333333,0.08566666666666667,TD,12.173333333333334,9.627333333333333,0.0,2.332,0.5696666666666667,0.059666666666666666,0.37066666666666664,10,12,22
2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,10,2,home,Chicago Bears,171.911486145621,75.87990674471233,220.25238826038614,2.732666666666667,0.4603333333333333,0.19666666666666666,0.25066666666666665,0.008666666666666666,0.32866666666666666,0.043333333333333335,0.015,0.033666666666666664,0.046,0.086,TD,14.906,9.627333333333333,2.732666666666667,0.0,0.666,0.047,0.287,10,12,22
