season,week,scenario_id,scenario_label,game_id,home_team,away_team,scenario_applies,delta_pred_margin,delta_pred_total,delta_spread_ref,delta_total_ref,delta_home_points_mean,delta_away_points_mean,delta_total_points_mean,delta_prob_home_win_mc,delta_prob_home_cover_mc,delta_prob_over_total_mc
2025,20,gs_baseline,Baseline (game-state set),2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,20,gs_baseline,Baseline (game-state set),2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,20,gs_baseline,Baseline (game-state set),2025_20_NEW ENGLAND PATRIOTS_HOUSTON TEXANS,New England Patriots,Houston Texans,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,20,gs_baseline,Baseline (game-state set),2025_20_SEATTLE SEAHAWKS_SAN FRANCISCO 49ERS,Seattle Seahawks,San Francisco 49ers,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,20,gs_blowout_low_var,Likely blowout (|spread|>=10): lower volatility,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,0,0.0,0.0,0.0,0.0,-0.10341178645922966,0.6617648982255204,0.5583531117662872,-0.08333333333333337,-0.04166666666666674,0.08333333333333337
2025,20,gs_blowout_low_var,Likely blowout (|spread|>=10): lower volatility,2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,0,0.0,0.0,0.0,0.0,0.24504874789626285,-2.6590188632955645,-2.4139701153992874,0.08333333333333337,0.1166666666666667,-0.008333333333333415
2025,20,gs_blowout_low_var,Likely blowout (|spread|>=10): lower volatility,2025_20_NEW ENGLAND PATRIOTS_HOUSTON TEXANS,New England Patriots,Houston Texans,0,0.0,0.0,0.0,0.0,0.7161271198916026,-1.0981875931271432,-0.3820604732355335,0.04166666666666663,0.058333333333333404,0.033333333333333326
2025,20,gs_blowout_low_var,Likely blowout (|spread|>=10): lower volatility,2025_20_SEATTLE SEAHAWKS_SAN FRANCISCO 49ERS,Seattle Seahawks,San Francisco 49ers,0,0.0,0.0,0.0,0.0,-1.6978628072329052,-1.6165675003482285,-3.3144303075811408,-0.008333333333333304,-0.05833333333333335,-0.016666666666666607
2025,20,gs_close_high_var,Close game (|spread|<=3): higher volatility,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,0,0.0,0.0,0.0,0.0,0.35344036538151613,0.46560389357216536,0.8190442589536815,-0.08333333333333337,-0.033333333333333326,0.07499999999999996
2025,20,gs_close_high_var,Close game (|spread|<=3): higher volatility,2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,1,0.0,0.0,0.0,0.0,-0.7489999673970651,-1.4321494402435029,-2.1811494076405538,-0.07499999999999996,0.016666666666666663,-0.05833333333333335
2025,20,gs_close_high_var,Close game (|spread|<=3): higher volatility,2025_20_NEW ENGLAND PATRIOTS_HOUSTON TEXANS,New England Patriots,Houston Texans,1,0.0,0.0,0.0,0.0,-0.8891216347971529,-0.1966881288938609,-1.0858097636910102,-0.08333333333333337,-0.024999999999999967,-0.09166666666666667
2025,20,gs_close_high_var,Close game (|spread|<=3): higher volatility,2025_20_SEATTLE SEAHAWKS_SAN FRANCISCO 49ERS,Seattle Seahawks,San Francisco 49ers,0,0.0,0.0,0.0,0.0,0.483373463638042,-0.30384190970450575,0.17953155393353626,0.033333333333333326,0.05833333333333335,0.05833333333333335
2025,20,gs_dog_chasing,"Big underdog (spread>=+7): chase mode (total +1.5, margin -1)",2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,0,0.0,0.0,0.0,0.0,-0.21312097990673706,-0.932168975327734,-1.1452899552344746,-0.050000000000000044,0.04166666666666663,0.0
2025,20,gs_dog_chasing,"Big underdog (spread>=+7): chase mode (total +1.5, margin -1)",2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,0,0.0,0.0,0.0,0.0,-1.7254130372163026,-1.810974825900761,-3.5363878631170493,-0.04999999999999993,-0.016666666666666663,-0.04166666666666674
2025,20,gs_dog_chasing,"Big underdog (spread>=+7): chase mode (total +1.5, margin -1)",2025_20_NEW ENGLAND PATRIOTS_HOUSTON TEXANS,New England Patriots,Houston Texans,0,0.0,0.0,0.0,0.0,0.776933665202673,0.7226031933884407,1.4995368585911137,-0.01666666666666672,-0.04999999999999999,0.008333333333333415
2025,20,gs_dog_chasing,"Big underdog (spread>=+7): chase mode (total +1.5, margin -1)",2025_20_SEATTLE SEAHAWKS_SAN FRANCISCO 49ERS,Seattle Seahawks,San Francisco 49ers,0,0.0,0.0,0.0,0.0,-0.09204438018022998,0.18722253287057455,0.09517815269034458,-0.033333333333333326,-0.025000000000000022,-0.008333333333333304
2025,20,gs_fav_runs_clock,"Big favorite (spread<=-7): clock-kill (total -1.5, margin +1)",2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,0,0.0,0.0,0.0,0.0,-0.5740002348836342,-0.2256209352817038,-0.7996211701653451,-0.025000000000000022,0.008333333333333304,-0.008333333333333304
2025,20,gs_fav_runs_clock,"Big favorite (spread<=-7): clock-kill (total -1.5, margin +1)",2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,0,0.0,0.0,0.0,0.0,-1.5799974116772475,-1.8880346959991456,-3.468032107676372,-0.033333333333333326,0.0,-0.10833333333333339
2025,20,gs_fav_runs_clock,"Big favorite (spread<=-7): clock-kill (total -1.5, margin +1)",2025_20_NEW ENGLAND PATRIOTS_HOUSTON TEXANS,New England Patriots,Houston Texans,0,0.0,0.0,0.0,0.0,-0.07919432151676631,-0.05961156207754925,-0.13880588359430845,-0.033333333333333326,-0.033333333333333326,0.033333333333333326
2025,20,gs_fav_runs_clock,"Big favorite (spread<=-7): clock-kill (total -1.5, margin +1)",2025_20_SEATTLE SEAHAWKS_SAN FRANCISCO 49ERS,Seattle Seahawks,San Francisco 49ers,1,1.0,-1.3115031660962728,0.0,0.0,-1.3515697687988428,-2.698982365685538,-4.050552134484391,0.04166666666666663,0.08333333333333337,-0.05833333333333335
2025,20,gs_grinder_pace_down,Low-total games (total<=41): pace down -2 points,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,0,0.0,0.0,0.0,0.0,0.11985442679269909,1.3371472262930766,1.4570016530857686,-0.125,-0.050000000000000044,0.125
2025,20,gs_grinder_pace_down,Low-total games (total<=41): pace down -2 points,2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,0,0.0,0.0,0.0,0.0,-0.7195246876696473,-0.8876678736822186,-1.6071925613518445,0.0,0.05833333333333335,-0.04166666666666674
2025,20,gs_grinder_pace_down,Low-total games (total<=41): pace down -2 points,2025_20_NEW ENGLAND PATRIOTS_HOUSTON TEXANS,New England Patriots,Houston Texans,1,0.0,-1.748670888128359,0.0,0.0,-0.957604955186234,-0.6867529781040709,-1.6443579332903084,-0.07499999999999996,-0.06666666666666665,0.008333333333333415
2025,20,gs_grinder_pace_down,Low-total games (total<=41): pace down -2 points,2025_20_SEATTLE SEAHAWKS_SAN FRANCISCO 49ERS,Seattle Seahawks,San Francisco 49ers,0,0.0,0.0,0.0,0.0,-2.1033905874737364,-1.049668102677046,-3.153058690150793,-0.05833333333333335,-0.033333333333333326,-0.025000000000000022
2025,20,gs_outdoor_weather_drag,Outdoors + windy (roof_open=1 & wind_open>=15): total -2,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,0,0.0,0.0,0.0,0.0,-0.43433599361221553,0.026064474790359782,-0.40827151882184864,-0.050000000000000044,-0.04166666666666674,0.0
2025,20,gs_outdoor_weather_drag,Outdoors + windy (roof_open=1 & wind_open>=15): total -2,2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,0,0.0,0.0,0.0,0.0,-1.6196761528782346,-1.025995733633298,-2.645671886511529,-0.06666666666666665,-0.033333333333333326,-0.05833333333333335
2025,20,gs_outdoor_weather_drag,Outdoors + windy (roof_open=1 & wind_open>=15): total -2,2025_20_NEW ENGLAND PATRIOTS_HOUSTON TEXANS,New England Patriots,Houston Texans,0,0.0,0.0,0.0,0.0,-0.42218988181984685,0.26069976766873637,-0.16149011415110692,-0.06666666666666665,-0.07499999999999996,-0.04166666666666663
2025,20,gs_outdoor_weather_drag,Outdoors + windy (roof_open=1 & wind_open>=15): total -2,2025_20_SEATTLE SEAHAWKS_SAN FRANCISCO 49ERS,Seattle Seahawks,San Francisco 49ers,0,0.0,0.0,0.0,0.0,-0.415377581400584,-0.9644994207010811,-1.3798770021016793,0.008333333333333304,0.008333333333333415,0.04166666666666674
2025,20,gs_shootout_pace_up,High-total games (total>=48): pace up +2 points,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,1,0.0,1.748670888128359,0.0,0.0,1.007441720054441,2.5970857876566633,3.6045275077111043,-0.1166666666666667,-0.01666666666666672,0.18333333333333335
2025,20,gs_shootout_pace_up,High-total games (total>=48): pace up +2 points,2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,0,0.0,0.0,0.0,0.0,-0.9696193596581608,-0.2828018952188849,-1.2524212548770208,-0.09999999999999998,-0.024999999999999967,0.04999999999999993
2025,20,gs_shootout_pace_up,High-total games (total>=48): pace up +2 points,2025_20_NEW ENGLAND PATRIOTS_HOUSTON TEXANS,New England Patriots,Houston Texans,0,0.0,0.0,0.0,0.0,-0.16230598622725267,-0.6712536544723342,-0.8335596406995904,0.008333333333333304,0.00833333333333336,-0.04166666666666663
2025,20,gs_shootout_pace_up,High-total games (total>=48): pace up +2 points,2025_20_SEATTLE SEAHAWKS_SAN FRANCISCO 49ERS,Seattle Seahawks,San Francisco 49ers,0,0.0,0.0,0.0,0.0,0.5540708000588452,-0.2197504339888674,0.3343203660699672,-0.050000000000000044,-0.025000000000000022,0.06666666666666665
2025,20,gs_strong_defenses_under,Both defenses strong (home_def_ppg<=20 & away_def_ppg<=20): total -2,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,0,0.0,0.0,0.0,0.0,-0.3566371674234823,0.23201150221031952,-0.12462566521316631,-0.06666666666666676,-0.01666666666666672,0.04999999999999993
2025,20,gs_strong_defenses_under,Both defenses strong (home_def_ppg<=20 & away_def_ppg<=20): total -2,2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,1,0.0,-1.748670888128359,0.0,0.0,-2.332975574467408,-2.646739562891341,-4.979715137358731,-0.05833333333333324,-0.033333333333333326,-0.07500000000000007
