scenario_id,scenario_label,season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_home,close_spread_home,total,close_total,wind_open,wx_wind_mph,wx_precip_pct,wx_temp_f,roof_closed_flag,roof_open_flag,neutral_site_flag,rest_days_diff,elo_diff,net_margin_diff,home_inj_starters_out,away_inj_starters_out,home_def_ppg,away_def_ppg,home_def_sack_rate_ema,away_def_sack_rate_ema,home_def_sack_rate,away_def_sack_rate,scenario_applies,scenario_wind_open_add_mph,scenario_wx_precip_add_pct,scenario_wx_temp_add_f,scenario_home_inj_starters_add,scenario_away_inj_starters_add,scenario_neutral_site_flag,scenario_rest_days_diff_add,scenario_elo_diff_add,scenario_net_margin_diff_add,scenario_home_def_sack_rate_add,scenario_away_def_sack_rate_add,scenario_spread_home_add,scenario_total_add,scenario_pred_margin_add,scenario_pred_total_add,scenario_ats_sigma_override,scenario_total_sigma_override,scenario_apply_when_mode,scenario_apply_when
gs_baseline,Baseline (game-state set),2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,2.5813408,53.55889819428282,4.5,3.5,48.5,48.5,,,,,0,1,0,0.0,0.0,-3.9179327371752244,0.0,0.0,25.70243218461819,28.173515540378418,0.05693252053302279,0.0693533791307403,0.055813953488372,0.0694050991501416,1,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
gs_baseline,Baseline (game-state set),2025,20,2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,1.125791,53.02479454277432,-1.5,-1.5,45.5,45.5,,,,,0,1,0,0.0,0.0,1.934457572377232,2.0,1.0,9.669046971944141,19.080106104035735,0.09879844488618557,0.06632750422357508,0.097841726618705,0.0651408450704225,1,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
gs_baseline,Baseline (game-state set),2025,20,2025_20_NEW ENGLAND PATRIOTS_HOUSTON TEXANS,New England Patriots,Houston Texans,3.0816567,46.667477271093055,-3.0,-3.0,40.5,40.5,,,,,0,1,0,0.0,0.0,0.6604999529424518,0.0,1.0,6.788397812024607,13.580552990566646,0.06192294386719833,0.07686210573122702,0.0645669291338582,0.0772727272727272,1,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
gs_baseline,Baseline (game-state set),2025,20,2025_20_SEATTLE SEAHAWKS_SAN FRANCISCO 49ERS,Seattle Seahawks,San Francisco 49ers,9.70981,51.745177282006,-7.0,-7.0,45.5,45.5,,,,,0,1,0,0.0,0.0,9.327452616801649,0.0,0.0,8.597118610866175,19.68896844716966,0.06767266082141866,0.031284590233724936,0.0677233429394812,0.0313432835820895,1,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
gs_blowout_low_var,Likely blowout (|spread|>=10): lower volatility,2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,2.5813408,53.55889819428282,4.5,3.5,48.5,48.5,,,,,0,1,0,0.0,0.0,-3.9179327371752244,0.0,0.0,25.70243218461819,28.173515540378418,0.05693252053302279,0.0693533791307403,0.055813953488372,0.0694050991501416,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,all,"[{""field"": ""abs_spread_home"", ""op"": ""ge"", ""value"": 10}]"
gs_blowout_low_var,Likely blowout (|spread|>=10): lower volatility,2025,20,2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,1.125791,53.02479454277432,-1.5,-1.5,45.5,45.5,,,,,0,1,0,0.0,0.0,1.934457572377232,2.0,1.0,9.669046971944141,19.080106104035735,0.09879844488618557,0.06632750422357508,0.097841726618705,0.0651408450704225,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,all,"[{""field"": ""abs_spread_home"", ""op"": ""ge"", ""value"": 10}]"
gs_blowout_low_var,Likely blowout (|spread|>=10): lower volatility,2025,20,2025_20_NEW ENGLAND PATRIOTS_HOUSTON TEXANS,New England Patriots,Houston Texans,3.0816567,46.667477271093055,-3.0,-3.0,40.5,40.5,,,,,0,1,0,0.0,0.0,0.6604999529424518,0.0,1.0,6.788397812024607,13.580552990566646,0.06192294386719833,0.07686210573122702,0.0645669291338582,0.0772727272727272,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,all,"[{""field"": ""abs_spread_home"", ""op"": ""ge"", ""value"": 10}]"
gs_blowout_low_var,Likely blowout (|spread|>=10): lower volatility,2025,20,2025_20_SEATTLE SEAHAWKS_SAN FRANCISCO 49ERS,Seattle Seahawks,San Francisco 49ers,9.70981,51.745177282006,-7.0,-7.0,45.5,45.5,,,,,0,1,0,0.0,0.0,9.327452616801649,0.0,0.0,8.597118610866175,19.68896844716966,0.06767266082141866,0.031284590233724936,0.0677233429394812,0.0313432835820895,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,all,"[{""field"": ""abs_spread_home"", ""op"": ""ge"", ""value"": 10}]"
gs_close_high_var,Close game (|spread|<=3): higher volatility,2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,2.5813408,53.55889819428282,4.5,3.5,48.5,48.5,,,,,0,1,0,0.0,0.0,-3.9179327371752244,0.0,0.0,25.70243218461819,28.173515540378418,0.05693252053302279,0.0693533791307403,0.055813953488372,0.0694050991501416,0,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,all,"[{""field"": ""abs_spread_home"", ""op"": ""le"", ""value"": 3}]"
gs_close_high_var,Close game (|spread|<=3): higher volatility,2025,20,2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,1.125791,53.02479454277432,-1.5,-1.5,45.5,45.5,,,,,0,1,0,0.0,0.0,1.934457572377232,2.0,1.0,9.669046971944141,19.080106104035735,0.09879844488618557,0.06632750422357508,0.097841726618705,0.0651408450704225,1,0.0,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,all,"[{""field"": ""abs_spread_home"", ""op"": ""le"", ""value"": 3}]"
