scenario_id,scenario_label,season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_ref,total_ref,home_points_mean,away_points_mean,total_points_mean,prob_home_win_mc,prob_home_cover_mc,prob_over_total_mc,scenario_wind_open_add_mph,scenario_wx_precip_add_pct,scenario_wx_temp_add_f,scenario_home_inj_starters_add,scenario_away_inj_starters_add,scenario_neutral_site_flag,scenario_sim_market_blend_margin,scenario_sim_market_blend_total
gs_baseline,Baseline (game-state set),2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,2.267906181025982,52.27674632522336,3.5,48.5,26.944002834645524,24.500978533255616,51.44498136790114,0.6416666666666667,0.7416666666666667,0.5583333333333333,0.0,0.0,0.0,0,0,,,
gs_baseline,Baseline (game-state set),2025,20,2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,1.2805476057901786,49.293968390376726,-1.5,45.5,26.0615034265598,25.508423585843378,51.56992701240316,0.575,0.475,0.6416666666666667,0.0,0.0,0.0,0,0,,,
gs_baseline,Baseline (game-state set),2025,20,2025_20_NEW ENGLAND PATRIOTS_HOUSTON TEXANS,New England Patriots,Houston Texans,3.134496696235396,44.41105967573954,-3.0,40.5,23.64744227369232,21.28385966467314,44.93130193836546,0.625,0.49166666666666664,0.6333333333333333,0.0,0.0,0.0,0,0,,,
gs_baseline,Baseline (game-state set),2025,20,2025_20_SEATTLE SEAHAWKS_SAN FRANCISCO 49ERS,Seattle Seahawks,San Francisco 49ers,10.456006209344132,49.88598060816984,-7.0,45.5,30.46532452802361,20.530303404443448,50.995627932467066,0.875,0.6333333333333333,0.6,0.0,0.0,0.0,0,0,,,
gs_blowout_low_var,Likely blowout (|spread|>=10): lower volatility,2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,2.267906181025982,52.27674632522336,3.5,48.5,26.840591048186294,25.162743431481136,52.00333447966743,0.5583333333333333,0.7,0.6416666666666667,0.0,0.0,0.0,0,0,,,
gs_blowout_low_var,Likely blowout (|spread|>=10): lower volatility,2025,20,2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,1.2805476057901786,49.293968390376726,-1.5,45.5,26.306552174456062,22.849404722547813,49.155956897003875,0.6583333333333333,0.5916666666666667,0.6333333333333333,0.0,0.0,0.0,0,0,,,
gs_blowout_low_var,Likely blowout (|spread|>=10): lower volatility,2025,20,2025_20_NEW ENGLAND PATRIOTS_HOUSTON TEXANS,New England Patriots,Houston Texans,3.134496696235396,44.41105967573954,-3.0,40.5,24.363569393583923,20.185672071545998,44.549241465129924,0.6666666666666666,0.55,0.6666666666666666,0.0,0.0,0.0,0,0,,,
gs_blowout_low_var,Likely blowout (|spread|>=10): lower volatility,2025,20,2025_20_SEATTLE SEAHAWKS_SAN FRANCISCO 49ERS,Seattle Seahawks,San Francisco 49ers,10.456006209344132,49.88598060816984,-7.0,45.5,28.767461720790706,18.91373590409522,47.681197624885925,0.8666666666666667,0.575,0.5833333333333334,0.0,0.0,0.0,0,0,,,
gs_close_high_var,Close game (|spread|<=3): higher volatility,2025,20,2025_20_CHICAGO BEARS_LOS ANGELES RAMS,Chicago Bears,Los Angeles Rams,2.267906181025982,52.27674632522336,3.5,48.5,27.29744320002704,24.96658242682778,52.264025626854824,0.5583333333333333,0.7083333333333334,0.6333333333333333,0.0,0.0,0.0,0,0,,,
gs_close_high_var,Close game (|spread|<=3): higher volatility,2025,20,2025_20_DENVER BRONCOS_BUFFALO BILLS,Denver Broncos,Buffalo Bills,1.2805476057901786,49.293968390376726,-1.5,45.5,25.312503459162734,24.076274145599875,49.38877760476261,0.5,0.49166666666666664,0.5833333333333334,0.0,0.0,0.0,0,0,,,
