week,n_games,acc_home_win,acc_spread_cover,acc_over_under,mae_margin,mae_total,home_pred_rate,acc_pred_home,acc_pred_away,acc_actual_home,acc_actual_away
1,16,0.625,0.0,1.0,7.383054319769144,11.487432956695557,0.4375,0.7142857142857143,0.5555555555555556,0.5555555555555556,0.7142857142857143
2,16,0.75,,,11.049682587385178,11.201941728591919,0.5625,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.6666666666666666
3,16,0.625,0.5625,0.6875,11.728982236236334,9.975273132324219,0.625,0.8,0.3333333333333333,0.6666666666666666,0.5
4,16,0.625,0.5,0.5625,9.590165574103594,9.706653594970703,0.5625,0.7777777777777778,0.42857142857142855,0.6363636363636364,0.6
5,14,0.5,0.5,0.42857142857142855,14.592466575758797,11.59794534955706,0.5,0.2857142857142857,0.7142857142857143,0.5,0.5
6,15,0.4,0.5333333333333333,0.7333333333333333,13.577219156424205,8.98819808959961,0.5333333333333333,0.5,0.2857142857142857,0.4444444444444444,0.3333333333333333
7,15,0.7333333333333333,0.5333333333333333,0.6,13.472990401585896,12.506835174560546,0.4666666666666667,0.8571428571428571,0.625,0.6666666666666666,0.8333333333333334
8,13,0.6153846153846154,0.3076923076923077,0.6923076923076923,15.93111414863513,8.27709462092473,0.6923076923076923,0.6666666666666666,0.5,0.75,0.4
9,14,0.5,0.5,0.5,12.682112514972687,11.472222191946846,0.6428571428571429,0.3333333333333333,0.8,0.75,0.4
10,14,0.5714285714285714,0.6428571428571429,0.6428571428571429,10.990294924804143,13.742383139474052,0.8571428571428571,0.5833333333333334,0.5,0.875,0.16666666666666666
11,15,0.6,0.2,0.6,12.396000617742539,10.729563903808593,0.5333333333333333,0.625,0.5714285714285714,0.625,0.5714285714285714
12,14,0.5714285714285714,0.5714285714285714,0.5,11.541095852851868,10.274993624006,0.5,0.7142857142857143,0.42857142857142855,0.5555555555555556,0.6
13,16,0.625,0.5,0.625,11.305764861404896,10.549392461776733,0.625,0.6,0.6666666666666666,0.75,0.5
14,14,0.42857142857142855,0.2857142857142857,0.42857142857142855,15.565600301538195,12.169596535818917,0.5714285714285714,0.375,0.5,0.5,0.375
15,16,0.6875,0.4375,0.5,8.144305417314172,15.996583223342896,0.6875,0.7272727272727273,0.6,0.8,0.5
16,16,0.4375,0.5625,0.5,13.859108436852694,13.867116212844849,0.4375,0.2857142857142857,0.5555555555555556,0.3333333333333333,0.5
17,16,0.5625,0.5625,0.4375,11.988296080380678,12.776942253112793,0.3125,0.4,0.6363636363636364,0.3333333333333333,0.7
