season,week,game_id,home_team,away_team,drive_no,quarter,poss_side,poss_team,drive_sec_mean,drive_sec_p25,drive_sec_p75,drive_pts_mean,p_drive_score,p_drive_fg,p_drive_td,p_drive_safety,p_drive_punt,p_drive_int,p_drive_fumble,p_drive_downs,p_drive_missed_fg,p_drive_end_half,drive_outcome_mode,home_score_mean,away_score_mean,home_score_drive_mean,away_score_drive_mean,p_home_lead,p_tie,p_away_lead,drives_home,drives_away,drives_total
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,1,1,away,Arizona Cardinals,159.37193464576777,66.71332501671907,205.3454613905769,1.4873333333333334,0.2813333333333333,0.12466666666666666,0.13133333333333333,0.019333333333333334,0.4826666666666667,0.06266666666666666,0.016,0.038,0.048,0.09666666666666666,TD,0.0,1.4873333333333334,0.0,1.4873333333333334,0.0,0.7186666666666667,0.2813333333333333,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,2,1,home,Dallas Cowboys,159.24797388300155,69.14273336999818,211.34273469672755,2.498,0.418,0.17333333333333334,0.22733333333333333,0.012,0.37266666666666665,0.046,0.023333333333333334,0.037333333333333336,0.04133333333333333,0.07866666666666666,TD,2.498,1.4873333333333334,2.498,0.0,0.352,0.4633333333333333,0.18466666666666667,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,3,1,away,Arizona Cardinals,155.11748104436785,67.66498015400946,202.12683272869782,1.456,0.2906666666666667,0.12933333333333333,0.12533333333333332,0.03133333333333333,0.44733333333333336,0.06,0.021333333333333333,0.043333333333333335,0.06266666666666666,0.11066666666666666,FG,2.498,2.9433333333333334,0.0,1.456,0.2926666666666667,0.35333333333333333,0.354,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,4,1,home,Dallas Cowboys,169.299862582453,73.5617649015492,221.69999354388148,2.334,0.41,0.176,0.21,0.018666666666666668,0.38133333333333336,0.046,0.019333333333333334,0.032,0.04666666666666667,0.08866666666666667,TD,4.832,2.9433333333333334,2.334,0.0,0.494,0.25666666666666665,0.24933333333333332,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,5,1,away,Arizona Cardinals,157.75860594433763,72.11066240309668,206.96268281270665,1.3866666666666667,0.26866666666666666,0.124,0.12,0.020666666666666667,0.4666666666666667,0.06,0.023333333333333334,0.03333333333333333,0.05333333333333334,0.11933333333333333,No score,4.832,4.33,0.0,1.3866666666666667,0.428,0.21,0.362,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,6,2,home,Dallas Cowboys,157.86059494781006,68.76901076118679,204.22655661968605,2.1513333333333335,0.374,0.15666666666666668,0.194,0.010666666666666666,0.4046666666666667,0.056,0.012666666666666666,0.03,0.048666666666666664,0.09733333333333333,TD,6.983333333333333,4.33,2.1513333333333335,0.0,0.5633333333333334,0.152,0.2846666666666667,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,7,2,away,Arizona Cardinals,160.55696421177743,68.71539745859667,204.74112141238302,1.4446666666666668,0.2846666666666667,0.13,0.128,0.018666666666666668,0.45266666666666666,0.056666666666666664,0.027333333333333334,0.037333333333333336,0.04733333333333333,0.12066666666666667,FG,6.983333333333333,5.774666666666667,0.0,1.4446666666666668,0.488,0.144,0.368,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,8,2,home,Dallas Cowboys,162.29148503103966,71.11313098325654,209.38438461435862,2.174,0.37466666666666665,0.148,0.20266666666666666,0.018666666666666668,0.41333333333333333,0.04666666666666667,0.019333333333333334,0.030666666666666665,0.037333333333333336,0.102,TD,9.157333333333334,5.774666666666667,2.174,0.0,0.6086666666666667,0.108,0.2833333333333333,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,9,2,away,Arizona Cardinals,152.39395751859692,67.9826883935001,197.50701852676917,1.334,0.27266666666666667,0.13733333333333334,0.10733333333333334,0.02266666666666667,0.44866666666666666,0.06666666666666667,0.018666666666666668,0.035333333333333335,0.062,0.124,No score,9.157333333333334,7.108666666666666,0.0,1.334,0.55,0.102,0.348,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,10,2,home,Dallas Cowboys,159.2660514444088,72.03287315866757,202.97994952285256,2.1126666666666667,0.37533333333333335,0.15133333333333332,0.19933333333333333,0.02,0.4046666666666667,0.05466666666666667,0.015333333333333332,0.043333333333333335,0.043333333333333335,0.088,TD,11.27,7.108666666666666,2.1126666666666667,0.0,0.646,0.07933333333333334,0.27466666666666667,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,11,3,away,Arizona Cardinals,160.75925689200656,69.29418482909794,211.65360446741255,1.7446666666666666,0.336,0.14333333333333334,0.15333333333333332,0.03266666666666666,0.43066666666666664,0.052,0.026,0.04,0.048,0.10666666666666667,TD,11.27,8.853333333333333,0.0,1.7446666666666666,0.56,0.08066666666666666,0.35933333333333334,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,12,3,home,Dallas Cowboys,166.13327628970356,72.30864025630753,215.4716763612323,2.3993333333333333,0.4106666666666667,0.17466666666666666,0.214,0.017333333333333333,0.382,0.04,0.024666666666666667,0.03,0.04933333333333333,0.08533333333333333,TD,13.669333333333332,8.853333333333333,2.3993333333333333,0.0,0.664,0.06933333333333333,0.26666666666666666,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,13,3,away,Arizona Cardinals,158.87645616582324,63.085557898608435,212.05044162180062,1.6173333333333333,0.31333333333333335,0.138,0.14066666666666666,0.025333333333333333,0.4493333333333333,0.068,0.02,0.03933333333333333,0.048666666666666664,0.096,TD,13.669333333333332,10.470666666666666,0.0,1.6173333333333333,0.598,0.06933333333333333,0.33266666666666667,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,14,3,home,Dallas Cowboys,163.21022695328676,72.4188768831439,215.10375713275033,2.39,0.4066666666666667,0.16733333333333333,0.212,0.018,0.392,0.05333333333333334,0.012666666666666666,0.030666666666666665,0.036,0.096,TD,16.059333333333335,10.470666666666666,2.39,0.0,0.7006666666666667,0.05333333333333334,0.246,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,15,3,away,Arizona Cardinals,152.4279015200379,64.9807193519587,199.6317502156312,1.3826666666666667,0.2793333333333333,0.134,0.114,0.02266666666666667,0.454,0.05533333333333333,0.025333333333333333,0.03866666666666667,0.051333333333333335,0.12733333333333333,No score,16.059333333333335,11.853333333333333,0.0,1.3826666666666667,0.656,0.056,0.288,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,16,4,home,Dallas Cowboys,165.63995830608928,72.52727303157056,219.01282951693855,1.812,0.328,0.14333333333333334,0.164,0.016,0.414,0.059333333333333335,0.027333333333333334,0.04133333333333333,0.050666666666666665,0.1,TD,17.871333333333332,11.853333333333333,1.812,0.0,0.7213333333333334,0.051333333333333335,0.22733333333333333,10,10,20
2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,17,4,away,Arizona Cardinals,152.77803680966355,65.48802859427491,201.56591268085884,1.4633333333333334,0.286,0.12533333333333332,0.126,0.029333333333333333,0.464,0.06333333333333334,0.021333333333333333,0.04,0.04133333333333333,0.11866666666666667,TD,17.871333333333332,13.316666666666666,0.0,1.4633333333333334,0.676,0.05533333333333333,0.26866666666666666,10,10,20
