scenario_id,scenario_label,abs_error_sum,game_id,team,player,player_id,position,rec_yards,rec_yards_act,targets,targets_act,rush_yards,rush_yards_act,pass_yards,pass_yards_act,pick
v2_baseline,Baseline,230.46,2025_09_CHI_CIN,Cincinnati Bengals,Joe Flacco,00-0026158,QB,0.0,0.0,0.0,0.0,7.8,0.0,263.2,470.0,baseline
v2_baseline,Baseline,216.98,2025_09_DEN_HOU,Houston Texans,C.J. Stroud,00-0039163,QB,0.0,0.0,0.0,0.0,21.2,0.0,248.8,79.0,baseline
v2_baseline,Baseline,186.62,2025_09_CHI_CIN,Chicago Bears,Kyle Monangai,00-0040236,RB,14.5,22.0,3.25,5.0,20.5,176.0,0.0,0.0,baseline
v2_baseline,Baseline,174.7,2025_09_LAC_TEN,Tennessee Titans,Cam Ward,00-0040676,QB,0.0,0.0,0.0,0.0,4.0,0.0,301.7,145.0,baseline
v2_baseline,Baseline,174.20000000000002,2025_09_SEA_WAS,Seattle Seahawks,Sam Darnold,00-0034869,QB,0.0,0.0,0.0,0.0,19.2,0.0,187.0,330.0,baseline
v2_baseline,Baseline,173.32999999999998,2025_09_KC_BUF,Buffalo Bills,Joshua Palmer,nan,WR,38.3,11.0,3.71,1.0,0.0,114.0,0.0,0.0,baseline
v2_baseline,Baseline,156.09,2025_09_SF_NYG,San Francisco 49ers,Christian McCaffrey,00-0033280,RB,14.6,67.0,4.11,6.0,26.0,106.0,0.0,0.0,baseline
v2_baseline,Baseline,147.0,2025_09_CAR_GB,Carolina Panthers,Trevor Etienne,00-0040644,RB,0.0,31.0,0.0,5.0,0.0,84.0,0.0,0.0,baseline
v2_baseline,Baseline,125.16,2025_09_JAX_LV,Las Vegas Raiders,Brock Bowers,00-0039338,TE,25.2,127.0,5.85,14.0,0.0,6.0,0.0,0.0,baseline
v2_baseline,Baseline,119.91,2025_09_CAR_GB,Carolina Panthers,Bryce Young,00-0039150,QB,0.0,0.0,0.0,0.0,16.2,0.0,191.2,102.0,baseline
v2_baseline,Baseline,119.53000000000002,2025_09_IND_PIT,Indianapolis Colts,Daniel Jones,00-0035710,QB,0.0,0.0,0.0,0.0,27.1,3.0,272.2,342.0,baseline
v2_baseline,Baseline,111.15,2025_09_JAX_LV,Las Vegas Raiders,Geno Smith,00-0030565,QB,0.0,0.0,0.0,0.0,9.3,3.0,192.7,284.0,baseline
v2_baseline,Baseline,111.02000000000001,2025_09_CHI_CIN,Chicago Bears,Caleb Williams,00-0039918,QB,0.0,22.0,0.0,2.0,16.4,0.0,221.7,280.0,baseline
v2_baseline,Baseline,110.0,2025_09_ATL_NE,New England Patriots,DeMario Douglas,00-0038621,WR,0.0,100.0,0.0,6.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,109.14000000000001,2025_09_ATL_NE,New England Patriots,Drake Maye,00-0039851,QB,0.0,0.0,0.0,0.0,19.1,0.0,183.2,259.0,baseline
v2_baseline,Baseline,103.84,2025_09_SEA_WAS,Seattle Seahawks,Jaxon Smith-Njigba,00-0038543,WR,41.2,129.0,8.86,11.0,0.0,11.0,0.0,0.0,baseline
v2_baseline,Baseline,101.32,2025_09_DEN_HOU,Denver Broncos,Bo Nix,00-0039732,QB,0.0,0.0,0.0,0.0,31.3,11.0,240.9,173.0,baseline
v2_baseline,Baseline,100.04999999999998,2025_09_MIN_DET,Detroit Lions,Jared Goff,00-0033106,QB,0.0,0.0,0.0,0.0,12.0,0.0,208.8,284.0,baseline
v2_baseline,Baseline,97.4,2025_09_KC_BUF,Buffalo Bills,Josh Allen,00-0034857,QB,0.0,0.0,0.0,0.0,42.1,14.0,213.2,273.0,baseline
v2_baseline,Baseline,95.5,2025_09_CHI_CIN,Cincinnati Bengals,Chase Brown,00-0038597,RB,22.8,75.0,4.84,14.0,61.8,37.0,0.0,0.0,baseline
v2_baseline,Baseline,95.42000000000002,2025_09_NO_LA,Los Angeles Rams,Kyren Williams,00-0037840,RB,26.9,0.0,5.07,0.0,65.1,114.0,0.0,0.0,baseline
v2_baseline,Baseline,95.05000000000001,2025_09_MIN_DET,Minnesota Vikings,J.J. McCarthy,00-0039923,QB,0.0,0.0,0.0,0.0,2.8,8.0,229.3,143.0,baseline
v2_baseline,Baseline,92.38,2025_09_CAR_GB,Carolina Panthers,Rico Dowdle,00-0036139,RB,16.0,11.0,4.26,3.0,54.0,130.0,0.0,0.0,baseline
v2_baseline,Baseline,89.12000000000003,2025_09_IND_PIT,Pittsburgh Steelers,Aaron Rodgers,00-0023459,QB,0.0,0.0,0.0,0.0,7.3,0.0,282.6,203.0,baseline
v2_baseline,Baseline,88.74999999999999,2025_09_LAC_TEN,Los Angeles Chargers,Justin Herbert,00-0036355,QB,0.0,0.0,0.0,0.0,22.0,11.0,183.9,250.0,baseline
v2_baseline,Baseline,84.26,2025_09_CHI_CIN,Cincinnati Bengals,Tee Higgins,00-0036410,WR,41.5,121.0,7.66,10.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,82.9,2025_09_ARI_DAL,Arizona Cardinals,Emari Demercado,00-0038705,RB,14.0,-1.0,3.3,1.0,22.2,79.0,0.0,0.0,baseline
v2_baseline,Baseline,82.74,2025_09_CHI_CIN,Chicago Bears,Colston Loveland,00-0040126,TE,36.4,118.0,7.97,8.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,81.94,2025_09_JAX_LV,Jacksonville Jaguars,Parker Washington,00-0038606,WR,19.9,90.0,4.46,11.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,81.04,2025_09_DEN_HOU,Denver Broncos,RJ Harvey,00-0040730,RB,14.1,51.0,2.69,5.0,37.5,5.0,0.0,0.0,baseline
v2_total_minus3,Total -3.0,241.2546106898237,2025_09_CHI_CIN,Cincinnati Bengals,Joe Flacco,00-0026158,QB,0.0,0.0,0.0,0.0,7.504259145349791,0.0,253.22064193026475,470.0,best_mae_mean
v2_total_minus3,Total -3.0,199.86512881056075,2025_09_DEN_HOU,Houston Texans,C.J. Stroud,00-0039163,QB,0.0,0.0,0.0,0.0,19.99699868349772,0.0,234.6817581346336,79.0,best_mae_mean
v2_total_minus3,Total -3.0,188.52426829079565,2025_09_CHI_CIN,Chicago Bears,Kyle Monangai,00-0040236,RB,13.87222376898049,22.0,3.138921296131901,5.0,19.612454294075867,176.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,178.70802774817642,2025_09_SEA_WAS,Seattle Seahawks,Sam Darnold,00-0034869,QB,0.0,0.0,0.0,0.0,18.568437821724405,0.0,180.8488475345033,330.0,best_mae_mean
v2_total_minus3,Total -3.0,171.94748601131627,2025_09_KC_BUF,Buffalo Bills,Joshua Palmer,nan,WR,37.07015313871857,11.0,3.616070473853645,1.0,0.0,114.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,161.38427540491273,2025_09_LAC_TEN,Tennessee Titans,Cam Ward,00-0040676,QB,0.0,0.0,0.0,0.0,3.8420734290913594,0.0,289.7883883892157,145.0,best_mae_mean
v2_total_minus3,Total -3.0,157.91814741261422,2025_09_SF_NYG,San Francisco 49ers,Christian McCaffrey,00-0033280,RB,14.093286652170304,67.0,3.997500406474508,6.0,25.097633764138894,106.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,147.0,2025_09_CAR_GB,Carolina Panthers,Trevor Etienne,00-0040644,RB,0.0,31.0,0.0,5.0,0.0,84.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,130.2917665724584,2025_09_IND_PIT,Indianapolis Colts,Daniel Jones,00-0035710,QB,0.0,0.0,0.0,0.0,26.019256751769817,3.0,261.3447117281086,342.0,best_mae_mean
v2_total_minus3,Total -3.0,126.49821782249799,2025_09_JAX_LV,Las Vegas Raiders,Brock Bowers,00-0039338,TE,24.17210607683936,127.0,5.661681036190512,14.0,0.0,6.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,121.05956268568737,2025_09_CHI_CIN,Chicago Bears,Caleb Williams,00-0039918,QB,0.0,22.0,0.0,2.0,15.689963435260692,0.0,212.1015179022741,280.0,best_mae_mean
v2_total_minus3,Total -3.0,119.57881662611177,2025_09_JAX_LV,Las Vegas Raiders,Geno Smith,00-0030565,QB,0.0,0.0,0.0,0.0,8.920658195024048,3.0,184.83987464313267,284.0,best_mae_mean
v2_total_minus3,Total -3.0,116.13397743149973,2025_09_ATL_NE,New England Patriots,Drake Maye,00-0039851,QB,0.0,0.0,0.0,0.0,18.37566200758154,0.0,176.25242302559883,259.0,best_mae_mean
v2_total_minus3,Total -3.0,110.0,2025_09_ATL_NE,New England Patriots,DeMario Douglas,00-0038621,WR,0.0,100.0,0.0,6.0,0.0,0.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,108.12573651085687,2025_09_MIN_DET,Detroit Lions,Jared Goff,00-0033106,QB,0.0,0.0,0.0,0.0,11.560670730865985,0.0,201.1556707170681,284.0,best_mae_mean
v2_total_minus3,Total -3.0,107.99168188829098,2025_09_CAR_GB,Carolina Panthers,Bryce Young,00-0039150,QB,0.0,0.0,0.0,0.0,15.390837780069328,0.0,181.6498878734108,102.0,best_mae_mean
v2_total_minus3,Total -3.0,105.58325218919353,2025_09_SEA_WAS,Seattle Seahawks,Jaxon Smith-Njigba,00-0038543,WR,39.84477282578362,129.0,8.630193741129847,11.0,0.0,11.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,103.3372360732104,2025_09_KC_BUF,Buffalo Bills,Josh Allen,00-0034857,QB,0.0,0.0,0.0,0.0,40.74813177911363,14.0,206.3539595084804,273.0,best_mae_mean
v2_total_minus3,Total -3.0,97.10624227028782,2025_09_NO_LA,Los Angeles Rams,Kyren Williams,00-0037840,RB,25.850831130368302,0.0,4.913970773609359,0.0,62.56093333037087,114.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,94.65763496395918,2025_09_CAR_GB,Carolina Panthers,Rico Dowdle,00-0036139,RB,15.20082743710551,11.0,4.091902646426076,3.0,51.30279260023109,130.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,93.79694324800528,2025_09_CHI_CIN,Cincinnati Bengals,Chase Brown,00-0038597,RB,21.935526732560927,75.0,4.6952178670507525,14.0,59.45682245930988,37.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,91.6713145246614,2025_09_LAC_TEN,Los Angeles Chargers,Justin Herbert,00-0036355,QB,0.0,0.0,0.0,0.0,21.643502013342808,11.0,180.92000092062463,250.0,best_mae_mean
v2_total_minus3,Total -3.0,87.79798011428758,2025_09_DEN_HOU,Denver Broncos,Bo Nix,00-0039732,QB,0.0,0.0,0.0,0.0,29.61878517722577,11.0,227.96055428733828,173.0,best_mae_mean
v2_total_minus3,Total -3.0,86.19963625402552,2025_09_CHI_CIN,Cincinnati Bengals,Tee Higgins,00-0036410,WR,39.92650699128414,121.0,7.430861335043134,10.0,0.0,0.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,84.75546470111179,2025_09_CHI_CIN,Chicago Bears,Colston Loveland,00-0040126,TE,34.82406518557861,118.0,7.697600840052693,8.0,0.0,0.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,84.06979560517784,2025_09_MIN_DET,Minnesota Vikings,J.J. McCarthy,00-0039923,QB,0.0,0.0,0.0,0.0,2.653035902042296,8.0,217.2646901208209,143.0,best_mae_mean
v2_total_minus3,Total -3.0,83.25368737724455,2025_09_ARI_DAL,Arizona Cardinals,Emari Demercado,00-0038705,RB,13.444274716323084,-1.0,3.196632487904701,1.0,21.31877847874089,79.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,82.98832013258779,2025_09_JAX_LV,Jacksonville Jaguars,Parker Washington,00-0038606,WR,19.083527807734185,90.0,4.315580752257541,11.0,0.0,0.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,82.3779196420119,2025_09_ATL_NE,Atlanta Falcons,Drake London,00-0037238,WR,46.24599733438395,118.0,7.755423056619482,14.0,0.0,0.0,0.0,0.0,best_mae_mean
v2_total_minus3,Total -3.0,80.03644017823179,2025_09_CAR_GB,Green Bay Packers,Jordan Love,00-0036264,QB,0.0,0.0,0.0,0.0,8.01315464246196,1.0,204.8664355578828,273.0,best_mae_mean
