scenario_id,delta_pred_margin,delta_pred_total,delta_spread_ref,delta_total_ref,delta_home_points_mean,delta_away_points_mean,delta_total_points_mean,delta_prob_home_win_mc,delta_prob_home_cover_mc,delta_prob_over_total_mc,n_games_applies,n_games,scenario_label
v2_baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14,Baseline
v2_blend_10_20,1.2688263138573217e-16,0.171150686521466,0.0,0.0,0.12118723456752509,0.20497142129865445,0.3261586558661794,-0.004678571428571423,-0.0075357142857142845,0.010535714285714275,14,14,Market blend m=0.10 t=0.20
v2_cold_minus15,0.0,0.0,0.0,0.0,-0.008040508995655924,0.04319507333895434,0.035154564343300825,-0.0009285714285714175,-0.0007500000000000086,-0.0003928571428571511,14,14,Temp -15F
v2_elo_minus100,-0.08000000000000007,0.0,0.0,0.0,0.02626643265156733,0.23534418223833065,0.26161061488989745,-0.006999999999999991,-0.008928571428571425,0.006535714285714279,14,14,Home Elo -100 (diff)
v2_elo_plus100,0.08,0.0,0.0,0.0,0.06222458393945323,0.06885089390813663,0.13107547784758924,0.0013214285714285726,0.000571428571428568,0.0020714285714285613,14,14,Home Elo +100 (diff)
v2_inj_away_plus1,0.0,-0.40000000000000163,0.0,0.0,-0.11524603511061114,-0.0024219137769983285,-0.11766794888760909,-0.006428571428571421,-0.0056071428571428505,-0.004571428571428572,14,14,Away starters out +1
v2_inj_away_plus2,0.0,-0.8000000000000013,0.0,0.0,-0.3749381081616211,-0.3366934453583305,-0.711631553519951,-0.004357142857142869,-0.0027500000000000102,-0.019357142857142854,14,14,Away starters out +2
v2_inj_home_plus1,0.0,-0.40000000000000163,0.0,0.0,-0.26145697598112844,-0.20374778822600156,-0.46520476420712803,0.0009285714285714294,0.000999999999999989,-0.014928571428571426,14,14,Home starters out +1
v2_inj_home_plus2,0.0,-0.8000000000000013,0.0,0.0,-0.3905594338140143,-0.27249263093677467,-0.66305206475079,-0.0027500000000000016,-0.003999999999999996,-0.02,14,14,Home starters out +2
v2_neutral_site,0.0,0.0,0.0,0.0,0.12079620771462553,0.14684498888562292,0.26764119660024627,-0.005035714285714278,-0.0011428571428571438,0.007321428571428558,14,14,Neutral site
v2_precip_plus25,0.0,0.0,0.0,0.0,0.09442351112206637,0.1334590796194588,0.22788259074152656,-0.0020714285714285774,-0.0034642857142857092,0.005714285714285704,14,14,Precip +25%
v2_precip_plus50,0.0,0.0,0.0,0.0,0.09803597449205423,0.14261011488781009,0.24064608937986368,-0.00225000000000001,-0.0027500000000000063,0.006392857142857132,14,14,Precip +50%
v2_pressure_plus005,0.0,-0.8000000000000013,0.0,0.0,-0.33022804690513397,-0.25463783765237086,-0.5848658845575058,-0.0038928571428571432,-0.003964285714285726,-0.017178571428571432,14,14,Home/away pressure +0.05
v2_rest_minus7,-0.15000000000000016,0.0,0.0,0.0,-0.013152130439994256,0.18509794623214834,0.17194581579215246,-0.00532142857142858,-0.009535714285714286,0.0026071428571428517,14,14,Home rest -7 days (diff)
v2_rest_plus7,0.14999999999999997,0.0,0.0,0.0,0.09535675990864842,0.0470149315770224,0.1423716914856717,0.0008214285714285682,0.00021428571428571446,0.0023214285714285693,14,14,Home rest +7 days (diff)
v2_sigma_high,0.0,0.0,0.0,0.0,0.05781142635554356,0.06866440592309608,0.12647583227864143,0.00917857142857143,-0.0020357142857142956,0.00649999999999999,14,14,High volatility
v2_sigma_low,0.0,0.0,0.0,0.0,0.09291167546463162,0.08627902934103789,0.1791907048056695,0.0006785714285714331,0.0026071428571428517,-0.024214285714285716,14,14,Low volatility
v2_spread_home_minus3,3.0,0.0,-3.0,0.0,1.5411399892562574,-1.388082774950472,0.1530572143057855,0.09871428571428573,-0.004000000000000008,0.003857142857142853,14,14,Spread home -3.0
v2_spread_home_plus3,-3.0,0.0,3.0,0.0,-1.3947263361744038,1.5385994015057969,0.1438730653313911,-0.10367857142857143,0.0031428571428571378,0.002964285714285709,14,14,Spread home +3.0
v2_total_minus3,0.0,-2.6230063321925385,0.0,-3.0,-1.2624783929514185,-1.2542478915765432,-2.5167262845279623,0.0007500000000000047,-0.0006428571428571395,0.014642857142857124,14,14,Total -3.0
v2_total_plus3,0.0,2.6230063321925416,0.0,3.0,1.4421854264905554,1.3845443781849498,2.8267298046755047,-0.00010714285714286715,-0.00042857142857143294,-0.005892857142857152,14,14,Total +3.0
v2_wind_plus10,0.0,-0.5,0.0,0.0,-0.21319402344408925,-0.2059768782011293,-0.41917090164521803,-0.002392857142857137,-0.0015000000000000052,-0.00928571428571429,14,14,Wind +10mph (open)
v2_wind_plus20,0.0,-1.0,0.0,0.0,-0.41372433146875665,-0.368760206966564,-0.7824845384353242,-0.000857142857142846,-0.0010357142857142945,-0.022392857142857138,14,14,Wind +20mph (open)
