stat,n_players,coverage_min_max,baseline_scenario_id,baseline_mae
interceptions,259,0.9034749034749034,v2_baseline,0.053984674329501915
pass_attempts,259,0.9034749034749034,v2_baseline,0.7527203065134102
pass_tds,259,0.9073359073359073,v2_baseline,0.13045977011494253
pass_yards,259,0.9111969111969112,v2_baseline,6.549808429118775
rec_tds,259,0.3127413127413127,v2_baseline,0.29226053639846744
rec_yards,259,0.18146718146718147,v2_baseline,18.850191570881226
receptions,259,0.1969111969111969,v2_baseline,1.4326053639846743
rush_attempts,259,0.5752895752895753,v2_baseline,1.9188505747126436
rush_tds,259,0.6911196911196911,v2_baseline,0.13214559386973182
rush_yards,259,0.5791505791505791,v2_baseline,8.848275862068965
targets,259,0.1583011583011583,v2_baseline,2.068045977011494
