scenario_id,scenario_label,season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_ref,total_ref,home_points_mean,away_points_mean,total_points_mean,prob_home_win_mc,prob_home_cover_mc,prob_over_total_mc,scenario_wind_open_add_mph,scenario_wx_precip_add_pct,scenario_wx_temp_add_f,scenario_home_inj_starters_add,scenario_away_inj_starters_add,scenario_neutral_site_flag,scenario_sim_market_blend_margin,scenario_sim_market_blend_total
v2_baseline,Baseline,2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,2.6608056816264054,51.20216590926856,-3.0,52.5,27.00264631994469,24.388024675852623,51.39067099579732,0.625,0.484,0.4505,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_ATL_NE,New England Patriots,Atlanta Falcons,5.151759970681475,44.60026371937721,-2.5,45.5,24.539188157501886,19.48877497916468,44.027963136666564,0.7105,0.6175,0.462,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_BAL_MIA,Miami Dolphins,Baltimore Ravens,-7.111892601610447,48.44954906433475,7.5,50.5,20.58756123681087,27.74968931262115,48.33725054943202,0.2085,0.513,0.44,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_CAR_GB,Green Bay Packers,Carolina Panthers,12.771293513593465,44.07590869974214,-10.5,44.5,28.194697458279567,15.476294126149835,43.6709915844294,0.9125,0.5955,0.477,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_CHI_CIN,Cincinnati Bengals,Chicago Bears,-1.1654940745269455,47.542260065689675,1.5,48.5,23.238002138824104,24.343300922507183,47.58130306133129,0.4565,0.52,0.473,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_DEN_HOU,Houston Texans,Denver Broncos,-1.8900709851006061,38.102990251598506,1.5,38.5,18.137087614350794,20.071663150506755,38.20875076485754,0.4155,0.4865,0.487,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_IND_PIT,Pittsburgh Steelers,Indianapolis Colts,-3.4601520206876657,48.40273086000385,1.5,49.5,22.487935104399067,25.788191973144198,48.276127077543265,0.363,0.4145,0.4745,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_JAX_LV,Las Vegas Raiders,Jacksonville Jaguars,-3.2069203256359033,43.96529226759798,3.0,44.5,20.51918633289573,23.74829042843873,44.26747676133446,0.353,0.488,0.4965,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_KC_BUF,Buffalo Bills,Kansas City Chiefs,-1.8947935248772028,47.30359658607728,1.5,50.5,22.464700177402598,24.174598831150224,46.63929900855282,0.4325,0.5015,0.396,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_LAC_TEN,Tennessee Titans,Los Angeles Chargers,-10.443294431935856,42.638832910415374,7.5,43.5,15.918579429769121,25.980425773147708,41.89900520291683,0.131,0.386,0.4605,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_MIN_DET,Detroit Lions,Minnesota Vikings,9.241564196650506,47.27813434822127,-7.0,48.5,28.2899532458573,18.98777081367099,47.277724059528296,0.859,0.6055,0.462,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_NO_LA,Los Angeles Rams,New Orleans Saints,15.753316750517843,44.182043190496884,-12.5,45.5,30.125448823405037,14.283775110328635,44.40922393373367,0.9745,0.6545,0.467,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_SEA_WAS,Washington Commanders,Seattle Seahawks,-4.67652939361993,45.372374624408906,2.5,46.5,20.38500714053565,24.95328795952087,45.33829510005652,0.3115,0.4005,0.461,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,9,2025_09_SF_NYG,New York Giants,San Francisco 49ers,-3.51308798404696,46.107857338464214,3.0,46.5,21.129464305916038,24.84616492169028,45.97562922760632,0.3335,0.4725,0.4865,0.0,0.0,0.0,0,0,,,
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,2.6608056816264054,51.516933231145245,-3.0,52.5,27.143987355476312,24.228262777786963,51.372250133263265,0.64,0.497,0.463,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_ATL_NE,New England Patriots,Atlanta Falcons,5.151759970681475,44.73910066294375,-2.5,45.5,24.761396214703716,19.916430129639757,44.67782634434348,0.7,0.599,0.473,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_BAL_MIA,Miami Dolphins,Baltimore Ravens,-7.111892601610447,48.71405056383711,7.5,50.5,20.973672229414568,27.892331551881423,48.866003781295994,0.223,0.52,0.4475,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_CAR_GB,Green Bay Packers,Carolina Panthers,12.771293513593466,44.18961273212152,-10.5,44.5,28.50642232595149,15.431483471745695,43.937905797697184,0.924,0.5965,0.4895,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_CHI_CIN,Cincinnati Bengals,Chicago Bears,-1.1654940745269455,47.75649574281771,1.5,48.5,23.46877064659597,24.542779809598294,48.011550456194264,0.4475,0.504,0.4895,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_DEN_HOU,Houston Texans,Denver Broncos,-1.8900709851006061,38.065896816854895,1.5,38.5,17.89206353465707,19.867306676378107,37.759370211035176,0.3955,0.4645,0.473,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_IND_PIT,Pittsburgh Steelers,Indianapolis Colts,-3.4601520206876657,48.642099448319044,1.5,49.5,22.56159036990883,26.310860527292018,48.87245089720085,0.3425,0.3975,0.486,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_JAX_LV,Las Vegas Raiders,Jacksonville Jaguars,-3.2069203256359033,44.078996299977355,3.0,44.5,20.501013258467466,23.825131441401506,44.32614469986896,0.354,0.4925,0.4925,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_KC_BUF,Buffalo Bills,Kansas City Chiefs,-1.8947935248772028,47.56809808557965,1.5,50.5,22.905013198022978,24.765519526751486,47.670532724774475,0.416,0.484,0.4265,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_LAC_TEN,Tennessee Titans,Los Angeles Chargers,-10.443294431935856,42.72740403160759,7.5,43.5,16.00609829750446,26.81301261639769,42.81911091390216,0.109,0.3595,0.4895,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_MIN_DET,Detroit Lions,Minnesota Vikings,9.241564196650506,47.49237002534931,-7.0,48.5,28.24340849469187,19.074419794835194,47.31782828952707,0.8625,0.5995,0.4605,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_NO_LA,Los Angeles Rams,New Orleans Saints,15.753316750517843,44.32088013406342,-12.5,45.5,30.14692836447415,14.41076095798473,44.55768932245888,0.964,0.6565,0.4745,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_SEA_WAS,Washington Commanders,Seattle Seahawks,-4.67652939361993,45.53634447916261,2.5,46.5,20.24646000269248,24.96359515931415,45.210055162006626,0.3065,0.3935,0.472,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,9,2025_09_SF_NYG,New York Giants,San Francisco 49ers,-3.51308798404696,46.271827193217916,3.0,46.5,21.35925447727644,25.107958435068017,46.46721291234445,0.3365,0.47,0.504,0.0,0.0,0.0,0,0,,0.1,0.2
v2_cold_minus15,Temp -15F,2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,2.6608056816264054,51.20216590926856,-3.0,52.5,26.864113475338822,24.62910738532406,51.49322086066289,0.6005,0.466,0.4645,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_ATL_NE,New England Patriots,Atlanta Falcons,5.151759970681475,44.60026371937721,-2.5,45.5,24.72778562357399,19.54966914150169,44.277454765075674,0.7035,0.6195,0.469,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_BAL_MIA,Miami Dolphins,Baltimore Ravens,-7.111892601610447,48.44954906433475,7.5,50.5,20.452483178361398,27.840857541244315,48.293340719605716,0.208,0.5015,0.426,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_CAR_GB,Green Bay Packers,Carolina Panthers,12.771293513593465,44.07590869974214,-10.5,44.5,28.32296321789482,15.408673833996778,43.7316370518916,0.929,0.5965,0.476,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_CHI_CIN,Cincinnati Bengals,Chicago Bears,-1.1654940745269455,47.542260065689675,1.5,48.5,23.14589717628986,24.41194495410827,47.55784213039813,0.458,0.518,0.477,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_DEN_HOU,Houston Texans,Denver Broncos,-1.8900709851006061,38.102990251598506,1.5,38.5,18.256145453293595,19.942902678397797,38.199048131691384,0.4395,0.5045,0.486,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_IND_PIT,Pittsburgh Steelers,Indianapolis Colts,-3.4601520206876657,48.40273086000385,1.5,49.5,22.375964485667872,25.71437176974812,48.090336255416,0.3565,0.4285,0.4635,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_JAX_LV,Las Vegas Raiders,Jacksonville Jaguars,-3.2069203256359033,43.96529226759798,3.0,44.5,20.446855378279547,23.451604092608786,43.89845947088834,0.356,0.489,0.477,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_KC_BUF,Buffalo Bills,Kansas City Chiefs,-1.8947935248772028,47.30359658607728,1.5,50.5,22.507363209535843,24.675431481222468,47.18279469075831,0.41,0.4735,0.4055,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_LAC_TEN,Tennessee Titans,Los Angeles Chargers,-10.443294431935856,42.638832910415374,7.5,43.5,16.097129745294826,26.594881348933434,42.69201109422826,0.1215,0.3755,0.4805,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_MIN_DET,Detroit Lions,Minnesota Vikings,9.241564196650506,47.27813434822127,-7.0,48.5,28.185117152625,18.913602425564683,47.09871957818969,0.8655,0.61,0.452,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_NO_LA,Los Angeles Rams,New Orleans Saints,15.753316750517843,44.182043190496884,-12.5,45.5,29.74091354001038,13.971318128642556,43.71223166865294,0.9675,0.6565,0.4425,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_SEA_WAS,Washington Commanders,Seattle Seahawks,-4.67652939361993,45.372374624408906,2.5,46.5,20.473293347017936,24.94752663443188,45.420819981449824,0.3165,0.4115,0.4745,0.0,0.0,-15.0,0,0,,,
v2_cold_minus15,Temp -15F,2025,9,2025_09_SF_NYG,New York Giants,San Francisco 49ers,-3.51308798404696,46.107857338464214,3.0,46.5,21.31086537676938,24.83309258891439,46.143957965683775,0.3415,0.4785,0.494,0.0,0.0,-15.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,9,2025_09_ARI_DAL,Dallas Cowboys,Arizona Cardinals,2.5808056816264053,51.20216590926856,-3.0,52.5,27.077192525781857,24.632212622740287,51.70940514852216,0.6175,0.476,0.472,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,9,2025_09_ATL_NE,New England Patriots,Atlanta Falcons,5.071759970681475,44.60026371937721,-2.5,45.5,24.81840004768405,19.804613303912543,44.62301335159659,0.721,0.621,0.476,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,9,2025_09_BAL_MIA,Miami Dolphins,Baltimore Ravens,-7.191892601610447,48.44954906433475,7.5,50.5,20.720617547906937,27.817098773588498,48.53771632149544,0.206,0.516,0.459,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,9,2025_09_CAR_GB,Green Bay Packers,Carolina Panthers,12.691293513593465,44.07590869974214,-10.5,44.5,28.50317141880514,15.664824934778476,44.16799635358361,0.926,0.608,0.498,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,9,2025_09_CHI_CIN,Cincinnati Bengals,Chicago Bears,-1.2454940745269456,47.542260065689675,1.5,48.5,22.98661962230642,24.388124553473286,47.3747441757797,0.4315,0.501,0.4635,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,9,2025_09_DEN_HOU,Houston Texans,Denver Broncos,-1.9700709851006062,38.102990251598506,1.5,38.5,18.123501391804496,20.297062988199695,38.42056438000419,0.4035,0.4705,0.5025,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,9,2025_09_IND_PIT,Pittsburgh Steelers,Indianapolis Colts,-3.5401520206876658,48.40273086000385,1.5,49.5,22.377550499101627,25.99225680868102,48.36980730778265,0.335,0.3935,0.4605,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,9,2025_09_JAX_LV,Las Vegas Raiders,Jacksonville Jaguars,-3.2869203256359034,43.96529226759798,3.0,44.5,20.062742381942453,23.760154956180855,43.822897338123305,0.336,0.466,0.4715,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,9,2025_09_KC_BUF,Buffalo Bills,Kansas City Chiefs,-1.9747935248772028,47.30359658607728,1.5,50.5,22.609091320709812,24.388978303629038,46.99806962433885,0.418,0.483,0.3985,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,9,2025_09_LAC_TEN,Tennessee Titans,Los Angeles Chargers,-10.523294431935856,42.638832910415374,7.5,43.5,16.34551643375573,26.923516425508453,43.26903285926418,0.1175,0.372,0.4855,0.0,0.0,0.0,0,0,,,
v2_elo_minus100,Home Elo -100 (diff),2025,9,2025_09_MIN_DET,Detroit Lions,Minnesota Vikings,9.161564196650506,47.27813434822127,-7.0,48.5,28.282174657647026,19.397059132909092,47.67923379055611,0.8665,0.5845,0.4685,0.0,0.0,0.0,0,0,,,
