scenario_id,position,scenario_label,n_rows,mae_pass_attempts,mae_pass_yards,mae_pass_tds,mae_interceptions,mae_rush_attempts,mae_rush_yards,mae_rush_tds,mae_targets,mae_receptions,mae_rec_yards,mae_rec_tds,brier_any_td,any_td_rate,mae_mean
v2_baseline,QB,Baseline,28,7.7784,68.3,1.322,0.5636,4.0680000000000005,13.864,0.3128,0.08,0.08,0.88,0.04,0.1382741969941461,0.17857142857142858,8.844436363636364
v2_blend_10_20,QB,Market blend m=0.10 t=0.20,28,7.65093348965479,67.85837520732555,1.3262624116998143,0.5622273669279065,4.088071620037608,13.949032789388857,0.3127840158261682,0.08,0.08,0.88,0.04,0.13777856851995238,0.17857142857142858,8.802516990987336
v2_cold_minus15,QB,Temp -15F,28,7.735724600297301,68.54816424795304,1.3215338041301903,0.5641111484718628,4.073117450115571,13.885357702523185,0.31297661847961833,0.08,0.08,0.88,0.04,0.1382923512970556,0.17857142857142858,8.865544142906433
v2_elo_minus100,QB,Home Elo -100 (diff),28,7.768118197999701,68.71142380251587,1.3320298476729464,0.5624797222745677,4.084310333281164,13.933756563977887,0.31328486616812234,0.08,0.08,0.88,0.04,0.138278322538848,0.17857142857142858,8.88958212126275
v2_elo_plus100,QB,Home Elo +100 (diff),28,7.700207272619712,68.44546313920408,1.329053237000856,0.563361549567875,4.076008158554985,13.900103644953722,0.31230475514334644,0.08,0.08,0.88,0.04,0.1377343748673594,0.17857142857142858,8.855136523367687
v2_inj_away_plus1,QB,Away starters out +1,28,7.795450370380833,68.52138450146785,1.3178361261159812,0.563317011376667,4.071168537687486,13.871835180878932,0.31306318272968203,0.08,0.08,0.88,0.04,0.1384441717913463,0.17857142857142858,8.866732264603401
v2_inj_away_plus2,QB,Away starters out +2,28,7.846808596705589,68.69816714406737,1.3177112299731926,0.5640830648741475,4.045340297700682,13.765035422913433,0.311405941543288,0.08,0.08,0.88,0.04,0.13832129912980118,0.17857142857142858,8.875322881616155
v2_inj_home_plus1,QB,Home starters out +1,28,7.815774116009079,68.60100428908837,1.3105286156078455,0.5640091047299043,4.0572933770519075,13.81756718008168,0.3121793897071357,0.08,0.08,0.88,0.04,0.1384488760126387,0.17857142857142858,8.868941461115993
v2_inj_home_plus2,QB,Home starters out +2,28,7.834902069198704,68.68126133715629,1.3126720481673935,0.5650635058327422,4.038262370839273,13.733542897326103,0.3116797533729504,0.08,0.08,0.88,0.04,0.1384672572255641,0.17857142857142858,8.868853089263043
v2_neutral_site,QB,Neutral site,28,7.716063685938995,68.49621802426346,1.3283168726486392,0.5637283509282113,4.081531397889329,13.924705531785014,0.31332560786559915,0.08,0.08,0.88,0.04,0.13827202507029124,0.17857142857142858,8.863989951938112
v2_precip_plus25,QB,Precip +25%,28,7.700643530034356,67.99040186702052,1.3275631865191873,0.5625912464791605,4.087331943345296,13.94247009308858,0.313340013558045,0.08,0.08,0.88,0.04,0.13819834415411533,0.17857142857142858,8.818576534549559
v2_precip_plus50,QB,Precip +50%,28,7.695198960004265,68.22183009502665,1.328909165794666,0.5633126726738014,4.0783789005481905,13.904881892280482,0.3126119392126544,0.08,0.08,0.88,0.04,0.13774850794184165,0.17857142857142858,8.835011238685519
v2_pressure_plus005,QB,Home/away pressure +0.05,28,7.7589379015425815,67.9484004688673,1.309423996867743,0.5650201432381061,4.046779308568608,13.761679907560417,0.31158728771175664,0.08,0.08,0.88,0.04,0.13815841415213698,0.17857142857142858,8.798348092214228
v2_rest_minus7,QB,Home rest -7 days (diff),28,7.768390902629765,68.38851229210174,1.3232543051229155,0.5614299275397608,4.082914252653797,13.9226940400516,0.31317414655079395,0.08,0.08,0.88,0.04,0.13830958547264002,0.17857142857142858,8.85821544242276
v2_rest_plus7,QB,Home rest +7 days (diff),28,7.722723071717445,68.16588656009388,1.3218833708801485,0.5637722336459224,4.08196950837504,13.921051410283585,0.3129313578737355,0.08,0.08,0.88,0.04,0.13809753893742155,0.17857142857142858,8.833656137533612
v2_sigma_high,QB,High volatility,28,7.802200928621464,68.08198284105566,1.3335974010708136,0.5619844811036608,4.080701546930873,13.915685315204703,0.3130026291569175,0.08,0.08,0.88,0.04,0.13810874441105367,0.17857142857142858,8.833559558467643
v2_sigma_low,QB,Low volatility,28,7.764851375338071,68.21459213739527,1.3263889836730798,0.5633595638776301,4.083272380998675,13.927044030537306,0.312965260029067,0.08,0.08,0.88,0.04,0.13805916233926843,0.17857142857142858,8.842952157440827
v2_spread_home_minus3,QB,Spread home -3.0,28,7.724783214196366,65.9439589566008,1.353158375683538,0.574115543432641,4.057029825380098,13.851012897513945,0.31121965687257963,0.08,0.08,0.88,0.04,0.13740159091455922,0.17857142857142858,8.626843497243632
v2_spread_home_plus3,QB,Spread home +3.0,28,7.977954821504039,72.00109271846416,1.310016805202432,0.5538760611724433,4.098170321723572,13.962899887629941,0.31481711354641495,0.08,0.08,0.88,0.04,0.139129932355136,0.17857142857142858,9.208984339022093
v2_total_minus3,QB,Total -3.0,28,8.151857697949353,68.4532883136245,1.2858562507890543,0.568137603918467,3.944161898955013,13.324350107545804,0.3086511503860905,0.08,0.08,0.88,0.04,0.13908139544444104,0.17857142857142858,8.828754820288024
v2_total_plus3,QB,Total +3.0,28,7.518104971963378,69.22066191285407,1.3823187957176424,0.5589334814480402,4.21271632187848,14.499408029864552,0.3170313681327475,0.08,0.08,0.88,0.04,0.13727648561568637,0.17857142857142858,8.980834080168991
v2_wind_plus10,QB,Wind +10mph (open),28,7.814547325208508,68.39073368948493,1.311498436580022,0.5651341968807977,4.05196695045861,13.78929527298435,0.31269851342126526,0.08,0.08,0.88,0.04,0.1385836447240776,0.17857142857142858,8.846897671365316
v2_wind_plus20,QB,Wind +20mph (open),28,7.827142140632291,68.11134458698416,1.306388883846858,0.564986762228384,4.040654295458398,13.736976962978206,0.31198029987542525,0.08,0.08,0.88,0.04,0.13856610929578406,0.17857142857142858,8.816315812000338
v2_baseline,RB,Baseline,87,0.0,0.0,0.0,0.0,5.153333333333334,25.936363636363637,0.35863636363636364,2.0018181818181815,1.476969696969697,13.575757575757578,0.18757575757575756,0.16859728562038553,0.1724137931034483,4.426404958677686
