season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_ref,total_ref,home_points_mean,away_points_mean,total_points_mean,prob_home_win_mc,prob_home_cover_mc,prob_over_total_mc
2025,11,2025_11_BAL_CLE,Cleveland Browns,Baltimore Ravens,-3.268088608595381,34.33021862845343,7.5,41.5,15.479952244309413,18.602629017373076,34.082581261682485,0.36466666666666664,0.6733333333333333,0.35
2025,11,2025_11_CAR_ATL,Atlanta Falcons,Carolina Panthers,4.263910336013592,51.65123094175477,-3.5,44.5,27.84571925408495,23.64154528999965,51.4872645440846,0.71,0.54,0.6813333333333333
2025,11,2025_11_CHI_MIN,Minnesota Vikings,Chicago Bears,-3.9437969390954954,43.15676093992748,-2.5,47.5,19.542334386038164,23.1966517492593,42.73898613529745,0.3253333333333333,0.21266666666666667,0.382
2025,11,2025_11_CIN_PIT,Pittsburgh Steelers,Cincinnati Bengals,-1.4951060092138329,47.28990776198509,-6.5,50.5,22.99021555748124,24.388334194669554,47.378549752150796,0.43733333333333335,0.20466666666666666,0.43466666666666665
2025,11,2025_11_DAL_LV,Las Vegas Raiders,Dallas Cowboys,4.963768835470327,40.37521745633218,3.5,50.5,22.684478527965954,17.657148627902693,40.34162715586865,0.7233333333333334,0.836,0.27066666666666667
2025,11,2025_11_DET_PHI,Philadelphia Eagles,Detroit Lions,-2.012654022467756,45.44072532920878,-1.5,49.5,21.620947271154673,23.9430401656672,45.563987436821876,0.4053333333333333,0.3426666666666667,0.4073333333333333
2025,11,2025_11_GB_NYG,New York Giants,Green Bay Packers,-2.0048255547247678,40.359314967069565,7.0,46.5,19.493724021443104,21.062405647488625,40.55612966893173,0.442,0.7333333333333333,0.378
2025,11,2025_11_HOU_TEN,Tennessee Titans,Houston Texans,-0.954226415648358,46.85406153325502,8.5,38.5,22.95885954408124,23.505116007307088,46.46397555138832,0.48333333333333334,0.8006666666666666,0.6813333333333333
2025,11,2025_11_KC_DEN,Denver Broncos,Kansas City Chiefs,-5.398840794234232,30.835598968723975,2.5,44.5,12.904899365070456,18.647525525253315,31.55242489032377,0.2633333333333333,0.36333333333333334,0.24066666666666667
2025,11,2025_11_LAC_JAX,Jacksonville Jaguars,Los Angeles Chargers,0.5308423493020515,40.89403034628358,1.5,45.5,20.487674683505194,20.44910513890457,40.93677982240976,0.4866666666666667,0.5573333333333333,0.4073333333333333
2025,11,2025_11_NYJ_NE,New England Patriots,New York Jets,4.075227937719519,48.594960423593584,-10.5,46.5,26.138606596151142,22.277250047680845,48.41585664383199,0.662,0.238,0.5506666666666666
2025,11,2025_11_SEA_LA,Los Angeles Rams,Seattle Seahawks,-0.7054597057525022,44.52870614548487,-2.5,47.5,21.931360574911597,23.012438633111366,44.94379920802295,0.44,0.336,0.436
2025,11,2025_11_SF_ARI,Arizona Cardinals,San Francisco 49ers,-1.1556177846172644,49.26520809887616,1.5,47.5,23.98175256264746,24.962882598923642,48.94463516157111,0.44866666666666666,0.524,0.5326666666666666
2025,11,2025_11_TB_BUF,Buffalo Bills,Tampa Bay Buccaneers,-1.0396183219665398,39.58957157212303,-6.0,50.5,19.9560197877997,20.38385020467979,40.33986999247949,0.4846666666666667,0.24533333333333332,0.2946666666666667
2025,11,2025_11_WAS_MIA,Miami Dolphins,Washington Commanders,4.716806099631503,41.68724477608197,1.5,45.5,23.50941574396469,18.543789801756247,42.05320554572094,0.7053333333333334,0.7633333333333333,0.4186666666666667
