scenario_id,scenario_label,season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_ref,total_ref,home_points_mean,away_points_mean,total_points_mean,prob_home_win_mc,prob_home_cover_mc,prob_over_total_mc,scenario_wind_open_add_mph,scenario_wx_precip_add_pct,scenario_wx_temp_add_f,scenario_home_inj_starters_add,scenario_away_inj_starters_add,scenario_neutral_site_flag,scenario_sim_market_blend_margin,scenario_sim_market_blend_total
v2_baseline,Baseline,2025,11,2025_11_BAL_CLE,Cleveland Browns,Baltimore Ravens,-9.158299475523481,40.85986720654852,7.5,41.5,15.994928277515049,24.871205579885352,40.8661338574004,0.172,0.4415,0.4795,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_CAR_ATL,Atlanta Falcons,Carolina Panthers,3.6729813046415223,43.58127415835961,-3.5,44.5,23.527407554201375,20.00122981280107,43.528637367002446,0.6665,0.502,0.4735,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_CHI_MIN,Minnesota Vikings,Chicago Bears,1.8135439689550417,46.7767285853786,-2.5,47.5,24.231274644422804,22.661648353764548,46.89292299818735,0.5795,0.4595,0.4855,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_CIN_PIT,Pittsburgh Steelers,Cincinnati Bengals,6.041712852747531,49.0146562603268,-6.5,50.5,27.333268422030407,21.366193068854518,48.69946149088492,0.743,0.4735,0.446,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_DAL_LV,Las Vegas Raiders,Dallas Cowboys,-3.385584477975719,49.114056500927354,3.5,50.5,22.9216412434534,26.170228136307326,49.091869379760716,0.354,0.521,0.4545,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_DET_PHI,Philadelphia Eagles,Detroit Lions,0.8899161059731008,47.465078201695725,-1.5,49.5,24.029338213845456,23.02388300517906,47.05322121902451,0.5425,0.4745,0.426,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_GB_NYG,New York Giants,Green Bay Packers,-7.655636154051855,44.8772011974186,7.0,46.5,18.564183327209115,26.003818885628156,44.568002212837264,0.1975,0.489,0.451,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_HOU_TEN,Tennessee Titans,Houston Texans,-10.019142430319683,38.67517976570777,8.5,38.5,14.375231001692969,24.58464513608534,38.95987613777831,0.1395,0.411,0.5175,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_KC_DEN,Denver Broncos,Kansas City Chiefs,-2.6423281523274937,42.59913568027437,2.5,44.5,20.190277015799172,22.716007342020653,42.90628435781982,0.3865,0.491,0.453,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_LAC_JAX,Jacksonville Jaguars,Los Angeles Chargers,-3.1864206340200916,44.28324106552088,1.5,45.5,20.38873074681302,23.874632025046306,44.26336277185932,0.343,0.4085,0.464,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_NYJ_NE,New England Patriots,New York Jets,10.79364820482462,45.47502210942673,-10.5,46.5,28.625519662833064,17.73438692320878,46.35990658604185,0.883,0.5245,0.4905,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_SEA_LA,Los Angeles Rams,Seattle Seahawks,2.3928423605736393,46.14727407276671,-2.5,47.5,23.96152441979495,21.886096284526452,45.84762070432139,0.5915,0.482,0.4465,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_SF_ARI,Arizona Cardinals,San Francisco 49ers,-1.8345084897259072,47.14263237982711,1.5,47.5,22.72296089275955,24.588693581293214,47.31165447405276,0.408,0.481,0.4905,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_TB_BUF,Buffalo Bills,Tampa Bay Buccaneers,5.563757232118238,48.236828503958904,-6.0,50.5,27.17433701131136,21.802756481209695,48.97709349252105,0.7315,0.471,0.4665,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,11,2025_11_WAS_MIA,Miami Dolphins,Washington Commanders,0.7197734572670011,43.7797135932178,1.5,45.5,22.337613611770486,21.622395155645748,43.960008767416234,0.541,0.596,0.464,0.0,0.0,0.0,0,0,,,
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_BAL_CLE,Cleveland Browns,Baltimore Ravens,-9.158299475523481,40.898172505366404,7.5,41.5,16.095622801403177,25.270151726184405,41.36577452758758,0.151,0.4285,0.5015,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_CAR_ATL,Atlanta Falcons,Carolina Panthers,3.6729813046415223,43.694978190738986,-3.5,44.5,23.115671604823504,19.585996862505308,42.701668467328815,0.6665,0.5015,0.441,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_CHI_MIN,Minnesota Vikings,Chicago Bears,1.8135439689550417,46.965831351319466,-2.5,47.5,24.64820871714069,22.620397000062376,47.268605717203066,0.601,0.48,0.496,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_CIN_PIT,Pittsburgh Steelers,Cincinnati Bengals,6.041712852747532,49.27915775982917,-6.5,50.5,27.821301365666496,21.75730161387362,49.578602979540115,0.748,0.4895,0.4635,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_DAL_LV,Las Vegas Raiders,Dallas Cowboys,-3.385584477975719,49.37855800042972,3.5,50.5,22.974283120158653,26.3777900662382,49.35207318639685,0.339,0.5005,0.462,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_DET_PHI,Philadelphia Eagles,Detroit Lions,0.8899161059731008,47.70444679001092,-1.5,49.5,24.33027301945486,23.41981452904804,47.7500875485029,0.54,0.472,0.453,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_GB_NYG,New York Giants,Green Bay Packers,-7.655636154051855,45.0411710521723,7.0,46.5,18.733976823204955,26.42957863623288,45.16355545943782,0.1995,0.4635,0.451,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_HOU_TEN,Tennessee Titans,Houston Texans,-10.019142430319683,38.63808633096416,8.5,38.5,14.392321317944472,24.235915589811157,38.62823690775563,0.1405,0.4375,0.5055,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_KC_DEN,Denver Broncos,Kansas City Chiefs,-2.6423281523274937,42.71283971265375,2.5,44.5,20.45371569284217,22.997494445903854,43.45121013874603,0.394,0.494,0.4705,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_LAC_JAX,Jacksonville Jaguars,Los Angeles Chargers,-3.1864206340200916,44.42207800908742,1.5,45.5,20.808131787451458,23.974920975167414,44.78305276261888,0.3555,0.4255,0.479,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_NYJ_NE,New England Patriots,New York Jets,10.793648204824622,45.638991964180434,-10.5,46.5,28.23871939185108,17.268546614190964,45.507266006042045,0.891,0.5205,0.46,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_SEA_LA,Los Angeles Rams,Seattle Seahawks,2.3928423605736393,46.33637683870758,-2.5,47.5,24.340283625156648,21.8891042689591,46.229387894115746,0.618,0.4915,0.4715,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,11,2025_11_SF_ARI,Arizona Cardinals,San Francisco 49ers,-1.8345084897259072,47.33173514576798,1.5,47.5,22.86609918871892,24.498329242926054,47.364428431644974,0.421,0.498,0.4895,0.0,0.0,0.0,0,0,,0.1,0.2
