scenario_id,scenario_label,abs_error_sum,game_id,team,player,player_id,position,rec_yards,rec_yards_act,targets,targets_act,rush_yards,rush_yards_act,pass_yards,pass_yards_act,pick
v2_baseline,Baseline,311.11,2025_11_CAR_ATL,Carolina Panthers,Bryce Young,00-0039150,QB,0.0,0.0,0.0,0.0,14.9,0.0,176.2,448.0,baseline
v2_baseline,Baseline,291.83,2025_11_SF_ARI,Arizona Cardinals,Jacoby Brissett,00-0033119,QB,0.0,0.0,0.0,0.0,7.6,-2.0,193.1,452.0,baseline
v2_baseline,Baseline,240.53,2025_11_BAL_CLE,Cleveland Browns,Dillon Gabriel,00-0040704,QB,0.0,0.0,0.0,0.0,2.8,1.0,276.9,68.0,baseline
v2_baseline,Baseline,192.46999999999997,2025_11_CAR_ATL,Atlanta Falcons,Kirk Cousins,00-0029604,QB,0.0,0.0,0.0,0.0,10.4,2.0,209.7,48.0,baseline
v2_baseline,Baseline,167.96,2025_11_LAC_JAX,Los Angeles Chargers,Justin Herbert,00-0036355,QB,0.0,0.0,0.0,0.0,19.9,0.0,211.9,81.0,baseline
v2_baseline,Baseline,159.17,2025_11_SF_ARI,Arizona Cardinals,Michael Wilson,00-0038559,WR,45.9,185.0,8.34,18.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,152.61,2025_11_SEA_LA,Seattle Seahawks,Sam Darnold,00-0034869,QB,0.0,0.0,0.0,0.0,27.4,3.0,177.2,279.0,baseline
v2_baseline,Baseline,145.75,2025_11_DET_PHI,Detroit Lions,Jahmyr Gibbs,00-0039139,RB,21.2,107.0,4.18,8.0,85.6,39.0,0.0,0.0,baseline
v2_baseline,Baseline,142.29000000000002,2025_11_KC_DEN,Denver Broncos,Bo Nix,00-0039732,QB,0.0,0.0,0.0,1.0,23.0,1.0,187.7,295.0,baseline
v2_baseline,Baseline,139.22,2025_11_SEA_LA,Los Angeles Rams,Matthew Stafford,00-0026498,QB,0.0,0.0,0.0,0.0,14.3,0.0,243.0,130.0,baseline
v2_baseline,Baseline,138.75,2025_11_TB_BUF,Buffalo Bills,Josh Allen,00-0034857,QB,0.0,0.0,0.0,0.0,13.0,20.0,187.3,317.0,baseline
v2_baseline,Baseline,123.31000000000002,2025_11_LAC_JAX,Jacksonville Jaguars,Trevor Lawrence,00-0036971,QB,0.0,0.0,0.0,0.0,14.6,4.0,252.3,153.0,baseline
v2_baseline,Baseline,122.24,2025_11_TB_BUF,Tampa Bay Buccaneers,Sean Tucker,00-0038951,RB,12.5,34.0,3.04,2.0,19.5,106.0,0.0,0.0,baseline
v2_baseline,Baseline,116.48000000000002,2025_11_CIN_PIT,Pittsburgh Steelers,Aaron Rodgers,00-0023459,QB,0.0,0.0,0.0,0.0,5.6,0.0,206.4,116.0,baseline
v2_baseline,Baseline,103.71,2025_11_DAL_LV,Dallas Cowboys,George Pickens,00-0037247,WR,47.3,144.0,8.45,11.0,0.0,0.0,0.0,0.0,baseline
