scenario_id,scenario_label,n_rows,mae_pass_attempts,mae_pass_yards,mae_pass_tds,mae_interceptions,mae_rush_attempts,mae_rush_yards,mae_rush_tds,mae_targets,mae_receptions,mae_rec_yards,mae_rec_tds,brier_any_td,any_td_rate,mae_mean
v2_baseline,Baseline,454,0.8282274247491639,5.052173913043479,0.10364548494983278,0.06642140468227424,1.454046822742475,6.979598662207357,0.12036789297658863,2.074782608695652,1.400133779264214,16.12809364548495,0.2682943143812709,0.10970161983220032,0.13656387665198239,3.1341623593797507
v2_blend_10_20,Market blend m=0.10 t=0.20,454,0.8295690174186775,5.045475740052054,0.1035598672625223,0.06637420455918926,1.4551046599703121,6.977061481743216,0.12050210742827307,2.0818932533306147,1.402533705416556,16.167685907076688,0.26888770499346704,0.10981291783030911,0.13656387665198239,3.138058877204688
v2_cold_minus15,Temp -15F,454,0.8299329135411199,5.024244952063694,0.1032932345292759,0.06649406362771691,1.4537785536144727,6.963416473225803,0.12028476540107001,2.0766554039987235,1.4014444725811623,16.12152944492593,0.2681122640985673,0.10962757074439494,0.13656387665198239,3.1299260492370493
v2_elo_minus100,Home Elo -100 (diff),454,0.8360703429261125,5.052379470630118,0.10333486636088517,0.0664635608884117,1.4549780336718527,6.969002745445936,0.12047592749745246,2.0785410668584294,1.4025434833809742,16.13555939260391,0.2682035579913609,0.10967567988574185,0.13656387665198239,3.1352320407504948
v2_elo_plus100,Home Elo +100 (diff),454,0.8302308109507518,5.027733513762565,0.10367628042788483,0.06633180369709396,1.4555727939860243,6.976183352102816,0.1204483429957274,2.073757492226162,1.3999627130318972,16.13657727412577,0.2681191646714198,0.10976634111821441,0.13656387665198239,3.132599412907101
v2_inj_away_plus1,Away starters out +1,454,0.8254827861941423,5.025900895467665,0.10292065136354206,0.06631039738305976,1.4519561453286771,6.965775943176809,0.12008486428184403,2.065195884497808,1.3969100896173035,16.093826352336322,0.2671079574042937,0.10946915024350423,0.13656387665198239,3.1255883606410424
v2_inj_away_plus2,Away starters out +2,454,0.823560400911085,4.988801421066905,0.10209197435268688,0.06628701916785844,1.4537403712945693,6.9485293871688585,0.11994466046520957,2.0564316213125498,1.393924024312696,16.046663447288818,0.26633205411819977,0.10934571886066498,0.13656387665198239,3.115118761950858
v2_inj_home_plus1,Home starters out +1,454,0.8343196814751123,5.034357377481115,0.1032849358099101,0.06641755041567643,1.4551678824598562,6.950890742481203,0.12026477860496934,2.0690985278409317,1.3999028686466388,16.103235027725535,0.26760347973977666,0.10964963090814886,0.13656387665198239,3.1276857138800653
v2_inj_home_plus2,Home starters out +2,454,0.8294716027138179,4.983234265918731,0.10185344978965252,0.06636197792829777,1.4513607866266616,6.936433642329008,0.1198587517560559,2.0608019192076537,1.395185669627345,16.051441061302633,0.2664079745815063,0.10925568392456869,0.13656387665198239,3.1147646456164875
v2_neutral_site,Neutral site,454,0.8301707130164986,5.049804303004312,0.10339075191617428,0.06637956335819277,1.4529704632070377,6.965649581067016,0.12036476012148796,2.0751822990207276,1.4015298923607282,16.140806222076936,0.268442680593076,0.10975005607990712,0.13656387665198239,3.134062839067471
v2_precip_plus25,Precip +25%,454,0.8276119087722948,5.020479884331381,0.10329728086705874,0.06645439027545741,1.4562927895488642,6.98049692167731,0.12048580212517992,2.0762448673028415,1.4005642125422717,16.1367299635194,0.2683731876001605,0.10976402313865026,0.13656387665198239,3.1324573825965656
v2_precip_plus50,Precip +50%,454,0.827597321156906,5.059334385531363,0.10374018178886027,0.06633578127456136,1.455598231929629,6.9856807139408295,0.12041904309337835,2.080265084671027,1.401377345951672,16.143677619098227,0.2687951261378989,0.10981885950416459,0.13656387665198239,3.1375291667794865
v2_pressure_plus005,Home/away pressure +0.05,454,0.8266332038264683,4.963534362600042,0.10210201049470409,0.06630279151848772,1.4542343514676215,6.951107110941206,0.11995420529496316,2.058537434377733,1.3931509495821812,16.036366818171093,0.2664075352609784,0.10936987411613568,0.13656387665198239,3.112575524866862
v2_rest_minus7,Home rest -7 days (diff),454,0.8356564985269043,5.087049440544058,0.10377962179942854,0.0664917804200157,1.4555308710164225,6.976836854877459,0.12061846755317306,2.0790515726404255,1.4020819889838707,16.144834315248836,0.26852050523945337,0.10978660948203521,0.13656387665198239,3.1400410833500043
v2_rest_plus7,Home rest +7 days (diff),454,0.832837186700533,5.0785721087820574,0.10358087350978279,0.06638432704455652,1.4538663025134324,6.977847233073675,0.12055708028134314,2.0831974919507577,1.4042221013653045,16.158607337005993,0.2687362683179975,0.1097436663027877,0.13656387665198239,3.140764391867766
v2_sigma_high,High volatility,454,0.8268320789016744,5.043284831041785,0.10263809987612686,0.0665368884277653,1.4560486442771212,6.968805325414165,0.1203512411548351,2.0754473046874313,1.4016540958045305,16.12323357003038,0.2678675434178103,0.1095316883296988,0.13656387665198239,3.132063602093966
v2_sigma_low,Low volatility,454,0.8315147592424518,5.078622669851458,0.10389245642281869,0.06635406818472347,1.4546662154419043,6.969277006702282,0.12042025400693519,2.076231103414685,1.4002640832540862,16.131568896718996,0.2683162094647577,0.1097172559027741,0.13656387665198239,3.1364661566095546
v2_spread_home_minus3,Spread home -3.0,454,0.8196765461655109,4.749089394649369,0.10205366206139732,0.06729200686302575,1.4384641250880437,6.9794479902944095,0.11920047722340067,2.0953688093035754,1.4083149808355766,16.089090305563168,0.2687214689786261,0.10961327018608429,0.13656387665198239,3.103338160638737
v2_spread_home_plus3,Spread home +3.0,454,0.8495595914766565,5.606840468554824,0.10663532467252212,0.06576585208872844,1.4734170740539438,6.975028370154871,0.12189891696804733,2.0587769034028476,1.397042511852145,16.212936496336557,0.26793221625485464,0.1101902476558063,0.13656387665198239,3.194166702346909
v2_total_minus3,Total -3.0,454,0.8259748674238964,4.868929268086901,0.09883799732350351,0.0663534674417224,1.4501262479689987,6.878863953892986,0.11878889101442194,2.012775695740469,1.377538115133383,15.825327021704497,0.2605245322052542,0.10823132202405142,0.13656387665198239,3.0712763689032756
v2_total_plus3,Total +3.0,454,0.8440636704294124,5.430105648424885,0.10948114591771103,0.06680866287273658,1.4603348350721896,7.072115582298173,0.12234464066746145,2.1471037726087068,1.4298246708590374,16.49563291704175,0.27633920491939684,0.11145458436796994,0.13656387665198239,3.223104977373769
v2_wind_plus10,Wind +10mph (open),454,0.8332127806094036,5.024725158629046,0.10297839220596908,0.06646166959008967,1.4548554475215758,6.949839650644353,0.12007917046884815,2.0648321926776885,1.397841908709715,16.075750218056058,0.2671032638213553,0.109546331019563,0.13656387665198239,3.123425441175827
