scenario_id,position,scenario_label,n_rows,mae_pass_attempts,mae_pass_yards,mae_pass_tds,mae_interceptions,mae_rush_attempts,mae_rush_yards,mae_rush_tds,mae_targets,mae_receptions,mae_rec_yards,mae_rec_tds,brier_any_td,any_td_rate,mae_mean
v2_baseline,QB,Baseline,31,7.616296296296296,50.02222222222223,1.1477777777777778,0.6614814814814814,3.7892592592592593,12.496296296296295,0.15407407407407409,0.0,0.0,0.0,0.0,0.03407425104126053,0.03225806451612903,6.89885521885522
v2_blend_10_20,QB,Market blend m=0.10 t=0.20,31,7.6311531928957255,49.94804615835423,1.146829641166451,0.6609587838221329,3.792957412679451,12.504675384126282,0.15476521406474528,0.0,0.0,0.0,0.0,0.03433516121565114,0.03225806451612903,6.89448961700991
v2_cold_minus15,QB,Temp -15F,31,7.635183005510918,49.71293483952017,1.143876930527907,0.6622861120254576,3.784231153582665,12.475734549913446,0.15427737443320877,0.0,0.0,0.0,0.0,0.03423154072239587,0.03225806451612903,6.869865815046707
v2_elo_minus100,QB,Home Elo -100 (diff),31,7.703149353144727,50.024498582163154,1.1443379645149876,0.6619483224309296,3.7912621101034722,12.50679522909039,0.15448276406049485,0.0,0.0,0.0,0.0,0.03420610111373009,0.03225806451612903,6.907861302318923
v2_elo_plus100,QB,Home Elo +100 (diff),31,7.638481943491659,49.75156743018545,1.1481188091828727,0.660489233534485,3.780531046755727,12.465677632029164,0.1545095208386147,0.0,0.0,0.0,0.0,0.03433246286318506,0.03225806451612903,6.872670510547089
v2_inj_away_plus1,QB,Away starters out +1,31,7.585901965631429,49.73127287943821,1.1397509169518178,0.6602521784272172,3.757518433107265,12.367245470804558,0.1536726502000554,0.0,0.0,0.0,0.0,0.03421121559692157,0.03225806451612903,6.854146772232777
v2_inj_away_plus2,QB,Away starters out +2,31,7.564613328607941,49.320430551814994,1.1305740863501252,0.6599932863403583,3.742230984330624,12.297256710080852,0.15250775527312416,0.0,0.0,0.0,0.0,0.03381665888669873,0.03225806451612903,6.806146063890728
v2_inj_home_plus1,QB,Home starters out +1,31,7.683762398557724,49.82492058766123,1.1437850298949306,0.6614387990476762,3.768571067339538,12.412963734686038,0.1540070626278062,0.0,0.0,0.0,0.0,0.03422180891601706,0.03225806451612903,6.877222607255905
v2_inj_home_plus2,QB,Home starters out +2,31,7.630074415238205,49.25877946332224,1.1279326476705964,0.6608233852059641,3.746473698610169,12.312460866325353,0.15291637880443554,0.0,0.0,0.0,0.0,0.03401618407878141,0.03225806451612903,6.808132805016087
v2_neutral_site,QB,Neutral site,31,7.637816414516042,49.995980985121825,1.14495684529393,0.6610181275592459,3.7862452266313418,12.483861350446308,0.15432179322830455,0.0,0.0,0.0,0.0,0.03421712333150177,0.03225806451612903,6.896745522072456
v2_precip_plus25,QB,Precip +25%,31,7.609480026774674,49.67124020055862,1.143921739972243,0.6618467663837692,3.787186093691357,12.494113355649244,0.15424848030321978,0.0,0.0,0.0,0.0,0.034192490417216365,0.03225806451612903,6.865639696666649
v2_precip_plus50,QB,Precip +50%,31,7.609318482441291,50.101517824958414,1.148826457587749,0.6605332815219943,3.7840183399762304,12.478793357454421,0.15443024741315842,0.0,0.0,0.0,0.0,0.03427144420986775,0.03225806451612903,6.9034034537593865
v2_pressure_plus005,QB,Home/away pressure +0.05,31,7.598641775707926,49.04062127471899,1.1306852273302415,0.6601679505195494,3.7424846653607826,12.295198538487115,0.15228283349355995,0.0,0.0,0.0,0.0,0.03372698929599795,0.03225806451612903,6.7836438423289245
v2_rest_minus7,QB,Home rest -7 days (diff),31,7.698566409612757,50.40843639713604,1.149263219186264,0.662260827614248,3.7941414605791315,12.519424835923948,0.15501976735899278,0.0,0.0,0.0,0.0,0.034446411845991204,0.03225806451612903,6.944282992491944
v2_rest_plus7,QB,Home rest +7 days (diff),31,7.667345141609608,50.31455779725315,1.1470622659046317,0.6610708809749036,3.799937333873758,12.541163910635316,0.15492257515359584,0.0,0.0,0.0,0.0,0.03433703700756266,0.03225806451612903,6.935096355036814
v2_sigma_high,QB,High volatility,31,7.600844133022246,49.92378386968494,1.136621920850442,0.6627603570334009,3.786038565590184,12.488745802584596,0.15366436694789046,0.0,0.0,0.0,0.0,0.03388345870704133,0.03225806451612903,6.886587183246701
