scenario_id,scenario_label,season,week,game_id,home_team,away_team,pred_margin,pred_total,spread_ref,total_ref,home_points_mean,away_points_mean,total_points_mean,prob_home_win_mc,prob_home_cover_mc,prob_over_total_mc,scenario_wind_open_add_mph,scenario_wx_precip_add_pct,scenario_wx_temp_add_f,scenario_home_inj_starters_add,scenario_away_inj_starters_add,scenario_neutral_site_flag,scenario_sim_market_blend_margin,scenario_sim_market_blend_total
v2_baseline,Baseline,2025,3,2025_03_ARI_SF,San Francisco 49ers,Arizona Cardinals,1.4809079076556904,43.57692932291513,-1.5,44.5,22.886092346633237,21.17127598974333,44.05736833637657,0.571,0.5055,0.482,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_ATL_CAR,Carolina Panthers,Atlanta Falcons,-7.067773282720109,43.24647684564887,5.5,43.5,18.061025901431222,25.00142317371542,43.062449075146645,0.2215,0.426,0.4925,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_CIN_MIN,Minnesota Vikings,Cincinnati Bengals,2.0681153533417325,41.28359074243781,-3.0,42.5,21.66873045561472,19.397834529056666,41.06656498467139,0.5935,0.451,0.4455,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_DAL_CHI,Chicago Bears,Dallas Cowboys,-2.207357605608567,50.43532000831571,0.5,50.5,23.96554179614059,26.285588955521607,50.2511307516622,0.4015,0.4165,0.4945,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_DEN_LAC,Los Angeles Chargers,Denver Broncos,2.991376720204489,44.10564094143437,-2.5,45.5,23.389337127445767,20.60027924013394,43.98961636757971,0.6285,0.521,0.452,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_DET_BAL,Baltimore Ravens,Detroit Lions,4.623284006072348,51.70499936945255,-4.5,52.5,27.995219045509995,23.56749063080451,51.562709676314505,0.6825,0.4855,0.4705,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_GB_CLE,Cleveland Browns,Green Bay Packers,-10.90748175175324,40.96330015860995,8.5,41.5,14.785712242627913,25.949102864112035,40.73481510673995,0.111,0.3765,0.475,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_HOU_JAX,Jacksonville Jaguars,Houston Texans,1.9356059005049169,43.79052878915208,-1.5,44.5,23.08383451004256,20.838017787357945,43.921852297400505,0.6005,0.5345,0.4785,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_IND_TEN,Tennessee Titans,Indianapolis Colts,-6.432241729415178,43.58189535307909,4.5,43.5,18.604076746061693,25.20218818778511,43.806264933846805,0.2315,0.415,0.513,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_KC_NYG,New York Giants,Kansas City Chiefs,-6.6143324250353395,45.13019013888467,6.0,45.5,19.35261680412813,25.626091492711478,44.97870829683961,0.226,0.482,0.486,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_LA_PHI,Philadelphia Eagles,Los Angeles Rams,3.1143385697878236,43.611793563593324,-3.5,44.5,23.754063446311005,20.41558893430249,44.16965238061349,0.651,0.494,0.491,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_LV_WAS,Washington Commanders,Las Vegas Raiders,4.09592443043723,43.67788667782333,-3.5,44.5,23.83440536179684,19.57807187468438,43.41247723648122,0.6795,0.542,0.484,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_MIA_BUF,Buffalo Bills,Miami Dolphins,14.854274860460292,48.54712013936824,-12.5,49.5,31.526382719416134,16.554950371336403,48.08133309075253,0.9505,0.6115,0.457,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_NO_SEA,Seattle Seahawks,New Orleans Saints,8.67282718751635,40.96887586737624,-7.5,41.5,24.837052232936124,16.20814547057504,41.045197703511164,0.83,0.56,0.484,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_NYJ_TB,Tampa Bay Buccaneers,New York Jets,8.296679189555418,43.317204084036064,-7.0,43.5,25.84740151913763,17.661660804659927,43.50906232379755,0.828,0.5545,0.493,0.0,0.0,0.0,0,0,,,
v2_baseline,Baseline,2025,3,2025_03_PIT_NE,New England Patriots,Pittsburgh Steelers,-0.9856300049166967,44.163495235992556,1.5,44.5,21.543930333940093,22.61593313860349,44.159863472543584,0.452,0.5155,0.4885,0.0,0.0,0.0,0,0,,,
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,3,2025_03_ARI_SF,San Francisco 49ers,Arizona Cardinals,1.4809079076556904,43.6906333552945,-1.5,44.5,22.439783230180883,21.051838561838863,43.49162179201974,0.5655,0.49,0.47,0.0,0.0,0.0,0,0,,0.1,0.2
v2_blend_10_20,Market blend m=0.10 t=0.20,2025,3,2025_03_ATL_CAR,Carolina Panthers,Atlanta Falcons,-7.067773282720109,43.33504796684109,5.5,43.5,18.22057464299054,25.445324362469734,43.665899005460275,0.2105,0.4185,0.5,0.0,0.0,0.0,0,0,,0.1,0.2
