season,week,game_id,game_date,home_team,away_team,margin_pred,total_pred,market_spread_home,market_total,margin_actual,total_actual,resid_margin,resid_total,home_score,away_score,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,elo_home_pre,elo_away_pre,home_off_epa,home_def_epa,off_epa_1h_h,off_epa_2h_h,def_epa_1h_h,def_epa_2h_h,home_pace_secs_play,home_pass_rate,home_rush_rate,home_qb_adj,home_sos,away_off_epa,away_def_epa,off_epa_1h_a,off_epa_2h_a,def_epa_1h_a,def_epa_2h_a,away_pace_secs_play,away_pass_rate,away_rush_rate,away_qb_adj,away_sos,close_spread_home,close_total,wx_temp_f,wx_wind_mph,wx_precip_pct,wx_precip_type,wx_sky,roof,surface,neutral_site,home_margin,total_points,elo_diff,off_epa_diff,def_epa_diff,pace_secs_play_diff,pass_rate_diff,rush_rate_diff,qb_adj_diff,sos_diff,home_first_half,home_second_half,away_first_half,away_second_half,home_inj_qb_out,home_inj_wr1_out,home_inj_te1_out,home_inj_rb1_out,home_inj_wr_top2_out,home_inj_starters_out,away_inj_qb_out,away_inj_wr1_out,away_inj_te1_out,away_inj_rb1_out,away_inj_wr_top2_out,away_inj_starters_out,inj_qb_out_diff,inj_wr1_out_diff,inj_te1_out_diff,inj_rb1_out_diff,inj_wr_top2_out_diff,inj_starters_out_diff,home_off_ppg,home_def_ppg,home_net_margin,home_rating_games,away_off_ppg,away_def_ppg,away_net_margin,away_rating_games,off_ppg_diff,def_ppg_diff,net_margin_diff,prob_home_win,pred_home_score,pred_away_score,pred_home_q1,pred_home_q2,pred_home_q3,pred_home_q4,pred_home_1h,pred_home_2h,pred_away_q1,pred_away_q2,pred_away_q3,pred_away_q4,pred_away_1h,pred_away_2h,home_win_actual,home_win_pred
2025,4,2025_04_BAL_KC,2025-09-28,Kansas City Chiefs,Baltimore Ravens,3.5198248910675383,36.20093538270009,,,17.0,57.0,13.480175108932462,20.799064617299912,37.0,20.0,3.0,17.0,10.0,7.0,7.0,3.0,3.0,7.0,1491.6668334281767,1493.6506844711896,0.082586884,-0.117727675,0.0012441176,0.18319504,-0.14729758,-0.089636244,34.61905,0.6666666666666666,0.3333333333333333,,0.0166404550564014,0.15812726,0.28674892,0.29910207,0.07231651,0.18310969,0.41766164,46.84127,0.7192982456140351,0.2807017543859649,,-0.0111378183439272,2.5,48.5,,,,,,open,grass,,17.0,57.0,-1.983851043012919,-0.07554037599999999,-0.404476595,-12.22222,-0.052631578947368474,0.05263157894736842,0.0,0.0277782734003286,20.0,17.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.64,14.52,6.119999999999999,3,34.239999999999995,33.44,0.7999999999999998,3,-13.599999999999994,-18.919999999999998,5.319999999999999,0.44369061611499,19.860380136883812,16.340555245816276,5.064396934905372,5.26300073627421,4.865793133536534,4.6671893321676965,10.327397671179583,9.53298246570423,4.166841587683151,4.330247140141314,4.003436035224987,3.8400304827668252,8.497088727824465,7.843466517991812,1,1
2025,4,2025_04_CAR_NE,2025-09-28,New England Patriots,Carolina Panthers,9.302387403832837,37.390741910594855,,,29.0,55.0,19.69761259616716,17.609258089405145,42.0,13.0,7.0,21.0,7.0,7.0,6.0,0.0,0.0,7.0,1469.852063404426,1490.9486878736273,-0.08275977,0.03746809,0.016879082,-0.19517283,0.3296928,-0.2461618,50.412697,0.6756756756756757,0.3243243243243243,,-0.2319441701650298,0.067211956,-0.37877744,0.091300815,0.045658756,-0.22047064,-0.55374813,48.935482,0.5087719298245614,0.4912280701754385,,0.057822888767397,-5.5,43.5,,,,,,open,artificial,,29.0,55.0,-21.096624469201288,-0.149971726,0.41624553000000003,1.477215000000001,0.16690374585111423,-0.16690374585111423,0.0,-0.2897670589324268,28.0,14.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,18.4,22.28,-3.8800000000000003,3,24.88,10.64,14.24,3,-6.48,11.64,-18.12,0.6979858038272241,23.346564657213847,14.044177253381008,5.486442694445254,6.18683963416167,5.719908341017392,5.953373987589531,11.673282328606923,11.673282328606923,3.3003816545445366,3.7217069721459675,3.440823427078347,3.581265199612157,7.022088626690504,7.022088626690504,1,1
2025,4,2025_04_CHI_LV,2025-09-28,Las Vegas Raiders,Chicago Bears,5.3129881700543455,39.15189335233338,,,-1.0,49.0,-6.3129881700543455,9.848106647666619,24.0,25.0,7.0,7.0,7.0,3.0,3.0,6.0,7.0,9.0,1463.5478786632273,1476.4355906615233,-0.021253569,0.22180377,0.06981662,-0.09100945,0.27561158,0.15169054,42.714287,0.5454545454545454,0.4545454545454546,,0.0425169510789609,0.2032344,-0.0045705857,0.312804,0.08077425,0.12765276,-0.13986889,55.18421,0.543859649122807,0.4561403508771929,,-0.1349412075282747,1.5,47.5,,,,,,fixed,grass,,-1.0,49.0,-12.887711998296027,-0.224487969,0.2263743557,-12.469923000000001,0.0015948963317383713,-0.0015948963317383158,0.0,0.1774581586072356,14.0,10.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.759999999999998,31.479999999999997,-11.719999999999999,3,27.479999999999997,25.200000000000003,2.2800000000000002,3,-7.719999999999999,6.279999999999994,-14.0,0.7117942724634541,22.232440761193864,16.919452591139517,5.669272394104436,5.891596801716374,5.446947986492496,5.224623578880558,11.56086919582081,10.671571565373053,4.314460410740577,4.4836549366519725,4.145265884829182,3.9760713589177867,8.79811534739255,8.121337243746968,0,1
2025,4,2025_04_CIN_DEN,2025-09-29,Denver Broncos,Cincinnati Bengals,2.8869213719287248,48.75563829823427,,,25.0,31.0,22.113078628071275,-17.755638298234267,28.0,3.0,7.0,14.0,0.0,7.0,3.0,0.0,0.0,0.0,1499.092749688536,1480.1725860463678,-0.0961697,-0.060784478,-0.18978116,-0.015208438,-0.070339255,-0.05065642,52.360657,0.6862745098039216,0.3137254901960784,,0.2319441701650298,-0.51310503,0.04211352,-0.76247483,-0.17801432,0.011099163,0.08088147,40.9,0.6071428571428571,0.3928571428571429,,0.1013176234153426,-7.5,44.5,72.6,5.6,0.0,none,Overcast,open,grass,,25.0,31.0,18.92016364216829,0.41693532999999994,-0.102897998,11.460657000000005,0.07913165266106448,-0.07913165266106448,0.0,0.1306265467496872,21.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,21.92,22.68,-0.7599999999999998,3,16.16,37.839999999999996,-21.68,3,5.760000000000002,-15.159999999999997,20.92,0.30003837342905687,25.821279835081494,22.934358463152773,6.068000761244151,6.842639156296596,6.326213559594966,6.584426357945781,12.910639917540747,12.910639917540747,5.389574238840901,6.077604992735485,5.6189178234724295,5.848261408103957,11.467179231576386,11.467179231576386,1,1
2025,4,2025_04_CLE_DET,2025-09-28,Detroit Lions,Cleveland Browns,9.017037037037039,54.026666666666664,,,24.0,44.0,14.982962962962961,-10.026666666666664,34.0,10.0,7.0,13.0,0.0,14.0,7.0,0.0,3.0,0.0,1526.2547069562195,1474.8456714640151,0.28674892,0.15812726,0.18310969,0.41766164,0.29910207,0.07231651,43.894737,0.4477611940298507,0.5522388059701493,,-0.023882037465899,-0.09277101,-0.094478756,-0.1910355,-0.018526744,-0.016442603,-0.15724696,52.090908,0.6923076923076923,0.3076923076923077,,0.0771784658066196,-9.5,44.5,,,,,,fixed,artificial,,24.0,44.0,51.40903549220434,0.37951993,0.252606016,-8.196171,-0.24454649827784158,0.24454649827784158,0.0,-0.10106050327251861,20.0,14.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.36,27.36,10.0,3,14.440000000000001,18.560000000000002,-4.12,3,22.919999999999998,8.799999999999997,14.120000000000001,0.7749732535145064,31.52185185185185,22.504814814814814,8.038072222222223,8.353290740740741,7.722853703703703,7.407635185185185,16.391362962962965,15.130488888888888,5.738727777777778,5.963775925925926,5.513679629629629,5.288631481481482,11.702503703703705,10.802311111111111,1,1
2025,4,2025_04_GB_DAL,2025-09-28,Dallas Cowboys,Green Bay Packers,14.438125202684024,37.41452834338864,,,0.0,80.0,-14.438125202684024,42.58547165661136,40.0,40.0,0.0,16.0,7.0,14.0,7.0,6.0,7.0,17.0,1462.3569170943401,1525.1853304745105,-0.0045705857,0.2032344,0.12765276,-0.13986889,0.312804,0.08077425,40.0,0.6891891891891891,0.3108108108108108,,-0.0956230821894176,-0.094478756,-0.09277101,-0.016442603,-0.15724696,-0.1910355,-0.018526744,42.04918,0.546875,0.453125,,0.1002478116267436,7.0,47.5,,,,,,retractable,artificial,,0.0,80.0,-62.82841338017033,0.08990817029999999,0.29600541,-2.04918,0.14231418918918914,-0.1423141891891892,0.0,-0.19587089381616118,16.0,21.0,13.0,24.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,21.200000000000003,31.32,-10.12,3,16.8,14.2,2.6000000000000005,3,4.400000000000002,17.12,-12.719999999999999,0.6473451009783112,25.92632677303633,11.48820157035231,6.611213327124264,6.870476594854628,6.351950059393901,6.092686791663538,13.48168992197889,12.444636851057439,2.929491400439839,3.044373416143362,2.8146093847363156,2.699727369032793,5.973864816583202,5.514336753769109,0,1
2025,4,2025_04_IND_LA,2025-09-28,Los Angeles Rams,Indianapolis Colts,11.566087684317173,50.391849706579976,,,7.0,47.0,-4.566087684317173,-3.3918497065799755,27.0,20.0,3.0,10.0,0.0,14.0,3.0,7.0,0.0,10.0,1517.7227159069796,1556.750309588179,-0.10605828,-0.048487157,0.11374271,-0.38080952,-0.29495484,0.12609412,45.409836,0.5303030303030303,0.4696969696969697,,-0.0617087940268048,0.2662428,-0.079712674,0.107568726,0.4489584,-0.31396455,0.15453921,35.636364,0.5370370370370371,0.4629629629629629,,0.0590085379175237,-3.0,49.5,,,,,,fixed,artificial,,7.0,47.0,-39.027593681199505,-0.37230108,0.031225516999999994,9.773471999999998,-0.006734006734006814,0.006734006734006814,0.0,-0.1207173319443285,13.0,14.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,25.76,25.8,-0.040000000000000036,3,36.84,20.0,16.84,3,-11.080000000000002,5.800000000000001,-16.88,0.7190460718182619,30.978968695448575,19.4128810111314,7.280057643430415,8.209426704293874,7.589847330384901,7.899637017339387,15.48948434772429,15.489484347724288,4.562027037615879,5.144413467949821,4.756155847727193,4.950284657838507,9.7064405055657,9.7064405055657,1,1
2025,4,2025_04_JAX_SF,2025-09-28,San Francisco 49ers,Jacksonville Jaguars,4.091272806126908,39.15562167938987,,,-5.0,47.0,-9.09127280612691,7.844378320610133,21.0,26.0,3.0,3.0,8.0,7.0,0.0,17.0,9.0,0.0,1537.8237921770524,1522.6808356292815,-0.022365734,-0.0027177036,-0.02170812,-0.02280891,-0.09542723,0.104254834,46.640625,0.6984126984126984,0.3015873015873016,,-0.057822888767397,-0.12352672,-0.22187935,-0.142017,-0.10664429,-0.23568802,-0.20360321,43.521126,0.6521739130434783,0.3478260869565217,,0.0122108106898748,-3.0,47.5,,,,,,open,grass,,-5.0,47.0,15.142956547770837,0.10116098600000001,0.2191616464,3.1194989999999976,0.0462387853692201,-0.04623878536922005,0.0,-0.07003369945727181,6.0,15.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56,16.12,2.44,3,20.84,15.04,5.800000000000001,3,-2.280000000000001,1.0800000000000018,-3.3600000000000008,0.679012687446941,21.623447242758388,17.53217443663148,5.081510102048221,5.730213519330973,5.297744574475805,5.513979046903389,10.811723621379194,10.811723621379194,4.120060992608397,4.646026225707343,4.295382736974712,4.470704481341027,8.76608721831574,8.76608721831574,0,1
2025,4,2025_04_LAC_NYG,2025-09-28,New York Giants,Los Angeles Chargers,14.562030854766148,42.864868223895705,,,3.0,39.0,-11.562030854766148,-3.864868223895705,21.0,18.0,7.0,6.0,8.0,0.0,0.0,10.0,8.0,0.0,1428.8561371388157,1552.1122740613953,-0.117727675,0.082586884,-0.14729758,-0.089636244,0.0012441176,0.18319504,55.655174,0.6363636363636364,0.3636363636363636,,-0.0174452565811775,-0.060784478,-0.0961697,-0.070339255,-0.05065642,-0.18978116,-0.015208438,37.55056,0.6744186046511628,0.3255813953488372,,0.0741400332020879,6.0,43.5,,,,,,open,artificial,,3.0,39.0,-123.25613692257957,-0.056943197,0.178756584,18.104614000000005,-0.038054968287526414,0.038054968287526414,0.0,-0.0915852897832654,13.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,15.240000000000002,26.16,-10.92,3,22.92,17.52,5.4,3,-7.68,8.64,-16.32,0.2309861598900701,28.713449539330927,14.151418684564778,6.747660641742767,7.6090641279226965,7.034795137136077,7.321929632529387,14.356724769665464,14.356724769665464,3.3255833908727226,3.7501259514096663,3.4670975777183703,3.6086117645640186,7.075709342282389,7.075709342282389,1,1
2025,4,2025_04_MIN_PIT,2025-09-28,Pittsburgh Steelers,Minnesota Vikings,11.59552591852592,45.57532296047892,,,3.0,45.0,-8.59552591852592,-0.5753229604789212,24.0,21.0,7.0,7.0,7.0,3.0,3.0,3.0,0.0,15.0,1499.2783414530654,1514.0630406808473,0.03746809,-0.08275977,0.3296928,-0.2461618,0.016879082,-0.19517283,51.263157,0.5294117647058824,0.4705882352941176,,-0.0483951182831255,0.04211352,-0.51310503,0.011099163,0.08088147,-0.76247483,-0.17801432,40.923077,0.5,0.5,,-0.0336206296971889,2.5,41.5,,,,,,open,grass,,3.0,45.0,-14.784699227781857,-0.004645429999999999,0.43034525999999995,10.34008,0.02941176470588236,-0.029411764705882415,0.0,-0.0147744885859366,14.0,10.0,6.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,22.12,20.96,1.1599999999999997,3,34.559999999999995,15.120000000000001,19.44,3,-12.439999999999994,5.84,-18.28,0.546998085733707,28.58542443950242,16.9898985209765,6.717574743283069,7.575137476468142,7.0034289876780935,7.289283232073117,14.29271221975121,14.29271221975121,3.992626152429477,4.502323108058772,4.162525137639243,4.332424122849007,8.49494926048825,8.49494926048825,1,1
