scenario_id,delta_pred_margin,delta_pred_total,delta_spread_ref,delta_total_ref,delta_home_points_mean,delta_away_points_mean,delta_total_points_mean,delta_prob_home_win_mc,delta_prob_home_cover_mc,delta_prob_over_total_mc,n_games_applies,n_games,scenario_label
v2_baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16,Baseline
v2_blend_10_20,-5.551115123125783e-17,0.09956676983659607,0.0,0.0,0.07684814788205963,0.043305175192703826,0.12015332307476534,0.013437500000000003,0.010312499999999999,0.00375,16,16,Market blend m=0.10 t=0.20
v2_cold_minus15,0.0,0.0,0.0,0.0,-0.039736440688476815,-0.3458459539299592,-0.38558239461843646,0.03000000000000001,0.0165625,-0.015624999999999997,16,16,Temp -15F
v2_elo_minus100,-0.07999999999999997,0.0,0.0,0.0,-0.33591013804052394,-0.1772874044676589,-0.5131975425081801,-0.010312499999999997,0.0040625,-0.0121875,16,16,Home Elo -100 (diff)
v2_elo_plus100,0.08000000000000002,0.0,0.0,0.0,0.008794246216501156,-0.08431615119809988,-0.07552190498160094,-0.004687500000000001,0.0056250000000000015,-0.00375,16,16,Home Elo +100 (diff)
v2_inj_away_plus1,0.0,-0.399999999999999,0.0,0.0,-0.39471119476969896,-0.49004976652440635,-0.8847609612941043,0.00906250000000001,0.0037500000000000103,-0.023125,16,16,Away starters out +1
v2_inj_away_plus2,0.0,-0.7999999999999985,0.0,0.0,-0.28595705291224716,-0.610950905852929,-0.8969079587651732,0.018125000000000002,0.0275,-0.0325,16,16,Away starters out +2
v2_inj_home_plus1,0.0,-0.399999999999999,0.0,0.0,-0.1986884619602578,-0.1582146182872879,-0.3569030802475459,5.204170427930421e-18,0.0006250000000000006,-0.015625000000000003,16,16,Home starters out +1
v2_inj_home_plus2,0.0,-0.7999999999999985,0.0,0.0,-0.3609127767568997,-0.3962311177632525,-0.7571438945201514,0.0015625000000000014,0.006562499999999999,-0.0246875,16,16,Home starters out +2
v2_neutral_site,0.0,0.0,0.0,0.0,0.08604236670699861,-0.06981410911121366,0.01622825759578639,0.0012500000000000133,-0.0003125000000000072,-0.006250000000000002,16,16,Neutral site
v2_precip_plus25,0.0,0.0,0.0,0.0,-0.3159143348044401,-0.17324353248122848,-0.48915786728566735,0.00156250000000001,-0.0003125000000000003,-0.01562499999999999,16,16,Precip +25%
v2_precip_plus50,0.0,0.0,0.0,0.0,-0.053298305455377726,-0.1558947267124844,-0.20919303216786345,0.010312500000000004,0.009375000000000005,-0.002499999999999992,16,16,Precip +50%
v2_pressure_plus005,0.0,-0.8000000000000003,0.0,0.0,-0.4257013754833101,-0.35111996929306466,-0.7768213447763754,0.0065625000000000214,0.0025000000000000022,-0.028125000000000004,16,16,Home/away pressure +0.05
v2_rest_minus7,-0.15000000000000008,0.0,0.0,0.0,-0.21088903880804633,-0.448712522076687,-0.6596015608847323,0.005312500000000003,0.017499999999999995,-0.017499999999999998,16,16,Home rest -7 days (diff)
v2_rest_plus7,0.15000000000000008,0.0,0.0,0.0,0.13458085182868895,0.03312715062075644,0.16770800244944573,-0.0006250000000000006,0.010312500000000002,0.013125000000000008,16,16,Home rest +7 days (diff)
v2_sigma_high,0.0,0.0,0.0,0.0,-0.04728312460222894,-0.10112558755675982,-0.14840871215898765,-0.0159375,0.009687500000000005,-0.006562499999999999,16,16,High volatility
v2_sigma_low,0.0,0.0,0.0,0.0,-0.06874937103821122,-0.2509653511836445,-0.3197147222218546,-0.006250000000000002,0.01312499999999999,-0.023125,16,16,Low volatility
v2_spread_home_minus3,3.0,0.0,-3.0,0.0,1.1630057940463656,-1.6449057983694417,-0.4819000043230761,0.108125,-0.0037499999999999964,-0.009374999999999994,16,16,Spread home -3.0
v2_spread_home_plus3,-3.0,0.0,3.0,0.0,-1.3595899841015178,1.2421105830214267,-0.11747940108009214,-0.106875,0.020625000000000008,-0.012187499999999997,16,16,Spread home +3.0
v2_total_minus3,0.0,-2.6230063321925394,0.0,-3.0,-1.1865280181364197,-1.5510080475096162,-2.7375360656460357,0.013437500000000003,0.024687499999999998,0.011875000000000004,16,16,Total -3.0
v2_total_plus3,0.0,2.6230063321925394,0.0,3.0,1.2299777154440048,1.1291363083761017,2.359114023820107,0.0018749999999999965,0.006562499999999995,-0.014062499999999995,16,16,Total +3.0
v2_wind_plus10,0.0,-0.5,0.0,0.0,-0.34139125512855284,-0.3504390281669725,-0.6918302832955243,0.0003125000000000055,0.0012499999999999907,-0.029062499999999998,16,16,Wind +10mph (open)
v2_wind_plus20,0.0,-0.9999999999999996,0.0,0.0,-0.5972409921460617,-0.8192373891161775,-1.4164783812622388,0.017812500000000002,0.01062500000000001,-0.034062499999999996,16,16,Wind +20mph (open)
