scenario_id,scenario_label,abs_error_sum,game_id,team,player,player_id,position,rec_yards,rec_yards_act,targets,targets_act,rush_yards,rush_yards_act,pass_yards,pass_yards_act,pick
v2_baseline,Baseline,283.71000000000004,2025_02_JAX_CIN,Cincinnati Bengals,Jake Browning,00-0035100,QB,0.0,0.0,0.0,0.0,9.3,1.0,0.0,241.0,baseline
v2_baseline,Baseline,232.75,2025_02_ATL_MIN,Atlanta Falcons,Michael Penix Jr.,00-0039917,QB,0.0,0.0,0.0,0.0,6.8,0.0,337.3,135.0,baseline
v2_baseline,Baseline,220.57000000000002,2025_02_NYG_DAL,New York Giants,Russell Wilson,00-0029263,QB,0.0,0.0,0.0,0.0,13.6,8.0,238.2,450.0,baseline
v2_baseline,Baseline,181.24,2025_02_JAX_CIN,Cincinnati Bengals,Joe Burrow,00-0036442,QB,0.0,0.0,0.0,0.0,8.5,0.0,226.4,76.0,baseline
v2_baseline,Baseline,167.1,2025_02_BUF_NYJ,New York Jets,Justin Fields,00-0036945,QB,0.0,0.0,0.0,0.0,27.0,21.0,163.7,27.0,baseline
v2_baseline,Baseline,151.99,2025_02_BUF_NYJ,Buffalo Bills,Josh Allen,00-0034857,QB,0.0,0.0,0.0,0.0,19.4,7.0,269.6,148.0,baseline
v2_baseline,Baseline,151.57,2025_02_JAX_CIN,Cincinnati Bengals,Ja'Marr Chase,00-0036900,WR,33.1,165.0,6.3,16.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,151.50000000000003,2025_02_DEN_IND,Indianapolis Colts,Daniel Jones,00-0035710,QB,0.0,0.0,0.0,0.0,36.5,-4.0,216.6,316.0,baseline
v2_baseline,Baseline,146.65,2025_02_PHI_KC,Philadelphia Eagles,Jalen Hurts,00-0036389,QB,0.0,0.0,0.0,0.0,27.0,6.0,212.0,101.0,baseline
v2_baseline,Baseline,143.12,2025_02_SEA_PIT,Seattle Seahawks,Sam Darnold,00-0034869,QB,0.0,0.0,0.0,0.0,9.2,0.0,169.0,295.0,baseline
v2_baseline,Baseline,133.63,2025_02_BUF_NYJ,Buffalo Bills,James Cook,00-0037248,RB,25.2,3.0,5.69,1.0,38.7,132.0,0.0,0.0,baseline
v2_baseline,Baseline,131.39,2025_02_DEN_IND,Indianapolis Colts,Jonathan Taylor,00-0036223,RB,21.4,50.0,3.81,3.0,72.0,165.0,0.0,0.0,baseline
v2_baseline,Baseline,116.53999999999998,2025_02_PHI_KC,Kansas City Chiefs,Patrick Mahomes,00-0033873,QB,0.0,0.0,0.0,0.0,13.6,0.0,278.9,187.0,baseline
v2_baseline,Baseline,112.47999999999999,2025_02_NE_MIA,Miami Dolphins,Tua Tagovailoa,00-0036212,QB,0.0,0.0,0.0,0.0,3.7,0.0,211.0,315.0,baseline
