season,week,scenario_id,scenario_label,game_id,home_team,away_team,scenario_applies,delta_pred_margin,delta_pred_total,delta_spread_ref,delta_total_ref,delta_home_points_mean,delta_away_points_mean,delta_total_points_mean,delta_prob_home_win_mc,delta_prob_home_cover_mc,delta_prob_over_total_mc
2025,2,v2_baseline,Baseline,2025_02_ATL_MIN,Minnesota Vikings,Atlanta Falcons,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,v2_baseline,Baseline,2025_02_BUF_NYJ,New York Jets,Buffalo Bills,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,v2_baseline,Baseline,2025_02_CAR_ARI,Arizona Cardinals,Carolina Panthers,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,v2_baseline,Baseline,2025_02_CHI_DET,Detroit Lions,Chicago Bears,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,v2_baseline,Baseline,2025_02_CLE_BAL,Baltimore Ravens,Cleveland Browns,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,v2_baseline,Baseline,2025_02_DEN_IND,Indianapolis Colts,Denver Broncos,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,v2_baseline,Baseline,2025_02_JAX_CIN,Cincinnati Bengals,Jacksonville Jaguars,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,v2_baseline,Baseline,2025_02_LAC_LV,Las Vegas Raiders,Los Angeles Chargers,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,v2_baseline,Baseline,2025_02_LA_TEN,Tennessee Titans,Los Angeles Rams,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,v2_baseline,Baseline,2025_02_NE_MIA,Miami Dolphins,New England Patriots,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
