stat,n_players,coverage_min_max,baseline_scenario_id,baseline_mae
interceptions,308,0.9058441558441559,v2_baseline,0.08151612903225806
pass_attempts,308,0.8993506493506493,v2_baseline,1.0330967741935484
pass_tds,308,0.8961038961038961,v2_baseline,0.11948387096774193
pass_yards,308,0.9025974025974026,v2_baseline,8.476774193548387
rec_tds,308,0.2077922077922078,v2_baseline,0.31870967741935485
rec_yards,308,0.16233766233766234,v2_baseline,17.273870967741935
receptions,308,0.18181818181818182,v2_baseline,1.4552258064516128
rush_attempts,308,0.5941558441558441,v2_baseline,1.284967741935484
rush_tds,308,0.6818181818181818,v2_baseline,0.11164516129032258
rush_yards,308,0.5811688311688312,v2_baseline,7.11516129032258
targets,308,0.15584415584415584,v2_baseline,1.8865161290322583
