stat,n_players,coverage_min_max,baseline_scenario_id,baseline_mae
interceptions,261,0.9042145593869731,v2_baseline,0.06722433460076045
pass_attempts,261,0.9080459770114943,v2_baseline,0.7921292775665398
pass_tds,261,0.9080459770114943,v2_baseline,0.09965779467680609
pass_yards,261,0.9080459770114943,v2_baseline,6.156653992395437
rec_tds,261,0.31417624521072796,v2_baseline,0.26323193916349813
rec_yards,261,0.19157088122605365,v2_baseline,18.80494296577947
receptions,261,0.210727969348659,v2_baseline,1.4943346007604565
rush_attempts,261,0.5708812260536399,v2_baseline,1.92467680608365
rush_tds,261,0.685823754789272,v2_baseline,0.1494296577946768
rush_yards,261,0.578544061302682,v2_baseline,10.096577946768061
targets,261,0.15708812260536398,v2_baseline,2.18254752851711
