scenario_id,scenario_label,abs_error_sum,game_id,team,player,player_id,position,rec_yards,rec_yards_act,targets,targets_act,rush_yards,rush_yards_act,pass_yards,pass_yards_act,pick
v2_baseline,Baseline,259.07,2025_10_ATL_IND,Indianapolis Colts,Jonathan Taylor,00-0036223,RB,22.4,42.0,6.26,4.0,30.5,244.0,0.0,0.0,baseline
v2_baseline,Baseline,217.6,2025_10_CLE_NYJ,New York Jets,Justin Fields,00-0036945,QB,0.0,0.0,0.0,0.0,33.0,8.0,223.5,54.0,baseline
v2_baseline,Baseline,175.23999999999998,2025_10_BUF_MIA,Miami Dolphins,De'Von Achane,00-0039040,RB,21.2,51.0,6.08,6.0,39.4,174.0,0.0,0.0,baseline
v2_baseline,Baseline,156.58,2025_10_LV_DEN,Las Vegas Raiders,Geno Smith,00-0030565,QB,0.0,0.0,0.0,0.0,12.9,0.0,279.3,143.0,baseline
v2_baseline,Baseline,139.6,2025_10_PIT_LAC,Pittsburgh Steelers,Aaron Rodgers,00-0023459,QB,0.0,0.0,0.0,0.0,8.3,0.0,282.8,161.0,baseline
v2_baseline,Baseline,138.87,2025_10_NE_TB,New England Patriots,TreVeyon Henderson,00-0040734,RB,18.5,3.0,3.25,1.0,33.7,147.0,0.0,0.0,baseline
v2_baseline,Baseline,132.0,2025_10_NE_TB,Tampa Bay Buccaneers,Josh Williams,00-0040429,RB,0.0,119.0,0.0,7.0,0.0,0.0,0.0,0.0,baseline
v2_baseline,Baseline,130.51,2025_10_BUF_MIA,Buffalo Bills,Josh Allen,00-0034857,QB,0.0,0.0,0.0,0.0,35.7,17.0,216.8,306.0,baseline
v2_baseline,Baseline,117.99000000000001,2025_10_NE_TB,Tampa Bay Buccaneers,Baker Mayfield,00-0034855,QB,0.0,0.0,0.0,0.0,21.4,0.0,196.6,273.0,baseline
v2_baseline,Baseline,117.39,2025_10_LA_SF,San Francisco 49ers,Christian McCaffrey,00-0033280,RB,17.8,66.0,3.87,10.0,80.5,30.0,0.0,0.0,baseline
