bin_low,bin_high,count,pred_mean,obs_rate
0.0803,0.428,2,0.24578757258477058,0.5
0.428,0.514,1,0.46988661063237136,0.0
0.514,0.574,1,0.5431837960197423,0.0
0.574,0.6,6,0.5962635672763454,0.6666666666666666
0.6,0.603,0,,
0.603,0.632,1,0.6299219306308098,0.0
0.632,0.649,1,0.6361794577232103,1.0
0.649,0.917,2,0.7853048771783293,1.0
