bin_low,bin_high,count,pred_mean,obs_rate
0.475,0.492,2,0.4824839213656703,0.5
0.492,0.502,1,0.4996004297000984,0.0
0.502,0.507,1,0.5027712713230197,0.0
0.507,0.509,2,0.5080018298591463,0.5
0.509,0.518,1,0.5124055782095336,1.0
0.518,0.526,1,0.5233470322593144,1.0
0.526,0.527,2,0.5272679211438871,0.5
0.527,0.533,1,0.5285634339087694,0.0
0.533,0.555,1,0.5406678199209303,1.0
0.555,0.584,2,0.5726148059462759,0.5
